Spiel 77 Samstag;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1985;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;
23.;08.06.;4;0;7;8;6;8;9;12.245.466,00;JP;;1.094.925,90   ;3 x           ;64 x         ;629 x         ;5.560 x        ;55.817 x    ;;;;
24.;15.06.;9;8;3;9;4;8;3;17.497.526,00;JP;;2.454.483,70   ;7 x           ;65 x         ;783 x         ;7.941 x        ;80.849 x    ;;;;
25.;22.06.;5;8;4;7;9;4;5;13.329.862,00;1 x;3.355.555,40   ;134.658,60   ;2 x           ;51 x         ;654 x         ;6.233 x        ;61.656 x    ;;;;
26.;29.06.;2;1;7;4;1;7;2;13.422.614,00;JP;;1.177.595,70   ;6 x           ;54 x         ;645 x         ;5.978 x        ;60.086 x    ;;;;
27.;06.07.;5;9;8;0;7;1;7;13.447.096,00;JP;;2.222.435,10   ;7 x           ;63 x         ;659 x         ;6.144 x        ;61.774 x    ;;;;
28.;13.07.;5;2;7;1;5;7;9;13.282.290,00;JP;;3.254.469,00   ;6 x           ;65 x         ;616 x         ;5.987 x        ;60.086 x    ;;;;
29.;20.07.;7;5;9;0;2;9;5;17.024.276,00;JP;;4.577.255,20   ;6 x           ;84 x         ;757 x         ;7.601 x        ;75.810 x    ;;;;
30.;27.07.;1;1;1;7;3;0;9;14.423.138,00;JP;;5.697.933,00   ;4 x           ;71 x         ;709 x         ;6.269 x        ;63.186 x    ;;;;
31.;03.08.;6;2;8;5;2;7;0;14.085.346,00;3 x;2.155.555,40   ;325.698,20   ;6 x           ;64 x         ;613 x         ;6.251 x        ;62.263 x    ;;;;
32.;10.08.;9;2;3;5;3;8;1;13.584.488,00;JP;;1.381.212,90   ;3 x           ;71 x         ;613 x         ;6.372 x        ;62.431 x    ;;;;
33.;17.08.;1;5;0;5;0;0;6;13.318.754,00;2 x;1.155.555,40   ;104.969,30   ;5 x           ;49 x         ;541 x         ;5.410 x        ;57.930 x    ;;;;
34.;24.08.;9;0;9;6;6;6;4;13.222.132,00;JP;;1.132.329,00   ;9 x           ;65 x         ;578 x         ;5.896 x        ;59.003 x    ;;;;
35.;31.08.;0;6;5;8;3;8;5;13.382.004,00;2 x;955.555,40   ;260.999,90   ;9 x           ;63 x         ;636 x         ;6.124 x        ;61.223 x    ;;;;
36.;07.09.;9;3;7;3;2;7;4;18.880.126,00;JP;;1.727.985,70   ;12 x           ;96 x         ;870 x         ;8.523 x        ;85.894 x    ;;;;
37.;14.09.;4;6;8;7;0;7;2;16.171.550,00;JP;;2.984.515,10   ;3 x           ;72 x         ;732 x         ;7.041 x        ;72.018 x    ;;;;
38.;21.09.;5;4;6;4;1;5;4;16.214.672,00;JP;;4.244.395,10   ;10 x           ;75 x         ;725 x         ;7.249 x        ;73.662 x    ;;;;
39.;28.09.;6;1;4;1;9;9;2;16.254.368,00;JP;;5.507.359,50   ;7 x           ;61 x         ;692 x         ;7.212 x        ;72.861 x    ;;;;
40.;05.10.;4;5;9;9;9;6;3;17.232.380,00;1 x;6.755.555,40   ;90.760,00   ;7 x           ;64 x         ;850 x         ;7.886 x        ;78.442 x    ;;;;
41.;12.10.;3;4;6;6;8;5;9;17.513.140,00;JP;;1.451.531,00   ;5 x           ;73 x         ;815 x         ;8.204 x        ;79.471 x    ;;;;
42.;19.10.;3;2;0;6;7;5;5;16.366.784,00;JP;;2.723.230,10   ;7 x           ;91 x         ;730 x         ;7.369 x        ;73.696 x    ;;;;
43.;26.10.;1;9;9;0;4;4;9;16.647.276,00;JP;;4.016.723,40   ;9 x           ;80 x         ;733 x         ;7.498 x        ;76.304 x    ;;;;
44.;02.11.;0;4;2;3;2;4;8;16.241.150,00;3 x;1.755.555,40   ;11.994,60   ;7 x           ;75 x         ;729 x         ;7.239 x        ;73.754 x    ;;;;
45.;09.11.;0;7;8;1;4;1;9;16.593.508,00;JP;;1.301.310,20   ;5 x           ;91 x         ;774 x         ;7.905 x        ;77.573 x    ;;;;
46.;16.11.;8;3;3;1;4;5;4;16.255.314,00;2 x;1.155.555,40   ;253.237,30   ;12 x           ;69 x         ;709 x         ;7.206 x        ;73.028 x    ;;;;
47.;23.11.;0;4;9;1;8;3;6;15.696.418,00;2 x;555.555,40   ;361.738,20   ;7 x           ;77 x         ;751 x         ;7.156 x        ;71.728 x    ;;;;
48.;30.11.;0;7;4;0;3;8;4;16.111.180,00;2 x;755.555,40   ;102.466,10   ;9 x           ;78 x         ;676 x         ;7.482 x        ;72.594 x    ;;;;
49.;07.12.;2;7;8;0;4;1;0;23.399.854,00;2 x;955.555,40   ;9.524,00   ;13 x           ;118 x         ;1.023 x         ;10.522 x        ;103.479 x    ;;;;
50.;14.12.;8;9;2;2;5;2;9;17.529.946,00;JP;;1.371.600,80   ;7 x           ;56 x         ;786 x         ;8.069 x        ;79.339 x    ;;;;
51.;21.12.;5;0;7;2;5;4;4;18.645.766,00;3 x;755.555,40   ;553.710,60   ;7 x           ;115 x         ;894 x         ;8.599 x        ;85.766 x    ;;;;
52.;28.12.;9;4;0;6;9;9;6;13.680.936,00;1 x;1.555.555,40   ;61.163,90   ;3 x           ;68 x         ;579 x         ;5.896 x        ;61.933 x    ;;;;
;;;;;;;Gewinne Gesamt;;;37 x;;;328 x;3.432 x;33.870 x;337.186 x;3.379.144 x;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
