"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1981
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1981;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;03.01.;19 ;40 ;12 ;6 ;22 ;31 ;28 ;87.084.353,50 ;24  x  ;272.138,60 ;140  x  ;23.326,10 ;4.835  x     ;2.026,20 ;229.599  x    ;42,60 ;3.658.614  x;3,80  
2.;10.01.;27 ;41 ;45 ;32 ;20 ;29 ;21 ;88.366.961,00 ;3  x  ;1.500.000,00 ;57  x  ;95.461,10 ;3.137  x     ;3.169,00 ;169.245  x    ;58,70 ;2.995.034  x;4,70  
3.;17.01.;34 ;28 ;46 ;23 ;38 ;29 ;30 ;89.800.944,00 ;9  x  ;748.341,20 ;52  x  ;64.760,20 ;2.797  x     ;3.611,90 ;166.385  x    ;60,70 ;3.017.859  x;4,80  
4.;24.01.;10 ;1 ;39 ;37 ;21 ;45 ;22 ;89.697.428,00 ;6  x  ;1.121.217,80 ;247  x  ;13.618,00 ;1.945  x     ;5.188,10 ;124.734  x    ;80,80 ;2.742.370  x;5,30  
5.;31.01.;11 ;24 ;42 ;12 ;31 ;48 ;43 ;90.320.564,00 ;19  x  ;356.528,50 ;72  x  ;47.041,90 ;4.353  x     ;2.334,20 ;238.285  x    ;42,60 ;4.057.479  x;3,60  
6.;07.02.;31 ;4 ;48 ;47 ;34 ;12 ;46 ;94.313.364,50 ;8  x  ;884.187,70 ;49  x  ;72.178,50 ;2.703  x     ;3.925,30 ;160.693  x    ;66,00 ;3.052.442  x;5,00  
7.;14.02.;34 ;33 ;20 ;45 ;17 ;22 ;25 ;90.739.606,00 ;8  x  ;850.683,80 ;43  x  ;79.133,30 ;2.809  x     ;3.634,10 ;163.186  x    ;62,50 ;3.034.538  x;4,80  
8.;21.02.;44 ;33 ;4 ;46 ;48 ;18 ;21 ;90.000.502,00 ;19  x  ;355.265,10 ;84  x  ;40.178,70 ;4.098  x     ;2.470,70 ;176.427  x    ;57,30 ;3.104.082  x;4,70  
9.;28.02.;22 ;20 ;7 ;26 ;9 ;29 ;30 ;89.596.694,00 ;9  x  ;746.639,10 ;57  x  ;58.945,10 ;3.285  x     ;3.068,30 ;175.182  x    ;57,50 ;3.246.977  x;4,40  
10.;07.03.;7 ;35 ;30 ;2 ;42 ;34 ;33 ;88.878.906,50 ;4  x  ;1.500.000,00 ;22  x  ;181.767,10 ;1.750  x     ;5.713,60 ;131.041  x    ;76,30 ;2.890.922  x;4,90  
11.;14.03.;8 ;48 ;27 ;21 ;11 ;10 ;20 ;89.914.129,50 ;2  x  ;1.500.000,00 ;43  x  ;165.473,00 ;2.181  x     ;4.637,90 ;144.120  x    ;70,10 ;2.985.986  x;4,80  
12.;21.03.;3 ;27 ;31 ;9 ;2 ;21 ;4 ;88.959.233,50 ;5  x  ;1.334.388,50 ;65  x  ;51.322,60 ;3.958  x     ;2.528,50 ;213.337  x    ;46,90 ;3.739.886  x;3,80  
13.;28.03.;23 ;18 ;36 ;15 ;6 ;47 ;14 ;88.068.549,00 ;24  x  ;275.214,20 ;71  x  ;46.515,00 ;4.069  x     ;2.434,90 ;183.301  x    ;54,00 ;3.111.484  x;4,50  
14.;04.04.;11 ;17 ;28 ;8 ;33 ;19 ;45 ;87.247.836,00 ;22  x  ;297.435,80 ;87  x  ;37.606,80 ;3.785  x     ;2.593,20 ;221.239  x    ;44,30 ;3.846.669  x;3,60  
15.;11.04.;37 ;27 ;39 ;19 ;2 ;28 ;47 ;85.829.605,00 ;5  x  ;1.287.444,00 ;35  x  ;91.960,20 ;2.470  x     ;3.909,20 ;157.362  x    ;61,30 ;3.026.279  x;4,60  
16.;18.04.;37 ;49 ;28 ;42 ;6 ;46 ;3 ;84.286.069,00 ;2  x  ;1.500.000,00 ;38  x  ;170.583,70 ;1.922  x     ;4.933,40 ;123.659  x    ;76,60 ;2.431.765  x;5,60  
17.;25.04.;14 ;2 ;27 ;43 ;26 ;47 ;41 ;84.919.656,00 ;8  x  ;796.121,70 ;46  x  ;69.227,90 ;2.224  x     ;4.295,60 ;131.696  x    ;72,50 ;2.636.525  x;5,20  
18.;02.05.;40 ;49 ;23 ;7 ;44 ;21 ;1 ;84.529.456,50 ;14  x  ;452.836,30 ;135  x  ;23.480,40 ;3.184  x     ;2.986,60 ;179.715  x    ;52,90 ;3.180.198  x;4,30  
19.;09.05.;27 ;6 ;29 ;32 ;18 ;5 ;43 ;87.319.381,50 ;13  x  ;503.765,60 ;76  x  ;43.085,20 ;3.120  x     ;3.148,50 ;188.539  x    ;52,10 ;3.464.891  x;4,00  
20.;16.05.;35 ;16 ;9 ;27 ;25 ;39 ;38 ;85.202.512,00 ;15  x  ;426.012,50 ;104  x  ;30.722,00 ;3.500  x     ;2.738,60 ;204.844  x    ;46,70 ;3.624.797  x;3,80  
21.;23.05.;30 ;48 ;41 ;35 ;25 ;44 ;37 ;84.485.108,50 ;11  x  ;576.034,80 ;88  x  ;36.002,10 ;2.703  x     ;3.516,30 ;130.936  x    ;72,50 ;2.515.279  x;5,40  
22.;30.05.;5 ;49 ;22 ;38 ;41 ;7 ;35 ;84.938.093,00 ;7  x  ;910.050,90 ;54  x  ;58.984,70 ;2.158  x     ;4.427,90 ;133.570  x    ;71,50 ;2.791.061  x;4,90  
23.;06.06.;33 ;45 ;13 ;29 ;12 ;18 ;31 ;88.836.587,00 ;5  x  ;1.332.548,80 ;87  x  ;38.291,60 ;3.514  x     ;2.844,00 ;199.101  x    ;50,10 ;3.603.139  x;4,00  
