LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2009
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;
;24.01.;SA;36;2;14;16;12;46;33;0;85.485.598,50;JP;25.120.722,20;4  x  ;854.855,90;73  x  ;29.275,80;1.456  x  ;3.816,30;5.263  x  ;162,4;84.084  x  ;50,8;131.341  x  ;26;1.572.986  x  ;11,9
5.;28.01.;MI;47;15;3;1;38;24;22;0;71.187.060,00;JP;28.680.075,20;3  x  ;949.160,80;26  x  ;68.449,00;1.592  x  ;2.906,50;3.124  x  ;227,8;85.030  x  ;41,8;89.600  x  ;31,7;1.551.222  x  ;10
;31.01.;SA;9;11;17;31;7;14;1;2;127.342.759,50;2  x  ;17.523.606,50;12  x  ;424.475,80;163  x  ;19.531,00;4.927  x  ;1.679,90;16.501  x  ;77,1;243.810  x  ;26,1;348.474  x  ;14,6;3.787.817  x  ;7,3
6.;04.02.;MI;21;5;46;10;42;2;15;1;30.906.601,50;JP;1.545.330,00;4  x  ;309.066,00;11  x  ;70.242,20;586  x  ;3.428,20;1.493  x  ;207;34.710  x  ;44,5;43.715  x  ;28,2;653.140  x  ;10,4
;07.02.;SA;39;13;48;35;15;2;1;3;58.360.493,25;2  x  ;2.231.677,30;8  x  ;291.802,40;13  x  ;112.231,70;1.046  x  ;3.626,60;1.751  x  ;333,2;54.345  x  ;53,6;60.808  x  ;38,3;1.051.779  x  ;12,2
7.;11.02.;MI;22;43;13;42;39;41;5;7;24.952.144,50;JP;1.247.607,20;2  x  ;499.042,80;11  x  ;56.709,40;423  x  ;3.834,20;1.139  x  ;219;26.211  x  ;47,5;33.782  x  ;29,5;461.623  x  ;11,8
;14.02.;SA;28;17;40;42;29;47;30;2;56.462.940,00;JP;4.070.754,20;4  x  ;564.629,40;15  x  ;94.104,90;967  x  ;3.795,30;2.629  x  ;214,7;55.035  x  ;51,2;78.436  x  ;28,7;1.053.509  x  ;11,7
8.;18.02.;MI;15;43;48;39;49;19;27;3;27.305.308,50;1  x  ;5.436.019,60;1  x  ;1.092.212,30;8  x  ;85.329,00;402  x  ;4.415,00;1.374  x  ;198,7;27.921  x  ;48,8;42.374  x  ;25,7;543.828  x  ;11
;21.02.;SA;3;29;41;14;18;31;49;7;54.992.656,50;JP;2.749.632,80;8  x  ;274.963,20;36  x  ;38.189,30;1.588  x  ;2.250,90;3.065  x  ;179,4;68.762  x  ;39,9;78.165  x  ;28,1;1.184.466  x  ;10,2
9.;25.02.;MI;34;7;22;10;43;2;1;1;24.388.257,00;JP;3.969.045,60;5  x  ;195.106,00;11  x  ;55.427,80;725  x  ;2.186,50;1.379  x  ;176,8;32.124  x  ;37,9;45.352  x  ;21,5;550.622  x  ;9,7
;28.02.;SA;22;1;21;15;20;33;40;6;56.552.643,75;1  x  ;6.796.677,70;1  x  ;2.262.105,70;14  x  ;100.986,80;677  x  ;5.429,70;1.825  x  ;309,8;46.353  x  ;61;62.757  x  ;36;996.539  x  ;12,4
10.;04.03.;MI;31;38;44;42;28;6;24;4;23.540.423,25;JP;1.177.021,10;JP;941.616,90;12  x  ;49.042,50;356  x  ;4.298,10;1.101  x  ;213,8;21.810  x  ;53,9;34.968  x  ;26,9;448.236  x  ;11,5
;07.03.;SA;33;26;44;37;38;7;18;8;54.194.594,25;JP;3.886.750,80;3  x  ;1.036.466,80;32  x  ;42.339,50;901  x  ;3.909,70;3.820  x  ;141,8;57.800  x  ;46,8;104.037  x  ;20,8;1.193.450  x  ;9,9
11.;11.03.;MI;32;39;48;47;13;8;27;5;24.938.277,75;JP;5.133.664,60;2  x  ;498.765,50;5  x  ;124.691,30;354  x  ;4.579,00;1.585  x  ;157,3;24.258  x  ;51,4;46.776  x  ;21,3;498.857  x  ;10,9
;14.03.;SA;5;44;49;8;26;45;41;4;56.909.004,75;JP;7.979.114,80;1  x  ;2.276.360,10;10  x  ;142.272,50;1.027  x  ;3.601,80;2.519  x  ;225,9;58.653  x  ;48,5;80.284  x  ;28,3;1.144.758  x  ;10,9
12.;18.03.;MI;17;37;47;42;4;29;8;5;27.604.856,25;JP;9.359.357,60;2  x  ;552.097,10;17  x  ;40.595,30;747  x  ;2.402,00;1.441  x  ;191,5;36.871  x  ;37,4;39.695  x  ;27,8;600.384  x  ;10,1
;21.03.;SA;21;34;10;13;23;38;29;5;59.202.333,75;2  x  ;6.159.737,10;10  x  ;236.809,30;34  x  ;43.531,10;2.545  x  ;1.512,00;2.925  x  ;202,4;91.683  x  ;32,2;78.594  x  ;30,1;1.402.940  x  ;9,2
13.;25.03.;MI;31;49;25;32;41;14;8;8;22.741.420,50;JP;1.137.071,00;3  x  ;303.218,90;10  x  ;56.853,50;404  x  ;3.658,80;1.130  x  ;201,2;24.790  x  ;45,8;32.197  x  ;28,2;486.051  x  ;10,2
;28.03.;SA;4;47;44;41;49;3;8;0;52.857.596,25;JP;3.779.950,80;3  x  ;704.767,90;19  x  ;69.549,40;941  x  ;3.651,10;2.177  x  ;242,8;57.837  x  ;45,6;70.143  x  ;30,1;1.102.145  x  ;10,5
14.;01.04.;MI;13;21;3;33;32;17;27;8;24.714.898,50;1  x  ;5.015.695,70;7  x  ;141.227,90;36  x  ;17.163,10;1.242  x  ;1.293,40;3.274  x  ;75,4;50.877  x  ;24,2;64.318  x  ;15,3;705.905  x  ;7,7
;04.04.;SA;11;2;36;26;22;1;12;4;51.370.038,75;JP;2.568.501,90;1  x  ;2.054.801,50;45  x  ;28.538,90;1.109  x  ;3.010,80;4.447  x  ;115,5;61.003  x  ;42,1;103.831  x  ;19,7;1.096.588  x  ;10,3
15.;08.04.;MI;29;19;5;28;37;12;11;1;23.459.871,75;JP;3.741.495,40;1  x  ;938.394,80;17  x  ;34.499,80;651  x  ;2.342,30;1.705  x  ;137,5;31.093  x  ;37,7;47.459  x  ;19,7;531.080  x  ;9,7
;11.04.;SA;3;17;7;2;38;37;32;4;53.458.777,50;JP;6.414.434,20;3  x  ;712.783,70;35  x  ;38.184,80;1.597  x  ;2.175,80;4.213  x  ;126,8;89.233  x  ;29,9;119.433  x  ;17,9;1.489.423  x  ;7,8
16.;15.04.;MI;2;4;20;42;48;9;25;5;23.433.005,25;JP;7.586.084,40;JP;937.320,20;15  x  ;39.055,00;450  x  ;3.384,70;1.548  x  ;151,3;26.590  x  ;44;44.847  x  ;20,9;502.537  x  ;10,2
;18.04.;SA;10;20;5;2;42;25;38;7;56.459.015,25;JP;10.409.035,10;15  x  ;213.045,30;101  x  ;13.975,00;2.352  x  ;1.560,30;5.560  x  ;101,5;111.522  x  ;25,3;113.277  x  ;19,9;1.454.940  x  ;8,5
17.;22.04.;MI;45;6;11;24;31;32;47;7;29.392.224,00;JP;11.878.646,30;JP;1.175.688,90;10  x  ;73.480,50;761  x  ;2.510,50;1.780  x  ;165,1;39.305  x  ;37,3;49.135  x  ;23,9;721.201  x  ;8,9
;25.04.;SA;43;35;6;19;11;18;10;0;62.032.465,50;1  x  ;14.980.269,50;6  x  ;609.497,90;21  x  ;73.848,10;1.341  x  ;3.006,70;3.480  x  ;178,2;77.613  x  ;39,9;104.664  x  ;23,7;1.409.250  x  ;9,6
18.;29.04.;MI;40;15;7;41;10;14;49;9;22.448.112,00;JP;1.122.405,60;2  x  ;448.962,20;8  x  ;70.150,30;408  x  ;3.576,20;1.133  x  ;198,1;24.551  x  ;45,7;33.461  x  ;26,8;475.537  x  ;10,3
;02.05.;SA;18;26;2;17;41;13;5;0;50.985.790,50;JP;3.671.695,10;2  x  ;1.019.715,80;37  x  ;34.449,80;1.413  x  ;2.345,40;4.621  x  ;110,3;75.053  x  ;33,9;119.082  x  ;17,1;1.269.389  x  ;8,8
19.;06.05.;MI;2;1;45;44;7;41;26;3;24.049.708,50;1  x  ;4.874.180,50;1  x  ;961.988,30;13  x  ;46.249,40;387  x  ;4.039,30;1.150  x  ;209,1;22.587  x  ;53,2;36.585  x  ;26,2;467.854  x  ;11,3
;09.05.;SA;30;40;22;8;24;36;16;8;65.302.245,75;1  x  ;3.265.112,20;3  x  ;870.696,60;94  x  ;17.367,60;1.237  x  ;3.431,40;6.002  x  ;108,8;69.400  x  ;47;128.179  x  ;20,3;1.307.378  x  ;10,9
20.;13.05.;MI;25;16;34;45;41;47;48;5;21.712.692,00;1  x  ;1.954.142,20;unbesetzt;;8  x  ;67.852,10;651  x  ;2.167,90;1.061  x  ;204,6;29.076  x  ;37,3;32.792  x  ;26,4;471.360  x  ;10,1
;16.05.;SA;36;15;32;47;42;35;46;8;52.459.557,00;JP;2.622.977,80;5  x  ;419.676,40;27  x  ;48.573,60;886  x  ;3.848,60;2.322  x  ;225,9;49.714  x  ;52,7;65.396  x  ;32;931.887  x  ;12,3
21.;20.05.;MI;8;6;47;31;27;28;19;5;22.915.380,00;JP;3.768.746,80;2  x  ;458.307,60;21  x  ;27.280,20;503  x  ;2.961,20;1.845  x  ;124,2;27.252  x  ;42;48.121  x  ;19;492.931  x  ;10,2
;23.05.;SA;33;28;20;29;13;14;49;9;50.357.118,75;JP;6.286.602,70;1  x  ;2.014.284,70;5  x  ;251.785,50;652  x  ;5.020,20;1.601  x  ;314,5;41.412  x  ;60,8;59.311  x  ;33,9;857.790  x  ;12,9
22.;27.05.;MI;11;44;16;9;19;42;29;4;24.417.734,25;JP;7.507.489,40;2  x  ;488.354,60;11  x  ;55.494,80;488  x  ;3.252,30;1.379  x  ;177;27.786  x  ;43,9;38.177  x  ;25,5;557.741  x  ;9,6
;30.05.;SA;17;35;18;21;36;43;10;9;58.425.137,25;1  x  ;12.765.751,70;unbesetzt;;20  x  ;73.031,40;1.026  x  ;3.701,30;2.615  x  ;223,4;55.679  x  ;52,4;73.471  x  ;31,8;1.061.943  x  ;12,1
23.;03.06.;MI;15;3;9;21;33;18;10;7;21.871.657,50;JP;1.093.582,80;5  x  ;174.973,20;10  x  ;54.679,10;1.264  x  ;1.124,70;1.572  x  ;139,1;41.281  x  ;26,4;41.849  x  ;20,9;578.318  x  ;8,3
;06.06.;SA;35;3;23;10;13;27;42;2;51.499.250,25;1  x  ;3.668.545,30;2  x  ;1.029.985,00;47  x  ;27.393,20;1.671  x  ;2.003,20;3.873  x  ;132,9;87.454  x  ;29,4;87.294  x  ;23,5;1.382.374  x  ;8,1
24.;10.06.;MI;32;11;35;36;23;28;17;3;22.097.487,00;1  x  ;1.104.874,30;3  x  ;294.633,10;20  x  ;27.621,80;525  x  ;2.735,80;1.593  x  ;138,7;26.067  x  ;42,3;43.157  x  ;20,4;460.765  x  ;10,5
;13.06.;SA;6;48;38;4;42;46;19;7;49.936.685,25;1  x  ;2.496.834,20;2  x  ;998.733,70;20  x  ;62.420,80;900  x  ;3.606,50;3.274  x  ;152,5;59.362  x  ;42;100.666  x  ;19,8;1.034.248  x  ;10,6
25.;17.06.;MI;10;40;43;7;29;42;8;4;21.436.065,75;JP;1.071.803,20;JP;857.442,60;14  x  ;38.278,60;468  x  ;2.977,20;1.145  x  ;187,2;23.979  x  ;44,6;31.429  x  ;27,2;451.556  x  ;10,4
;20.06.;SA;37;35;46;18;26;41;29;7;50.911.623,75;2  x  ;1.808.692,10;2  x  ;1.446.953,70;22  x  ;57.854,10;1.314  x  ;2.518,40;2.431  x  ;209,4;66.086  x  ;38,5;62.990  x  ;32,3;1.081.170  x  ;10,3
26.;24.06.;MI;39;32;19;9;36;37;27;3;22.750.670,25;JP;1.137.533,50;1  x  ;910.026,80;17  x  ;33.456,80;457  x  ;3.235,80;1.709  x  ;133,1;29.188  x  ;38,9;46.416  x  ;19,6;528.671  x  ;9,4
;27.06.;SA;37;38;47;45;3;14;7;1;50.199.001,50;JP;3.647.483,50;2  x  ;1.003.980,00;13  x  ;96.536,50;536  x  ;6.087,50;2.419  x  ;207,5;41.730  x  ;60,1;89.174  x  ;22,5;906.726  x  ;12,1
* Sonderziehung ExtraLotto;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 53. Veranstaltung 2009
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;
VA;2009;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro
27.;01.07.;MI;32;11;49;2;26;18;15;5;22.931.012,25;1  x  ;4.794.034,10;4  x  ;229.310,10;6  x  ;95.545,80;661  x  ;2.254,90;1.078  x  ;212,7;34.697  x  ;33;31.917  x  ;28,7;608.853  x  ;8,2
;04.07.;SA;32;31;11;39;15;30;16;1;49.684.236,00;JP;2.484.211,80;1  x  ;1.987.369,40;23  x  ;54.004,60;754  x  ;4.283,10;2.910  x  ;170,7;52.715  x  ;47,1;83.435  x  ;23,8;1.074.167  x  ;10,1
28.;08.07.;MI;4;36;31;40;5;43;18;6;22.214.536,50;JP;3.594.938,60;JP;1.484.426,90;4  x  ;138.840,80;305  x  ;4.734,20;1.303  x  ;170,4;19.575  x  ;56,7;36.903  x  ;24;406.681  x  ;12
;11.07.;SA;43;12;1;14;27;3;39;0;52.006.814,25;JP;6.195.279,30;2  x  ;1.484.426,90;31  x  ;41.940,90;1.067  x  ;3.168,10;3.110  x  ;167,2;61.612  x  ;42,2;82.642  x  ;25,1;1.147.170  x  ;9,9
29.;15.07.;MI;2;43;6;14;38;25;39;0;24.689.535,00;JP;7.429.756,00;5  x  ;197.516,20;5  x  ;123.447,60;592  x  ;2.710,80;1.130  x  ;218,4;28.907  x  ;42,7;34.066  x  ;28,9;518.475  x  ;10,4
;18.07.;SA;1;5;9;45;30;2;24;5;55.701.090,00;3  x  ;3.404.936,80;6  x  ;371.340,60;30  x  ;46.417,50;1.394  x  ;2.597,20;3.992  x  ;139,5;83.865  x  ;33,2;108.477  x  ;20,5;1.403.675  x  ;8,7
30.;22.07.;MI;32;3;19;43;40;8;4;6;21.523.228,50;JP;1.076.161,40;2  x  ;430.464,50;15  x  ;35.872,00;569  x  ;2.458,70;1.453  x  ;148,1;27.811  x  ;38,6;40.871  x  ;21;500.183  x  ;9,4
;25.07.;SA;6;31;11;24;35;23;18;0;49.854.544,50;JP;3.568.888,60;1  x  ;1.994.181,70;28  x  ;44.512,90;1.103  x  ;2.937,90;3.581  x  ;139,2;63.511  x  ;39,2;99.088  x  ;20,1;1.157.916  x  ;9,4
31.;29.07.;MI;37;20;13;32;9;10;38;3;22.539.003,00;1  x  ;4.695.838,70;1  x  ;901.560,10;15  x  ;37.565,00;537  x  ;2.728,10;1.196  x  ;188,4;31.965  x  ;35,2;34.451  x  ;26,1;556.992  x  ;8,9
;01.08.;SA;2;46;44;35;16;30;47;8;50.138.166,00;1  x  ;2.506.908,30;2  x  ;1.002.763,30;32  x  ;39.170,40;1.288  x  ;2.530,20;2.240  x  ;223,8;52.791  x  ;47,4;61.888  x  ;32,4;918.034  x  ;12
32.;05.08.;MI;13;4;36;15;39;19;43;5;21.471.883,50;JP;1.073.594,10;4  x  ;214.718,80;13  x  ;41.292,00;408  x  ;3.420,70;900  x  ;238,5;21.751  x  ;49,3;27.268  x  ;31,4;431.334  x  ;10,9
;08.08.;SA;34;19;41;38;32;9;25;2;49.924.809,75;2  x  ;1.784.917,20;9  x  ;221.888,00;54  x  ;23.113,30;1.917  x  ;1.692,80;4.921  x  ;101,4;88.866  x  ;28;121.312  x  ;16,4;1.361.652  x  ;8
33.;12.08.;MI;15;40;8;37;24;28;18;0;21.231.814,50;JP;1.061.590,70;1  x  ;849.272,50;16  x  ;33.174,70;563  x  ;2.451,20;1.109  x  ;191,4;23.774  x  ;44,6;32.885  x  ;25,8;415.951  x  ;11,2
;15.08.;SA;23;42;8;34;3;5;7;5;49.548.962,25;JP;3.539.038,80;5  x  ;396.391,60;18  x  ;68.818,00;1.162  x  ;2.771,60;3.325  x  ;149;62.359  x  ;39,7;107.737  x  ;18,3;1.103.376  x  ;9,8
34.;19.08.;MI;35;32;39;43;22;44;7;9;22.344.485,25;JP;4.656.263,00;JP;893.779,40;6  x  ;93.102,00;329  x  ;4.414,50;1.093  x  ;204,4;20.200  x  ;55,3;33.461  x  ;26,7;395.436  x  ;12,4
;22.08.;SA;12;22;14;8;17;25;1;9;51.942.607,50;JP;7.253.393,30;6  x  ;495.247,20;48  x  ;27.053,40;1.379  x  ;2.448,30;3.630  x  ;143;64.071  x  ;40,5;94.079  x  ;22;1.145.919  x  ;9,9
35.;26.08.;MI;33;43;22;23;15;26;37;6;25.097.304,00;JP;8.508.258,50;JP;1.003.892,10;6  x  ;104.572,10;324  x  ;5.034,90;1.082  x  ;231,9;20.559  x  ;61;32.966  x  ;30,4;454.559  x  ;12,1
;29.08.;SA;23;36;35;24;44;13;2;6;57.068.246,25;JP;11.361.670,80;3  x  ;1.095.540,60;74  x  ;19.279,80;1.004  x  ;3.694,60;3.186  x  ;179,1;55.260  x  ;51,6;81.438  x  ;28;1.055.296  x  ;11,8
36.;02.09.;MI;8;34;30;39;7;29;15;4;30.525.684,00;JP;12.887.955,00;2  x  ;610.513,60;9  x  ;84.793,50;568  x  ;3.493,20;1.408  x  ;216,8;32.186  x  ;47,4;42.051  x  ;29;636.652  x  ;10,5
;05.09.;SA;25;24;45;26;4;12;40;8;62.949.528,75;JP;16.035.431,40;2  x  ;1.258.990,50;70  x  ;22.481,90;1.741  x  ;2.350,20;5.931  x  ;106,1;94.658  x  ;33,2;149.802  x  ;16,8;1.571.265  x  ;8,8
37.;09.09.;MI;22;12;16;34;43;29;2;1;36.279.339,00;JP;17.849.398,30;3  x  ;483.724,50;11  x  ;82.453,00;674  x  ;3.498,70;1.854  x  ;195,6;33.976  x  ;53,3;53.929  x  ;26,9;646.982  x  ;12,3
;12.09.;SA;19;23;40;41;34;5;48;8;69.911.877,75;JP;21.344.992,10;9  x  ;310.719,40;58  x  ;30.134,40;1.722  x  ;2.638,90;3.873  x  ;180,5;97.746  x  ;35,7;104.580  x  ;26,7;1.670.157  x  ;9,2
38.;16.09.;MI;32;27;31;22;5;49;30;3;43.153.446,00;JP;23.502.664,40;5  x  ;345.227,50;12  x  ;89.903,00;710  x  ;3.950,60;1.562  x  ;276,2;46.863  x  ;46;54.973  x  ;31,3;939.236  x  ;10,1
;19.09.;SA;39;11;33;22;14;17;48;0;77.585.485,50;JP;27.381.938,60;10  x  ;310.341,90;61  x  ;31.797,30;2.293  x  ;2.199,30;5.008  x  ;154,9;110.414  x  ;35,1;128.499  x  ;24,1;1.865.952  x  ;9,1
39.;23.09.;MI;23;43;30;3;4;44;27;6;87.067.368,75;1  x  ;31.735.307,00;7  x  ;497.527,80;31  x  ;70.215,60;1.441  x  ;3.927,30;3.609  x  ;241,2;81.832  x  ;53,1;131.209  x  ;26,5;1.649.123  x  ;11,6
;26.09.;SA;8;25;33;9;39;45;38;4;59.791.858,50;JP;2.989.592,90;6  x  ;398.612,30;32  x  ;46.712,30;2.633  x  ;1.476,00;3.491  x  ;171,2;85.345  x  ;35;99.516  x  ;24;1.513.257  x  ;8,6
40.;30.09.;MI;31;22;20;37;41;30;23;6;26.018.210,25;JP;4.290.503,40;JP;1.040.728,40;2  x  ;325.227,60;382  x  ;4.427,10;1.103  x  ;235,8;23.392  x  ;55,6;32.674  x  ;31,8;481.330  x  ;11,8
;03.10.;SA;36;16;19;34;27;11;31;4;51.617.106,00;1  x  ;6.871.358,70;5  x  ;621.082,50;41  x  ;31.473,80;1.057  x  ;3.174,10;4.719  x  ;109,3;60.912  x  ;42,3;112.670  x  ;18,3;1.122.564  x  ;10,1
41.;07.10.;MI;38;45;34;48;10;28;33;0;23.412.720,75;JP;1.170.636,00;JP;936.508,80;11  x  ;53.210,70;446  x  ;3.412,10;1.330  x  ;176;27.579  x  ;42,4;38.584  x  ;24,2;492.310  x  ;10,4
;10.10.;SA;15;20;27;24;40;16;28;8;52.027.504,50;JP;3.772.011,20;2  x  ;1.508.804,40;19  x  ;68.457,20;850  x  ;3.978,50;2.079  x  ;250,2;51.117  x  ;50,8;64.996  x  ;32;1.049.651  x  ;10,9
42.;14.10.;MI;41;47;43;23;22;10;37;8;24.277.085,25;JP;4.985.865,40;JP;971.083,40;7  x  ;86.703,80;466  x  ;3.386,20;1.235  x  ;196,5;25.460  x  ;47,6;40.869  x  ;23,7;488.430  x  ;10,9
;17.10.;SA;44;24;31;43;45;39;46;4;55.213.659,00;JP;7.746.548,30;5  x  ;635.925,90;24  x  ;57.514,20;925  x  ;3.879,80;2.755  x  ;200,4;53.265  x  ;51,8;83.244  x  ;26,5;1.054.562  x  ;11,5
43.;21.10.;MI;16;25;40;44;42;10;12;4;26.630.958,00;JP;9.078.096,20;JP;1.065.238,30;32  x  ;20.805,40;651  x  ;2.659,00;2.198  x  ;121,1;34.311  x  ;38,8;50.790  x  ;20,9;595.622  x  ;9,8
;24.10.;SA;24;48;5;22;39;18;46;1;57.202.591,50;1  x  ;11.938.225,70;6  x  ;558.890,30;21  x  ;68.098,30;1.397  x  ;2.661,50;2.561  x  ;223,3;71.847  x  ;39,8;75.975  x  ;30,1;1.283.789  x  ;9,8
44.;28.10.;MI;42;48;43;39;45;16;36;5;22.697.039,25;JP;1.134.851,90;1  x  ;907.881,50;40  x  ;14.185,60;708  x  ;2.083,70;1.442  x  ;157,3;27.455  x  ;41,3;28.586  x  ;31,7;436.508  x  ;11,4
;31.10.;SA;21;25;13;22;33;7;28;7;51.679.606,50;1  x  ;3.718.832,20;6  x  ;344.530,70;30  x  ;43.066,30;2.034  x  ;1.651,50;3.871  x  ;133,5;89.361  x  ;28,9;95.603  x  ;21,6;1.375.838  x  ;8,2
45.;04.11.;MI;14;8;2;6;28;4;17;5;22.554.781,50;2  x  ;563.869,50;9  x  ;100.243,40;34  x  ;16.584,30;1.471  x  ;996,6;2.433  x  ;92,7;46.944  x  ;24;48.729  x  ;18,5;569.464  x  ;8,7
;07.11.;SA;34;37;9;28;1;27;31;8;50.522.721,00;JP;2.526.136,00;3  x  ;673.636,20;22  x  ;57.412,10;835  x  ;3.932,90;2.410  x  ;209,6;50.367  x  ;50,1;76.805  x  ;26,3;1.055.877  x  ;10,5
46.;11.11.;MI;19;32;11;10;46;42;14;5;23.203.719,00;JP;3.686.321,90;2  x  ;464.074,30;10  x  ;58.009,20;659  x  ;2.288,60;1.100  x  ;210,9;34.835  x  ;33,3;31.172  x  ;29,7;604.893  x  ;8,4
;14.11.;SA;1;44;11;25;3;10;40;8;53.129.313,75;1  x  ;6.342.787,50;5  x  ;425.034,50;47  x  ;28.260,20;1.864  x  ;1.852,60;4.117  x  ;129;89.377  x  ;29,7;113.571  x  ;18,7;1.439.867  x  ;8,1
47.;18.11.;MI;16;25;23;8;44;6;2;2;22.032.660,75;JP;1.101.633,00;JP;881.306,40;7  x  ;78.688,00;381  x  ;3.758,80;1.557  x  ;141,5;24.054  x  ;45,7;44.515  x  ;19,7;468.668  x  ;10,3
;21.11.;SA;47;24;4;44;14;8;25;1;50.561.821,50;JP;3.629.724,00;4  x  ;725.944,80;31  x  ;40.775,60;2.849  x  ;1.153,50;3.143  x  ;160,8;76.654  x  ;32,9;77.459  x  ;26,1;1.017.674  x  ;10,9
48.;25.11.;MI;10;18;43;12;24;44;22;3;23.169.810,00;1  x  ;4.788.214,50;1  x  ;926.792,40;3  x  ;193.081,70;467  x  ;3.224,90;1.202  x  ;192,7;29.000  x  ;39,9;34.452  x  ;26,9;533.048  x  ;9,5
