"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 53. Veranstaltung 1982
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
35.;28.08.;41 ;16 ;11 ;28 ;4 ;27 ;19 ;75.102.172,00 ;4  x  ;1.408.165,70 ;52  x  ;54.160,20 ;1.588  x     ;5.320,50 ;83.550  x    ;101,10 ;1.442.943  x;8,40  
36.;04.09.;28 ;10 ;30 ;35 ;34 ;1 ;33 ;78.221.954,00 ;1  x  ;3.000.000,00 ;15  x  ;386.664,60 ;732  x     ;12.021,80 ;52.130  x    ;168,80 ;1.142.999  x;11,10  
37.;11.09.;1 ;42 ;16 ;31 ;20 ;4 ;24 ;74.775.431,00 ;6  x  ;934.692,80 ;25  x  ;112.163,10 ;1.265  x     ;6.649,90 ;62.416  x    ;134,70 ;1.145.693  x;10,60  
38.;18.09.;21 ;7 ;48 ;6 ;25 ;33 ;2 ;74.267.398,00 ;5  x  ;1.114.010,90 ;33  x  ;84.394,70 ;1.390  x     ;6.010,80 ;85.596  x    ;97,60 ;1.566.462  x;7,70  
39.;25.09.;26 ;42 ;48 ;10 ;16 ;44 ;22 ;74.270.526,00 ;2  x  ;2.785.144,70 ;17  x  ;163.832,00 ;974  x     ;8.578,40 ;56.145  x    ;148,80 ;1.124.047  x;10,70  
40.;02.10.;3 ;33 ;47 ;5 ;37 ;20 ;4 ;74.413.003,00 ;6  x  ;930.162,50 ;16  x  ;174.405,40 ;1.579  x     ;5.301,70 ;73.224  x    ;114,30 ;1.267.860  x;9,50  
41.;09.10.;18 ;2 ;38 ;36 ;34 ;44 ;37 ;74.597.274,00 ;3  x  ;1.864.931,80 ;13  x  ;215.184,40 ;1.051  x     ;7.984,90 ;65.255  x    ;128,60 ;1.234.534  x;9,80  
42.;16.10.;47 ;40 ;28 ;2 ;19 ;25 ;35 ;74.835.679,00 ;6  x  ;935.445,90 ;20  x  ;140.316,80 ;1.179  x     ;7.140,80 ;70.433  x    ;119,50 ;1.354.101  x;8,90  
43.;23.10.;45 ;15 ;3 ;27 ;10 ;42 ;16 ;75.174.919,00 ;8  x  ;704.764,80 ;11  x  ;256.278,10 ;1.412  x     ;5.989,50 ;67.748  x    ;124,80 ;1.248.741  x;9,70  
44.;30.10.;38 ;23 ;44 ;9 ;22 ;14 ;35 ;76.447.770,00 ;5  x  ;1.146.716,50 ;31  x  ;92.477,10 ;1.198  x     ;7.178,90 ;72.965  x    ;117,80 ;1.372.614  x;9,00  
45.;06.11.;35 ;11 ;10 ;25 ;20 ;47 ;32 ;76.373.128,00 ;1  x  ;3.000.000,00 ;34  x  ;164.469,90 ;1.235  x     ;6.957,00 ;74.355  x    ;115,50 ;1.350.381  x;9,10  
46.;13.11.;20 ;39 ;19 ;27 ;9 ;30 ;46 ;77.777.329,00 ;4  x  ;1.458.324,90 ;43  x  ;67.829,00 ;1.883  x     ;4.646,80 ;95.554  x    ;91,50 ;1.603.290  x;7,80  
47.;20.11.;48 ;13 ;28 ;29 ;32 ;6 ;49 ;77.137.372,00 ;5  x  ;1.157.060,50 ;39  x  ;74.170,50 ;1.474  x     ;5.887,30 ;71.985  x    ;120,50 ;1.343.219  x;9,30  
48.;27.11.;22 ;36 ;2 ;45 ;17 ;13 ;14 ;78.027.632,00 ;8  x  ;731.509,00 ;29  x  ;100.897,80 ;1.399  x     ;6.274,50 ;68.781  x    ;127,60 ;1.256.695  x;10,00  
49.;04.12.;27 ;3 ;46 ;30 ;44 ;38 ;8 ;85.619.457,00 ;2  x  ;3.000.000,00 ;42  x  ;86.480,60 ;1.025  x     ;9.397,20 ;68.720  x    ;140,10 ;1.364.347  x;10,10  
50.;11.12.;27 ;18 ;15 ;33 ;35 ;31 ;21 ;80.208.220,00 ;15  x  ;401.041,10 ;90  x  ;33.420,00 ;2.044  x     ;4.414,50 ;98.368  x    ;91,70 ;1.557.520  x;8,30  
51.;18.12.;46 ;17 ;24 ;36 ;11 ;25 ;41 ;80.662.533,00 ;6  x  ;1.008.281,60 ;34  x  ;88.966,00 ;1.272  x     ;7.134,00 ;86.747  x    ;104,60 ;1.628.876  x;8,00  
52.;25.12.;20 ;22 ;16 ;21 ;10 ;44 ;39 ;76.718.576,00 ;unbesetzt;;12  x  ;719.236,60 ;754  x     ;11.446,70 ;56.155  x    ;153,60 ;1.164.865  x;10,70  
53.;01.01.;48 ;7 ;29 ;12 ;6 ;9 ;16 ;75.350.221,00 ;5  x  ;1.130.253,30 ;29  x  ;97.435,60 ;1.383  x     ;6.129,30 ;80.633  x    ;105,10 ;1.519.347  x;8,00  
