"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 53. Veranstaltung 1982
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1982;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;02.01.;2 ;34 ;15 ;24 ;37 ;21 ;14 ;87.417.944,50 ;4  x  ;1.639.086,40 ;41  x  ;79.955,40 ;1.577  x     ;6.238,10 ;78.220  x    ;125,70 ;1.421.081  x;9,90  
2.;09.01.;46 ;26 ;33 ;44 ;22 ;28 ;32 ;93.429.857,50 ;11  x  ;667.356,10 ;23  x  ;155.716,40 ;1.622  x     ;6.480,10 ;82.328  x    ;127,60 ;1.464.153  x;10,30  
3.;16.01.;19 ;48 ;34 ;21 ;25 ;8 ;36 ;95.910.094,50 ;4  x  ;1.798.314,20 ;44  x  ;81.741,50 ;1.688  x     ;6.392,10 ;98.563  x    ;109,40 ;1.867.773  x;8,30  
4.;23.01.;8 ;27 ;26 ;39 ;45 ;12 ;7 ;95.122.977,50 ;16  x  ;445.888,90 ;31  x  ;115.068,10 ;1.640  x     ;6.527,10 ;96.330  x    ;111,00 ;1.793.318  x;8,60  
5.;30.01.;31 ;19 ;24 ;14 ;23 ;25 ;5 ;96.224.439,50 ;6  x  ;1.202.805,40 ;23  x  ;156.887,60 ;1.203  x     ;8.998,50 ;88.119  x    ;122,80 ;1.814.436  x;8,60  
6.;06.02.;14 ;47 ;7 ;41 ;40 ;1 ;38 ;97.283.282,50 ;4  x  ;1.824.061,50 ;22  x  ;165.823,70 ;1.229  x     ;8.905,10 ;67.374  x    ;162,40 ;1.404.509  x;11,20  
7.;13.02.;39 ;21 ;30 ;28 ;4 ;36 ;13 ;97.152.619,00 ;3  x  ;2.428.815,40 ;34  x  ;107.153,60 ;1.257  x     ;8.695,00 ;77.890  x    ;140,30 ;1.590.239  x;9,90  
8.;20.02.;17 ;2 ;33 ;12 ;49 ;16 ;32 ;96.018.598,50 ;8  x  ;960.185,90 ;70  x  ;51.438,50 ;2.008  x     ;5.380,80 ;113.489  x    ;95,10 ;1.950.698  x;7,90  
9.;27.02.;47 ;46 ;24 ;8 ;32 ;11 ;27 ;96.857.479,00 ;6  x  ;1.320.783,80 ;73  x  ;49.755,50 ;1.862  x     ;5.853,50 ;98.653  x    ;110,40 ;1.786.451  x;8,80  
10.;06.03.;24 ;27 ;36 ;31 ;28 ;35 ;17 ;103.450.004,50 ;11  x  ;738.928,60 ;40  x  ;98.212,00 ;1.395  x     ;8.342,70 ;75.453  x    ;154,20 ;1.600.571  x;10,50  
11.;13.03.;25 ;48 ;9 ;41 ;28 ;11 ;35 ;97.716.492,50 ;13  x  ;586.298,90 ;52  x  ;70.468,60 ;1.959  x     ;5.613,00 ;104.067  x    ;105,60 ;1.935.426  x;8,20  
12.;20.03.;14 ;36 ;48 ;7 ;10 ;40 ;8 ;96.562.538,00 ;5  x  ;1.448.438,00 ;20  x  ;181.054,70 ;1.417  x     ;7.669,10 ;81.208  x    ;133,70 ;1.555.798  x;10,00  
13.;27.03.;47 ;41 ;38 ;25 ;27 ;39 ;11 ;94.322.452,50 ;5  x  ;1.414.836,70 ;68  x  ;52.016,00 ;2.242  x     ;4.732,90 ;107.823  x    ;98,40 ;1.782.182  x;8,60  
14.;03.04.;26 ;32 ;48 ;42 ;6 ;37 ;40 ;93.746.844,00 ;10  x  ;703.101,30 ;19  x  ;185.026,60 ;1.905  x     ;5.536,20 ;102.894  x    ;102,40 ;1.794.599  x;8,40  
15.;10.04.;5 ;42 ;41 ;21 ;26 ;18 ;25 ;92.471.411,00 ;1  x  ;3.000.000,00 ;31  x  ;238.807,50 ;1.391  x     ;7.481,50 ;86.880  x    ;119,70 ;1.680.130  x;8,90  
16.;17.04.;13 ;35 ;39 ;6 ;23 ;37 ;28 ;92.149.421,00 ;7  x  ;987.315,20 ;24  x  ;143.983,40 ;1.386  x     ;7.482,30 ;82.290  x    ;125,90 ;1.571.067  x;9,50  
17.;24.04.;38 ;5 ;42 ;35 ;22 ;12 ;31 ;87.441.831,00 ;14  x  ;468.438,30 ;32  x  ;102.470,80 ;1.784  x     ;5.515,60 ;82.097  x    ;119,80 ;1.421.847  x;9,90  
18.;01.05.;3 ;13 ;19 ;40 ;17 ;22 ;33 ;81.459.004,00 ;4  x  ;1.745.550,00 ;47  x  ;64.993,80 ;1.662  x     ;5.513,90 ;98.460  x    ;93,00 ;1.739.901  x;7,60  
19.;08.05.;24 ;33 ;12 ;39 ;18 ;5 ;4 ;79.710.854,00 ;44  x  ;135.870,70 ;91  x  ;32.847,80 ;4.869  x     ;1.841,70 ;136.256  x    ;65,80 ;1.867.983  x;6,90  
20.;15.05.;14 ;32 ;31 ;38 ;7 ;18 ;12 ;77.917.334,00 ;4  x  ;1.460.950,00 ;23  x  ;127.039,10 ;1.379  x     ;6.358,80 ;81.309  x    ;107,80 ;1.532.913  x;8,20  
21.;22.05.;10 ;37 ;22 ;17 ;38 ;14 ;48 ;75.149.207,00 ;3  x  ;2.254.476,20 ;16  x  ;176.130,90 ;962  x     ;8.788,20 ;59.703  x    ;141,60 ;1.187.535  x;10,20  
22.;29.05.;33 ;10 ;23 ;4 ;3 ;12 ;47 ;78.255.218,00 ;3  x  ;1.956.380,40 ;19  x  ;158.625,40 ;1.547  x     ;5.692,60 ;92.931  x    ;94,70 ;1.654.792  x;7,60  
23.;05.06.;3 ;21 ;13 ;27 ;11 ;5 ;29 ;76.930.022,00 ;22  x  ;262.261,40 ;76  x  ;37.958,80 ;2.947  x     ;2.936,70 ;126.543  x    ;68,30 ;1.831.285  x;6,80  
24.;12.06.;12 ;37 ;3 ;20 ;33 ;1 ;44 ;74.633.707,00 ;5  x  ;1.119.505,60 ;27  x  ;103.657,90 ;1.240  x     ;6.771,20 ;73.472  x    ;114,20 ;1.329.609  x;9,10  
25.;19.06.;1 ;22 ;6 ;2 ;11 ;48 ;26 ;74.545.901,00 ;1  x  ;3.000.000,00 ;32  x  ;168.325,40 ;994  x     ;8.437,00 ;68.536  x    ;122,30 ;1.315.599  x;9,20  
26.;26.06.;7 ;11 ;14 ;21 ;13 ;35 ;40 ;74.231.753,00 ;5  x  ;1.113.476,20 ;21  x  ;132.556,70 ;2.293  x     ;3.642,70 ;168.773  x    ;49,40 ;1.656.396  x;7,20  
27.;03.07.;16 ;7 ;1 ;37 ;39 ;13 ;17 ;75.172.390,50 ;5  x  ;1.127.585,80 ;41  x  ;68.755,20 ;1.278  x     ;6.619,80 ;72.495  x    ;116,60 ;1.381.089  x;8,80  
28.;10.07.;46 ;14 ;29 ;1 ;12 ;21 ;47 ;72.590.445,00 ;2  x  ;2.722.141,60 ;10  x  ;272.214,10 ;716  x     ;11.405,60 ;48.434  x    ;168,60 ;1.046.826  x;11,20  
29.;17.07.;39 ;21 ;28 ;27 ;37 ;44 ;14 ;71.895.960,00 ;2  x  ;2.696.098,50 ;34  x  ;79.297,00 ;1.413  x     ;5.724,20 ;51.087  x    ;158,30 ;1.075.441  x;10,80  
30.;24.07.;5 ;31 ;13 ;26 ;33 ;38 ;1 ;71.959.276,00 ;7  x  ;770.992,20 ;35  x  ;77.099,20 ;1.868  x     ;4.333,70 ;87.980  x    ;92,00 ;1.507.093  x;7,70  
31.;31.07.;18 ;28 ;19 ;34 ;38 ;21 ;33 ;72.497.496,00 ;4  x  ;1.359.328,00 ;21  x  ;129.459,80 ;850  x     ;9.595,20 ;62.004  x    ;131,50 ;1.319.777  x;8,90  
32.;07.08.;49 ;41 ;38 ;2 ;14 ;46 ;47 ;72.271.478,00 ;1  x  ;3.000.000,00 ;9  x  ;570.060,10 ;690  x     ;11.783,30 ;48.788  x    ;166,60 ;1.021.502  x;11,40  
33.;14.08.;17 ;24 ;2 ;37 ;28 ;8 ;14 ;73.859.613,00 ;6  x  ;923.245,10 ;48  x  ;57.702,80 ;1.573  x     ;5.282,30 ;79.734  x    ;104,20 ;1.393.575  x;8,60  
34.;21.08.;6 ;34 ;39 ;35 ;17 ;21 ;36 ;74.115.727,00 ;2  x  ;2.779.339,70 ;21  x  ;132.349,50 ;1.335  x     ;6.245,70 ;73.655  x    ;113,20 ;1.319.508  x;9,10  
