;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2015;;;;;;;;;;;;;;;;;;;;;;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;   Gewinnklasse IX;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Gewinnzahlen in;;;;;;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Superzahl;;5 Treffer;; 4 Treffer + Superzahl;;4 Treffer;; 3 Treffer + Superzahl;;3 Treffer;; 2 Treffer + Superzahl;;;;;;;;;;;;;;;;;;;;;;;;;
KW;2015;Ziehung;gezogener Reihenfolge;;;;;;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;Festquote 5,- Euro;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;;;;;;;;;;;;;;;;;;;;;;;;;
27.;01.07.;MI;42;11;35;41;10;37;2;30.217.153,00  ;JP;26.046.701,40  ;JP;1.140.435,30  ;35  x  ;16.291,90  ;369  x  ;4.635,90  ;2.014  x  ;283,10  ;20.804  x  ;54,80  ;43.559  x  ;26,10  ;434.690  x  ;11,80  ;354.065  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;04.07.;SA;47;17;42;14;32;18;1;56.834.052,00  ;JP;29.684.080,70  ;3  x  ;1.096.004,60  ;91  x  ;11.799,80  ;869  x  ;3.706,90  ;4.440  x  ;241,80  ;48.474  x  ;44,30  ;85.795  x  ;25,00  ;894.081  x  ;10,80  ;660.772  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
28.;08.07.;MI;13;33;5;38;12;39;4;41.253.884,00  ;1  x  ;33.832.008,60  ;unbesetzt;;52  x  ;14.496,90  ;577  x  ;3.919,40  ;3.769  x  ;200,00  ;35.521  x  ;42,40  ;75.736  x  ;19,90  ;707.312  x  ;9,50  ;581.980  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;11.07.;SA;30;19;11;42;20;35;9;49.424.535,00  ;2  x  ;1.581.585,10  ;4  x  ;460.493,90  ;85  x  ;10.835,10  ;631  x  ;4.378,70  ;4.018  x  ;229,20  ;37.614  x  ;48,90  ;79.731  x  ;23,10  ;746.831  x  ;11,00  ;625.868  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
29.;15.07.;MI;43;18;34;48;45;9;2;25.044.733,00  ;JP;1.602.862,90  ;1  x  ;949.364,80  ;53  x  ;8.956,20  ;433  x  ;3.288,70  ;2.136  x  ;222,20  ;21.674  x  ;43,80  ;38.935  x  ;24,30  ;389.405  x  ;10,90  ;285.171  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;20.07.;SA;17;18;31;30;5;42;6;47.255.182,00  ;1  x  ;4.627.194,50  ;5  x  ;341.383,50  ;107  x  ;7.976,20  ;864  x  ;2.963,30  ;5.118  x  ;166,70  ;43.956  x  ;38,80  ;94.774  x  ;18,00  ;806.242  x  ;9,50  ;706.816  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
30.;22.07.;MI;43;22;18;33;20;19;7;21.246.700,00  ;JP;1.359.788,80  ;JP;769.667,10  ;17  x  ;22.637,20  ;162  x  ;7.126,50  ;1.599  x  ;240,60  ;13.170  x  ;58,40  ;36.678  x  ;20,90  ;286.987  x  ;12,00  ;313.378  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;25.07.;SA;30;46;41;4;47;17;6;46.874.174,00  ;JP;4.359.735,90  ;4  x  ;622.427,20  ;103  x  ;8.349,70  ;848  x  ;3.042,50  ;5.066  x  ;169,70  ;41.742  x  ;41,20  ;87.636  x  ;19,60  ;741.551  x  ;10,40  ;647.344  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
31.;29.07.;MI;44;30;37;25;18;39;5;22.590.842,00  ;JP;5.805.549,70  ;2  x  ;406.145,80  ;46  x  ;8.829,20  ;315  x  ;3.868,00  ;2.379  x  ;170,70  ;17.408  x  ;46,60  ;45.665  x  ;17,70  ;341.941  x  ;10,60  ;345.338  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;01.08.;SA;36;20;31;16;7;4;4;49.123.172,00  ;JP;8.949.432,70  ;6  x  ;304.241,40  ;114  x  ;8.006,30  ;1.117  x  ;2.451,30  ;5.297  x  ;172,30  ;48.438  x  ;37,60  ;87.799  x  ;20,70  ;814.731  x  ;10,00  ;632.643  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
32.;05.08.;MI;7;15;10;38;35;39;1;24.564.221,00  ;JP;10.521.542,80  ;JP;929.091,00  ;34  x  ;13.663,10  ;299  x  ;4.660,90  ;1.710  x  ;271,60  ;18.265  x  ;50,80  ;35.261  x  ;26,30  ;369.391  x  ;11,30  ;283.818  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;08.08.;SA;42;13;29;48;36;7;0;50.351.080,00  ;1  x  ;13.744.011,90  ;5  x  ;575.749,80  ;65  x  ;14.997,30  ;909  x  ;3.217,20  ;3.371  x  ;289,10  ;40.152  x  ;48,50  ;61.647  x  ;31,60  ;716.417  x  ;12,20  ;491.298  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
33.;12.08.;MI;45;10;6;15;28;24;9;21.409.967,00  ;JP;1.370.237,80  ;1  x  ;801.964,50  ;26  x  ;15.422,30  ;352  x  ;3.417,40  ;1.849  x  ;216,80  ;19.253  x  ;41,60  ;35.463  x  ;22,60  ;348.715  x  ;10,30  ;263.020  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;15.08.;SA;9;42;26;14;3;30;3;46.401.707,00  ;JP;4.339.947,00  ;8  x  ;210.474,00  ;121  x  ;6.957,80  ;1.115  x  ;2.265,10  ;5.934  x  ;141,80  ;48.068  x  ;35,00  ;94.363  x  ;17,80  ;793.282  x  ;9,50  ;678.644  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
34.;19.08.;MI;24;28;22;48;38;16;2;22.370.272,00  ;JP;5.771.644,40  ;JP;847.808,80  ;27  x  ;15.700,10  ;312  x  ;4.076,00  ;1.770  x  ;239,40  ;18.597  x  ;45,50  ;34.596  x  ;24,50  ;342.689  x  ;11,10  ;255.070  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;22.08.;SA;2;46;26;44;3;45;7;47.928.391,00  ;JP;8.839.061,40  ;1  x  ;2.594.167,60  ;84  x  ;10.394,90  ;646  x  ;4.055,00  ;3.672  x  ;237,70  ;27.616  x  ;63,20  ;78.849  x  ;22,10  ;608.258  x  ;12,90  ;686.638  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
35.;26.08.;MI;3;26;36;42;16;30;2;23.861.960,00  ;JP;10.366.226,80  ;1  x  ;903.607,90  ;45  x  ;10.040,00  ;435  x  ;3.115,80  ;2.292  x  ;197,10  ;22.358  x  ;40,40  ;36.222  x  ;24,90  ;366.745  x  ;11,00  ;273.547  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;29.08.;SA;23;8;28;16;12;44;8;50.235.933,00  ;JP;13.581.326,50  ;JP;1.813.960,60  ;108  x  ;8.397,90  ;804  x  ;3.384,20  ;5.789  x  ;156,60  ;43.064  x  ;42,10  ;106.122  x  ;17,00  ;783.505  x  ;10,40  ;752.652  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
36.;02.09.;MI;2;16;35;18;3;20;1;26.495.194,00  ;JP;15.277.018,90  ;2  x  ;1.408.548,70  ;27  x  ;18.576,60  ;309  x  ;4.869,50  ;1.981  x  ;253,10  ;19.812  x  ;50,60  ;38.747  x  ;25,80  ;394.882  x  ;11,40  ;304.107  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;05.09.;SA;1;47;43;13;22;12;1;53.300.449,00  ;JP;18.688.247,60  ;1  x  ;2.040.747,50  ;52  x  ;19.622,50  ;596  x  ;5.136,10  ;3.222  x  ;316,60  ;34.556  x  ;59,00  ;67.457  x  ;30,20  ;713.418  x  ;12,80  ;566.304  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
37.;09.09.;MI;2;19;44;26;46;28;2;28.746.137,00  ;JP;20.528.000,30  ;JP;1.082.340,50  ;27  x  ;20.043,30  ;301  x  ;5.393,70  ;1.993  x  ;271,50  ;19.859  x  ;54,50  ;41.700  x  ;25,90  ;397.172  x  ;12,20  ;341.982  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;12.09.;SA;6;2;28;26;22;15;5;56.005.262,00  ;JP;24.112.337,00  ;1  x  ;3.111.425,90  ;115  x  ;8.822,10  ;1.067  x  ;2.852,50  ;7.004  x  ;144,80  ;52.521  x  ;38,60  ;112.783  x  ;17,90  ;867.526  x  ;10,50  ;825.488  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
38.;16.09.;MI;30;1;24;5;42;4;2;32.758.316,00  ;JP;26.208.869,20  ;1  x  ;1.229.069,50  ;50  x  ;12.290,60  ;427  x  ;4.317,50  ;2.630  x  ;233,60  ;25.936  x  ;47,30  ;51.921  x  ;23,60  ;516.461  x  ;10,70  ;398.386  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;19.09.;SA;8;17;12;37;44;29;3;61.872.390,00  ;JP;30.168.702,10  ;8  x  ;286.037,90  ;95  x  ;12.043,70  ;909  x  ;3.776,00  ;5.455  x  ;209,70  ;48.480  x  ;47,20  ;104.795  x  ;21,80  ;919.029  x  ;11,20  ;818.666  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
39.;23.09.;MI;33;24;14;18;10;44;9;47.940.163,00  ;1  x  ;33.236.872,50  ;6  x  ;297.372,10  ;150  x  ;5.947,40  ;1.313  x  ;2.038,30  ;5.220  x  ;170,90  ;48.988  x  ;36,40  ;86.852  x  ;20,50  ;830.218  x  ;9,60  ;611.916  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;26.09.;SA;34;6;33;31;16;15;7;49.805.759,00  ;JP;3.187.568,50  ;3  x  ;599.427,50  ;123  x  ;7.310,00  ;796  x  ;3.388,70  ;5.072  x  ;177,20  ;38.953  x  ;46,10  ;95.692  x  ;18,70  ;744.114  x  ;10,80  ;746.497  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
40.;30.09.;MI;16;39;49;2;1;22;8;23.906.073,00  ;JP;4.717.557,10  ;2  x  ;445.102,30  ;21  x  ;21.195,30  ;257  x  ;5.195,70  ;1.768  x  ;251,70  ;16.436  x  ;54,10  ;37.612  x  ;23,60  ;337.760  x  ;11,80  ;304.200  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;03.10.;SA;41;31;40;32;33;18;8;46.707.900,00  ;1  x  ;7.706.862,70  ;5  x  ;337.683,10  ;171  x  ;4.936,80  ;1.282  x  ;1.975,50  ;5.562  x  ;151,70  ;48.387  x  ;34,80  ;99.091  x  ;17,00  ;842.002  x  ;9,00  ;696.097  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
41.;07.10.;MI;25;33;28;7;11;12;4;22.177.246,00  ;JP;1.419.343,70  ;JP;795.526,40  ;44  x  ;9.040,00  ;481  x  ;2.480,80  ;2.965  x  ;134,10  ;27.775  x  ;28,60  ;51.375  x  ;15,40  ;478.146  x  ;7,40  ;342.803  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;10.10.;SA;49;40;26;5;38;37;1;48.299.031,00  ;JP;4.510.481,60  ;1  x  ;2.624.324,10  ;79  x  ;11.574,60  ;668  x  ;4.106,50  ;3.906  x  ;234,10  ;40.294  x  ;45,30  ;76.467  x  ;23,90  ;816.636  x  ;10,00  ;554.080  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
42.;14.10.;MI;22;28;17;15;41;29;5;23.319.940,00  ;JP;6.002.957,70  ;2  x  ;428.991,40  ;38  x  ;11.289,20  ;251  x  ;5.127,30  ;2.296  x  ;186,80  ;17.662  x  ;48,50  ;39.996  x  ;21,40  ;309.388  x  ;12,40  ;317.533  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;17.10.;SA;28;41;10;19;23;9;0;49.372.915,00  ;JP;9.162.824,20  ;4  x  ;464.010,20  ;82  x  ;11.317,30  ;1.146  x  ;2.429,30  ;5.113  x  ;181,50  ;59.967  x  ;30,90  ;87.537  x  ;21,20  ;1.011.676  x  ;8,20  ;593.236  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
43.;21.10.;MI;17;4;24;39;49;18;2;24.759.230,00  ;JP;10.747.414,90  ;JP;913.571,40  ;37  x  ;12.345,50  ;369  x  ;3.713,70  ;2.310  x  ;197,70  ;22.449  x  ;40,60  ;45.128  x  ;20,20  ;434.682  x  ;9,40  ;331.862  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;24.10.;SA;18;6;36;4;29;22;2;51.172.477,00  ;JP;14.022.453,40  ;4  x  ;710.725,90  ;72  x  ;13.398,10  ;822  x  ;3.520,60  ;4.329  x  ;222,80  ;42.596  x  ;45,20  ;81.906  x  ;23,50  ;786.822  x  ;11,00  ;603.575  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
44.;28.10.;MI;47;29;49;1;18;33;0;26.652.110,00  ;1  x  ;15.728.188,40  ;3  x  ;342.015,80  ;36  x  ;14.250,60  ;449  x  ;3.427,70  ;2.080  x  ;246,60  ;22.466  x  ;45,60  ;36.962  x  ;27,70  ;406.287  x  ;11,30  ;271.969  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;31.10.;SA;29;7;17;26;40;9;9;48.491.609,00  ;1  x  ;3.103.462,90  ;6  x  ;291.848,30  ;156  x  ;5.612,40  ;1.371  x  ;1.915,80  ;6.928  x  ;126,30  ;60.414  x  ;28,90  ;109.193  x  ;16,00  ;979.736  x  ;8,00  ;726.288  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
45.;04.11.;MI;12;40;45;24;33;5;6;22.084.125,00  ;JP;1.413.384,00  ;4  x  ;198.372,00  ;66  x  ;6.011,20  ;589  x  ;2.020,70  ;3.055  x  ;129,80  ;26.598  x  ;29,80  ;48.019  x  ;16,50  ;394.631  x  ;9,00  ;338.759  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;07.11.;SA;11;4;25;39;17;48;4;48.138.343,00  ;1  x  ;4.494.237,90  ;5  x  ;350.155,20  ;186  x  ;4.706,30  ;1.678  x  ;1.565,00  ;9.121  x  ;95,90  ;79.860  x  ;21,90  ;111.505  x  ;15,70  ;1.004.760  x  ;7,80  ;696.111  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
46.;11.11.;MI;41;28;15;14;25;20;3;21.890.820,00  ;JP;1.401.012,40  ;JP;810.294,70  ;37  x  ;10.949,90  ;205  x  ;5.928,90  ;1.841  x  ;220,00  ;14.017  x  ;57,80  ;36.822  x  ;22,00  ;288.307  x  ;12,60  ;288.290  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;14.11.;SA;31;48;29;8;1;24;3;48.589.467,00  ;JP;4.510.738,20  ;1  x  ;2.618.965,40  ;52  x  ;17.391,00  ;555  x  ;4.888,20  ;3.600  x  ;251,20  ;32.208  x  ;56,10  ;75.666  x  ;23,90  ;668.693  x  ;12,10  ;619.660  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
47.;18.11.;MI;21;48;33;19;49;9;9;23.082.093,00  ;JP;5.987.992,10  ;JP;847.866,70  ;48  x  ;8.831,90  ;470  x  ;2.705,90  ;2.982  x  ;142,10  ;24.889  x  ;34,00  ;48.211  x  ;17,50  ;420.948  x  ;9,00  ;317.025  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;21.11.;SA;12;42;46;23;17;29;8;50.034.586,00  ;JP;9.190.205,60  ;5  x  ;537.084,20  ;97  x  ;9.471,90  ;768  x  ;3.588,90  ;4.797  x  ;191,50  ;39.956  x  ;45,90  ;87.553  x  ;20,90  ;741.496  x  ;11,10  ;687.907  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
48.;25.11.;MI;14;43;36;19;46;41;9;24.503.518,00  ;JP;10.758.430,70  ;1  x  ;937.002,80  ;16  x  ;29.281,30  ;219  x  ;6.417,80  ;1.395  x  ;335,80  ;14.386  x  ;65,10  ;30.627  x  ;30,50  ;302.562  x  ;13,90  ;262.701  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;28.11.;SA;10;6;3;24;37;47;1;51.469.150,00  ;JP;14.052.456,30  ;2  x  ;955.935,40  ;110  x  ;8.690,30  ;1.291  x  ;2.221,30  ;5.844  x  ;163,50  ;60.467  x  ;31,60  ;96.535  x  ;19,80  ;1.007.170  x  ;8,50  ;664.368  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
49.;02.12.;MI;10;31;12;44;3;26;8;28.089.003,00  ;JP;15.850.152,40  ;3  x  ;339.912,60  ;106  x  ;4.810,00  ;748  x  ;2.044,90  ;3.930  x  ;129,70  ;35.292  x  ;28,80  ;62.195  x  ;16,30  ;563.050  x  ;8,10  ;409.885  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;05.12.;SA;12;29;35;42;47;6;7;56.417.219,00  ;1  x  ;19.460.854,40  ;7  x  ;293.650,10  ;117  x  ;8.784,40  ;749  x  ;4.116,50  ;5.211  x  ;197,20  ;39.967  x  ;51,40  ;100.378  x  ;20,40  ;761.326  x  ;12,10  ;808.479  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
50.;09.12.;MI;37;3;30;44;48;32;4;22.855.123,00  ;JP;1.462.727,80  ;1  x  ;855.858,30  ;21  x  ;20.377,50  ;205  x  ;6.262,30  ;1.723  x  ;248,30  ;15.515  x  ;55,10  ;35.003  x  ;24,40  ;326.805  x  ;11,70  ;281.250  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;12.12.;SA;24;3;43;31;1;6;6;48.827.558,00  ;JP;4.587.691,50  ;2  x  ;881.121,20  ;86  x  ;10.245,50  ;793  x  ;3.333,30  ;5.769  x  ;152,70  ;46.641  x  ;37,70  ;105.810  x  ;16,60  ;872.750  x  ;9,00  ;733.278  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
51.;16.12.;MI;9;27;24;13;21;36;3;24.079.545,00  ;1  x  ;6.128.782,30  ;3  x  ;290.483,00  ;88  x  ;4.951,40  ;617  x  ;2.118,50  ;3.193  x  ;136,40  ;26.626  x  ;32,70  ;51.993  x  ;16,70  ;424.671  x  ;9,20  ;356.838  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;19.12.;SA;22;33;10;46;7;1;1;49.337.249,00  ;JP;3.157.583,90  ;3  x  ;617.040,60  ;79  x  ;11.715,90  ;970  x  ;2.862,50  ;4.570  x  ;202,50  ;47.485  x  ;38,90  ;83.217  x  ;22,20  ;856.110  x  ;9,70  ;599.964  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
52.;23.12.;MI;21;13;34;47;32;18;8;25.800.983,00  ;1  x  ;4.808.846,80  ;4  x  ;238.781,30  ;57  x  ;8.378,20  ;506  x  ;2.831,30  ;2.669  x  ;178,90  ;23.855  x  ;40,00  ;46.733  x  ;20,40  ;409.108  x  ;10,50  ;339.595  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;26.12.;SA;41;22;40;15;19;9;5;60.247.578,00  ;JP;3.855.844,90  ;6  x  ;360.760,00  ;99  x  ;10.932,10  ;820  x  ;3.959,50  ;6.285  x  ;172,20  ;47.458  x  ;45,60  ;121.396  x  ;17,80  ;925.905  x  ;10,50  ;924.468  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
53.;30.12.;MI;14;17;27;45;8;26;4;26.145.609,00  ;JP;5.529.163,80  ;1  x  ;975.973,50  ;50  x  ;9.759,70  ;345  x  ;4.243,30  ;2.434  x  ;200,40  ;20.634  x  ;47,20  ;43.367  x  ;22,50  ;403.042  x  ;10,80  ;327.950  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;02.01.;SA;35;47;23;43;30;1;8;51.061.099,00  ;JP;8.797.074,10  ;JP;1.920.780,40  ;60  x  ;16.006,50  ;423  x  ;6.811,20  ;3.184  x  ;301,60  ;27.727  x  ;69,20  ;70.503  x  ;27,20  ;597.150  x  ;14,40  ;610.967  x  ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
