LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2016;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;   Gewinnklasse IX;;;;
;;;Gewinnzahlen in;;;;;;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Superzahl;;5 Treffer;; 4 Treffer + Superzahl;;4 Treffer;; 3 Treffer + Superzahl;;3 Treffer;; 2 Treffer + Superzahl;;;;
KW;2016;Ziehung;gezogener Reihenfolge;;;;;;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;Festquote 5,- Euro;;;;
;;;;;;;;;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;;;;
32.;10.08.;MI;11;23;12;49;17;43;9;23.043.949,00  ;JP;5.898.447,30  ;1  x  ;2.637.241,90  ;28  x  ;15.128,40  ;285  x  ;4.458,90  ;1.998  x  ;212,00  ;18.677  x  ;45,30  ;40.796  x  ;20,70  ;380.481  x  ;10,00  ;315.047  x  ;;;;
;13.08.;SA;6;30;28;39;14;37;2;47.651.515,00  ;JP;8.948.144,20  ;2  x  ;904.105,70  ;48  x  ;18.835,50  ;496  x  ;5.468,30  ;3.236  x  ;279,30  ;30.753  x  ;58,70  ;64.810  x  ;27,90  ;641.019  x  ;12,60  ;538.789  x  ;;;;
33.;17.08.;MI;41;2;30;34;10;49;1;23.929.255,00  ;JP;10.479.616,50  ;3  x  ;302.989,50  ;16  x  ;28.405,20  ;320  x  ;4.260,70  ;1.736  x  ;261,70  ;18.444  x  ;49,20  ;34.925  x  ;26,00  ;372.260  x  ;10,90  ;268.694  x  ;;;;
;20.08.;SA;23;30;31;45;28;37;5;48.865.483,00  ;JP;13.607.007,40  ;2  x  ;893.191,70  ;66  x  ;13.533,20  ;451  x  ;5.941,40  ;3.515  x  ;254,10  ;27.485  x  ;64,90  ;78.577  x  ;22,70  ;599.875  x  ;13,40  ;688.303  x  ;;;;
34.;24.08.;MI;42;48;16;14;6;35;2;24.972.216,00  ;JP;15.205.229,20  ;JP;954.275,60  ;24  x  ;19.880,70  ;292  x  ;4.902,10  ;1.571  x  ;303,70  ;16.072  x  ;59,30  ;32.796  x  ;29,00  ;331.949  x  ;12,90  ;269.026  x  ;;;;
;27.08.;SA;8;33;32;43;22;1;9;49.805.391,00  ;JP;18.392.774,20  ;3  x  ;943.193,80  ;75  x  ;12.502,00  ;585  x  ;4.808,40  ;3.762  x  ;249,20  ;35.516  x  ;52,80  ;73.801  x  ;25,40  ;693.087  x  ;12,10  ;592.418  x  ;;;;
35.;31.08.;MI;7;31;41;37;40;3;3;27.576.440,00  ;JP;20.157.666,30  ;1  x  ;974.366,70  ;59  x  ;8.257,30  ;491  x  ;2.976,60  ;3.462  x  ;140,70  ;26.705  x  ;36,40  ;64.485  x  ;15,10  ;502.185  x  ;8,70  ;455.932  x  ;;;;
;03.09.;SA;30;8;25;14;36;18;1;53.623.159,00  ;JP;23.589.548,40  ;4  x  ;513.732,30  ;67  x  ;15.335,20  ;746  x  ;4.131,80  ;3.646  x  ;281,80  ;39.989  x  ;51,30  ;71.465  x  ;28,70  ;769.553  x  ;12,00  ;566.081  x  ;;;;
36.;07.09.;MI;21;27;7;11;19;18;0;29.234.759,00  ;JP;25.460.572,90  ;4  x  ;274.419,80  ;72  x  ;7.622,70  ;761  x  ;2.163,60  ;3.045  x  ;180,20  ;36.116  x  ;30,30  ;50.828  x  ;21,50  ;604.992  x  ;8,10  ;353.912  x  ;;;;
;10.09.;SA;6;1;24;43;11;3;0;55.130.708,00  ;JP;28.988.938,20  ;2  x  ;1.047.052,90  ;116  x  ;9.026,30  ;1.679  x  ;1.870,80  ;5.837  x  ;179,30  ;69.822  x  ;29,90  ;95.837  x  ;21,80  ;1.141.099  x  ;8,20  ;619.186  x  ;;;;
37.;14.09.;MI;31;35;20;3;2;15;8;37.380.728,00  ;unbesetzt;;1  x  ;32.759.747,40  ;49  x  ;14.065,70  ;517  x  ;3.999,30  ;3.260  x  ;211,40  ;28.866  x  ;47,70  ;63.376  x  ;21,70  ;541.211  x  ;11,40  ;502.714  x  ;;;;
;17.09.;SA;3;46;35;47;37;34;2;48.174.962,00  ;1  x  ;3.083.197,50  ;1  x  ;1.834.270,30  ;50  x  ;18.342,70  ;543  x  ;5.067,00  ;3.471  x  ;264,20  ;35.211  x  ;52,00  ;69.513  x  ;26,30  ;694.258  x  ;11,80  ;532.316  x  ;;;;
38.;21.09.;MI;29;24;11;18;1;8;5;21.819.426,00  ;JP;1.396.443,20  ;5  x  ;156.005,60  ;49  x  ;7.959,40  ;533  x  ;2.195,20  ;2.977  x  ;131,00  ;22.925  x  ;34,00  ;48.011  x  ;16,20  ;380.073  x  ;9,20  ;342.597  x  ;;;;
;24.09.;SA;45;21;32;15;18;4;4;46.068.013,00  ;1  x  ;4.344.796,00  ;7  x  ;245.823,80  ;201  x  ;4.280,50  ;1.948  x  ;1.325,00  ;4.897  x  ;175,60  ;42.663  x  ;40,30  ;80.676  x  ;21,30  ;714.150  x  ;10,80  ;575.597  x  ;;;;
39.;28.09.;MI;41;44;11;15;38;46;2;21.043.752,00  ;JP;1.346.800,10  ;JP;801.519,50  ;28  x  ;14.312,80  ;233  x  ;5.159,90  ;1.392  x  ;287,90  ;14.503  x  ;55,20  ;28.696  x  ;27,90  ;293.896  x  ;12,20  ;231.976  x  ;;;;
;01.10.;SA;20;34;25;37;7;26;1;47.013.474,00  ;JP;4.355.662,40  ;JP;2.574.987,40  ;48  x  ;18.473,60  ;582  x  ;4.570,70  ;3.644  x  ;243,30  ;38.921  x  ;45,50  ;73.291  x  ;24,10  ;784.811  x  ;10,10  ;552.639  x  ;;;;
40.;05.10.;MI;17;6;1;28;41;5;1;22.335.141,00  ;JP;5.785.111,40  ;1  x  ;3.414.858,50  ;36  x  ;11.664,80  ;414  x  ;3.043,00  ;2.093  x  ;200,60  ;21.870  x  ;38,40  ;39.607  x  ;21,20  ;414.017  x  ;9,10  ;267.882  x  ;;;;
;08.10.;SA;35;48;14;33;32;21;5;47.879.561,00  ;JP;8.849.403,30  ;3  x  ;583.719,90  ;65  x  ;13.470,40  ;509  x  ;5.160,50  ;4.408  x  ;198,60  ;33.651  x  ;52,00  ;89.878  x  ;19,40  ;682.079  x  ;11,50  ;672.778  x  ;;;;
41.;12.10.;MI;29;35;47;39;37;22;2;24.115.282,00  ;JP;10.392.781,30  ;1  x  ;926.343,70  ;22  x  ;21.053,20  ;307  x  ;4.526,10  ;1.817  x  ;254,90  ;17.911  x  ;51,70  ;32.167  x  ;28,70  ;323.925  x  ;12,80  ;250.165  x  ;;;;
;15.10.;SA;29;41;13;7;38;19;9;49.614.190,00  ;1  x  ;13.568.089,40  ;6  x  ;302.239,60  ;141  x  ;6.430,60  ;1.320  x  ;2.060,70  ;6.567  x  ;138,00  ;57.955  x  ;31,20  ;103.161  x  ;17,50  ;937.195  x  ;8,70  ;699.482  x  ;;;;
42.;19.10.;MI;33;42;16;40;43;32;5;21.404.798,00  ;JP;1.369.907,00  ;1  x  ;779.927,60  ;30  x  ;12.998,70  ;324  x  ;3.610,70  ;2.157  x  ;180,70  ;16.997  x  ;45,80  ;42.074  x  ;18,50  ;324.110  x  ;10,80  ;306.643  x  ;;;;
;22.10.;SA;48;2;32;21;36;26;7;45.935.463,00  ;JP;4.309.776,60  ;14  x  ;119.239,30  ;149  x  ;5.601,80  ;1.268  x  ;1.974,70  ;5.419  x  ;154,00  ;41.941  x  ;39,80  ;85.497  x  ;19,50  ;654.714  x  ;11,40  ;666.870  x  ;;;;
43.;26.10.;MI;43;11;18;44;45;15;6;22.068.637,00  ;JP;5.722.169,30  ;1  x  ;815.357,00  ;27  x  ;15.099,20  ;228  x  ;5.364,10  ;1.601  x  ;254,60  ;12.504  x  ;65,20  ;33.632  x  ;24,20  ;271.468  x  ;13,50  ;293.671  x  ;;;;
;29.10.;SA;28;36;8;5;7;26;8;47.475.454,00  ;1  x  ;8.760.598,30  ;2  x  ;854.903,80  ;100  x  ;8.549,00  ;714  x  ;3.592,00  ;5.308  x  ;161,00  ;41.727  x  ;40,90  ;98.791  x  ;17,30  ;782.280  x  ;9,80  ;720.244  x  ;;;;
44.;02.11.;MI;19;30;1;26;48;12;6;21.111.018,00  ;JP;1.351.105,10  ;1  x  ;764.208,30  ;54  x  ;7.076,00  ;355  x  ;3.229,00  ;2.358  x  ;162,00  ;19.681  x  ;38,80  ;42.398  x  ;18,00  ;357.623  x  ;9,60  ;312.464  x  ;;;;
;05.11.;SA;38;42;9;43;32;35;8;46.343.995,00  ;JP;4.317.120,70  ;1  x  ;1.710.547,60  ;70  x  ;12.218,10  ;567  x  ;4.525,20  ;4.316  x  ;198,10  ;35.323  x  ;48,40  ;80.958  x  ;21,10  ;692.296  x  ;11,10  ;620.101  x  ;;;;
45.;09.11.;MI;39;20;33;6;41;13;5;22.218.603,00  ;JP;5.739.111,20  ;1  x  ;793.084,00  ;59  x  ;6.721,00  ;363  x  ;3.277,20  ;2.659  x  ;149,10  ;19.249  x  ;41,20  ;45.391  x  ;17,40  ;349.918  x  ;10,10  ;351.294  x  ;;;;
;12.11.;SA;20;47;6;2;19;9;1;47.188.205,00  ;2  x  ;4.379.578,10  ;11  x  ;160.109,90  ;133  x  ;6.621,00  ;1.421  x  ;1.859,10  ;5.647  x  ;155,90  ;60.452  x  ;29,10  ;89.515  x  ;19,60  ;951.803  x  ;8,30  ;592.392  x  ;;;;
46.;16.11.;MI;38;39;19;20;13;44;8;20.958.829,00  ;JP;1.341.365,00  ;JP;777.744,40  ;28  x  ;13.888,20  ;203  x  ;5.746,80  ;1.372  x  ;283,40  ;13.024  x  ;59,70  ;31.863  x  ;24,40  ;284.743  x  ;12,20  ;272.121  x  ;;;;
;19.11.;SA;2;39;38;15;6;1;3;46.744.011,00  ;JP;4.332.981,70  ;2  x  ;1.252.444,30  ;49  x  ;17.623,90  ;496  x  ;5.223,20  ;3.337  x  ;258,70  ;30.894  x  ;55,90  ;74.070  x  ;23,30  ;650.225  x  ;11,90  ;621.789  x  ;;;;
47.;23.11.;MI;38;31;44;28;27;4;7;22.002.307,00  ;1  x  ;6.533.986,40  ;unbesetzt;;59  x  ;6.719,10  ;233  x  ;5.104,20  ;2.092  x  ;189,40  ;15.198  x  ;52,10  ;41.650  x  ;19,00  ;316.737  x  ;11,20  ;332.887  x  ;;;;
;26.11.;SA;47;41;26;42;32;45;9;45.386.961,00  ;1  x  ;2.904.765,50  ;2  x  ;848.317,70  ;61  x  ;13.906,80  ;787  x  ;3.233,70  ;4.389  x  ;193,20  ;39.750  x  ;42,60  ;76.089  x  ;22,20  ;687.822  x  ;11,10  ;564.472  x  ;;;;
48.;30.11.;MI;21;12;19;10;1;47;6;22.110.976,00  ;1  x  ;1.415.102,40  ;1  x  ;799.631,00  ;47  x  ;8.506,70  ;367  x  ;3.268,20  ;2.353  x  ;169,90  ;21.379  x  ;37,40  ;44.979  x  ;17,70  ;382.728  x  ;9,40  ;328.815  x  ;;;;
;03.12.;SA;16;47;48;39;43;5;9;47.898.301,00  ;JP;3.065.491,20  ;1  x  ;1.798.262,90  ;71  x  ;12.663,80  ;492  x  ;5.482,50  ;3.730  x  ;241,00  ;33.946  x  ;52,90  ;74.700  x  ;24,00  ;674.113  x  ;12,00  ;580.206  x  ;;;;
49.;07.12.;MI;42;40;48;13;18;36;8;22.490.213,00  ;JP;4.504.864,80  ;JP;841.540,20  ;25  x  ;16.830,80  ;251  x  ;5.029,10  ;1.795  x  ;234,40  ;15.816  x  ;53,20  ;35.890  x  ;23,40  ;306.864  x  ;12,30  ;278.066  x  ;;;;
;10.12.;SA;34;11;17;49;32;37;3;48.018.164,00  ;1  x  ;7.578.027,20  ;1  x  ;2.585.409,60  ;111  x  ;7.855,20  ;1.260  x  ;2.076,00  ;6.644  x  ;131,20  ;58.667  x  ;29,70  ;104.228  x  ;16,70  ;929.406  x  ;8,40  ;699.445  x  ;;;;
50.;14.12.;MI;38;34;42;33;43;44;4;21.602.361,00  ;2  x  ;691.275,50  ;6  x  ;134.639,40  ;63  x  ;6.411,40  ;509  x  ;2.380,60  ;2.086  x  ;193,60  ;17.449  x  ;46,20  ;34.479  x  ;23,40  ;306.902  x  ;11,80  ;268.053  x  ;;;;
;17.12.;SA;29;6;35;24;28;34;2;46.897.483,00  ;JP;3.001.438,90  ;JP;1.777.617,20  ;33  x  ;26.933,50  ;426  x  ;6.259,20  ;2.823  x  ;314,80  ;28.199  x  ;63,00  ;63.093  x  ;28,10  ;623.151  x  ;12,80  ;534.226  x  ;;;;
51.;21.12.;MI;42;3;23;38;21;39;7;22.790.642,00  ;JP;4.460.039,90  ;1  x  ;2.597.714,10  ;49  x  ;8.368,30  ;346  x  ;3.555,30  ;2.331  x  ;175,90  ;18.379  x  ;44,60  ;44.855  x  ;18,20  ;349.541  x  ;10,50  ;347.150  x  ;;;;
;24.12.;SA;30;18;22;11;45;4;1;54.023.101,00  ;JP;7.917.518,30  ;4  x  ;508.904,60  ;109  x  ;9.337,70  ;1.050  x  ;2.908,00  ;4.639  x  ;219,40  ;50.542  x  ;40,20  ;87.587  x  ;23,20  ;911.042  x  ;10,00  ;639.577  x  ;;;;
52.;28.12.;MI;3;22;30;29;4;1;3;23.740.036,00  ;JP;9.436.880,60  ;1  x  ;872.647,50  ;70  x  ;6.233,10  ;462  x  ;2.833,20  ;2.319  x  ;188,10  ;20.483  x  ;42,60  ;43.147  x  ;20,20  ;361.209  x  ;10,80  ;324.836  x  ;;;;
;31.12.;SA;42;37;27;29;45;47;3;61.921.952,00  ;JP;13.399.885,50  ;6  x  ;388.869,40  ;124  x  ;9.408,10  ;920  x  ;3.804,10  ;5.454  x  ;213,80  ;48.950  x  ;47,60  ;98.216  x  ;23,70  ;876.700  x  ;11,90  ;733.161  x  ;;;;
