LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2003;;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));;;;;
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;;;;;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;;;;;;
KW;2003;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;;;;;
36.;03.09.;MI;43;18;4;5;16;9;23;6;25.255.185,75  ;JP;1.262.759,20  ;2  x  ;505.103,70  ;9  x  ;70.153,20  ;515  x  ;3.187,50  ;1.615  x  ;156,30  ;31.096  x  ;40,60  ;46.324  x  ;21,80  ;605.444  x  ;9,10  ;;;;;
;06.09.;SA;15;8;16;4;26;18;19;9;71.344.762,50  ;JP;4.829.997,30  ;4  x  ;713.447,60  ;33  x  ;54.049,00  ;1.453  x  ;3.191,60  ;4.157  x  ;171,60  ;85.650  x  ;41,60  ;121.148  x  ;23,50  ;1.605.096  x  ;9,70  ;;;;;
37.;10.09.;MI;17;19;48;20;40;35;3;3;26.980.710,00  ;1  x  ;7.258.261,20  ;unbesetzt;;9  x  ;74.946,40  ;526  x  ;3.334,10  ;1.383  x  ;195,00  ;28.514  x  ;47,30  ;46.714  x  ;23,10  ;553.680  x  ;10,70  ;;;;;
;13.09.;SA;11;18;25;22;19;42;37;2;72.583.719,00  ;JP;3.629.185,90  ;4  x  ;725.837,10  ;24  x  ;75.608,00  ;1.129  x  ;4.178,80  ;4.005  x  ;181,20  ;83.933  x  ;43,20  ;123.699  x  ;23,40  ;1.652.812  x  ;9,60  ;;;;;
38.;17.09.;MI;35;13;48;3;23;34;15;5;27.713.751,00  ;1  x  ;5.014.873,40  ;4  x  ;277.137,50  ;12  x  ;57.736,90  ;931  x  ;1.934,90  ;1.243  x  ;222,90  ;38.352  x  ;36,10  ;34.969  x  ;31,70  ;621.891  x  ;9,80  ;;;;;
;20.09.;SA;34;11;26;47;3;27;46;8;72.843.774,00  ;JP;3.642.188,70  ;4  x  ;728.437,70  ;38  x  ;47.923,50  ;1.927  x  ;2.457,10  ;4.032  x  ;180,60  ;101.842  x  ;35,70  ;108.960  x  ;26,70  ;1.801.456  x  ;8,80  ;;;;;
39.;24.09.;MI;43;25;46;20;22;17;29;6;26.160.138,75  ;JP;4.950.195,60  ;2  x  ;523.202,70  ;4  x  ;163.500,80  ;364  x  ;4.671,40  ;893  x  ;292,90  ;23.226  x  ;56,30  ;31.524  x  ;33,10  ;477.679  x  ;12,00  ;;;;;
;27.09.;SA;44;17;40;35;7;39;14;5;73.852.668,00  ;JP;8.642.829,00  ;3  x  ;984.702,20  ;40  x  ;46.157,90  ;1.605  x  ;2.990,90  ;3.958  x  ;186,50  ;90.732  x  ;40,60  ;105.982  x  ;27,80  ;1.685.765  x  ;9,60  ;;;;;
40.;01.10.;MI;18;38;5;14;32;9;20;4;33.080.312,25  ;2  x  ;5.148.422,30  ;5  x  ;264.642,40  ;26  x  ;31.807,90  ;1.248  x  ;1.722,90  ;2.275  x  ;145,40  ;54.925  x  ;30,10  ;60.076  x  ;22,00  ;869.339  x  ;8,30  ;;;;;
;04.10.;SA;30;49;16;19;25;11;12;1;70.810.209,00  ;JP;3.540.510,40  ;5  x  ;566.481,60  ;36  x  ;49.173,70  ;2.416  x  ;1.905,00  ;4.420  x  ;160,20  ;106.151  x  ;33,30  ;137.070  x  ;20,60  ;1.777.441  x  ;8,70  ;;;;;
41.;08.10.;MI;40;16;34;15;8;46;3;3;27.305.293,50  ;JP;4.905.775,00  ;6  x  ;182.035,20  ;23  x  ;29.679,60  ;558  x  ;3.180,70  ;1.374  x  ;198,70  ;25.456  x  ;53,60  ;38.469  x  ;28,30  ;503.100  x  ;11,90  ;;;;;
;11.10.;SA;47;33;7;35;28;31;45;6;74.686.543,50  ;JP;8.640.102,10  ;5  x  ;597.492,30  ;42  x  ;44.456,20  ;1.541  x  ;3.150,30  ;4.578  x  ;163,10  ;89.750  x  ;41,60  ;117.599  x  ;25,40  ;1.726.610  x  ;9,50  ;;;;;
42.;15.10.;MI;31;24;33;32;4;1;13;4;31.531.169,25  ;JP;10.216.660,50  ;3  x  ;420.415,50  ;15  x  ;52.551,90  ;632  x  ;3.242,90  ;1.798  x  ;175,30  ;36.071  x  ;43,70  ;57.075  x  ;22,00  ;702.380  x  ;9,80  ;;;;;
;18.10.;SA;4;35;37;32;41;15;27;0;88.060.257,00  ;2  x  ;7.309.836,60  ;3  x  ;1.174.136,70  ;52  x  ;42.336,60  ;1.925  x  ;2.973,40  ;5.926  x  ;148,50  ;101.491  x  ;43,30  ;153.026  x  ;23,00  ;1.809.634  x  ;10,70  ;;;;;
43.;22.10.;MI;44;26;6;1;8;19;2;3;26.287.474,50  ;JP;1.314.373,70  ;1  x  ;1.051.498,90  ;36  x  ;18.255,10  ;879  x  ;1.943,80  ;2.554  x  ;102,90  ;39.227  x  ;33,50  ;60.820  x  ;17,20  ;612.844  x  ;9,40  ;;;;;
;25.10.;SA;27;24;35;49;25;38;2;9;71.372.958,00  ;JP;4.883.021,60  ;2  x  ;1.427.459,10  ;26  x  ;68.627,80  ;1.319  x  ;3.517,20  ;3.697  x  ;193,00  ;81.915  x  ;43,50  ;113.977  x  ;25,00  ;1.592.248  x  ;9,80  ;;;;;
44.;29.10.;MI;9;43;25;11;47;20;15;8;27.063.744,00  ;JP;6.236.208,80  ;4  x  ;270.637,40  ;7  x  ;96.656,20  ;697  x  ;2.523,80  ;1.138  x  ;237,80  ;34.270  x  ;39,40  ;35.448  x  ;30,50  ;629.062  x  ;9,40  ;;;;;
;01.11.;SA;32;18;4;22;43;21;35;5;74.186.056,50  ;2  x  ;4.972.755,80  ;8  x  ;370.930,20  ;71  x  ;26.121,80  ;2.189  x  ;2.202,80  ;5.309  x  ;139,70  ;102.869  x  ;36,00  ;113.265  x  ;26,10  ;1.654.335  x  ;9,80  ;;;;;
45.;05.11.;MI;13;27;48;10;32;8;15;6;25.576.747,50  ;JP;1.278.837,30  ;1  x  ;1.023.069,90  ;4  x  ;159.854,60  ;568  x  ;2.926,90  ;1.292  x  ;197,90  ;32.526  x  ;39,30  ;35.374  x  ;28,90  ;595.734  x  ;9,40  ;;;;;
;08.11.;SA;16;47;44;41;31;27;25;9;72.072.198,00  ;2  x  ;2.441.223,60  ;21  x  ;137.280,30  ;83  x  ;21.708,40  ;3.465  x  ;1.352,00  ;5.689  x  ;126,60  ;111.324  x  ;32,30  ;126.331  x  ;22,80  ;1.625.221  x  ;9,70  ;;;;;
46.;12.11.;MI;36;10;41;25;46;14;44;0;25.095.906,75  ;1  x  ;1.254.795,30  ;9  x  ;111.537,30  ;11  x  ;57.036,10  ;637  x  ;2.560,80  ;1.078  x  ;232,80  ;27.469  x  ;45,60  ;32.191  x  ;31,10  ;485.867  x  ;11,30  ;;;;;
;15.11.;SA;38;22;4;33;36;19;40;8;70.686.141,75  ;JP;3.534.307,00  ;5  x  ;565.489,10  ;26  x  ;67.967,40  ;1.752  x  ;2.622,40  ;3.315  x  ;213,20  ;88.498  x  ;39,90  ;102.700  x  ;27,50  ;1.577.280  x  ;9,80  ;;;;;
47.;19.11.;MI;10;39;32;5;27;18;41;6;26.109.131,25  ;JP;4.839.763,50  ;6  x  ;174.060,80  ;27  x  ;24.175,10  ;1.107  x  ;1.533,00  ;2.583  x  ;101,00  ;46.522  x  ;28,00  ;56.004  x  ;18,60  ;713.193  x  ;8,00  ;;;;;
;22.11.;SA;5;39;8;31;37;25;47;8;73.932.891,75  ;JP;8.536.408,00  ;4  x  ;739.328,90  ;24  x  ;77.013,40  ;1.533  x  ;3.134,70  ;4.557  x  ;162,20  ;94.798  x  ;38,90  ;131.471  x  ;22,40  ;1.807.274  x  ;8,90  ;;;;;
48.;26.11.;MI;26;37;29;27;28;5;25;2;31.507.379,25  ;JP;10.111.776,90  ;2  x  ;630.147,50  ;20  x  ;39.384,20  ;545  x  ;3.757,70  ;3.533  x  ;89,10  ;33.272  x  ;47,30  ;56.487  x  ;22,30  ;633.715  x  ;10,90  ;;;;;
;29.11.;SA;31;8;4;49;28;48;7;7;85.938.585,00  ;JP;14.408.706,10  ;7  x  ;491.077,60  ;55  x  ;39.062,90  ;1.795  x  ;3.111,90  ;5.174  x  ;166,00  ;96.921  x  ;44,30  ;147.927  x  ;23,20  ;1.693.923  x  ;11,10  ;;;;;
49.;03.12.;MI;47;9;41;18;16;48;43;4;51.218.925,75  ;2  x  ;8.484.826,10  ;2  x  ;1.024.378,50  ;16  x  ;80.029,50  ;792  x  ;4.203,50  ;2.078  x  ;246,40  ;51.671  x  ;49,50  ;70.712  x  ;28,90  ;1.085.788  x  ;10,30  ;;;;;
;06.12.;SA;41;33;24;20;35;43;44;2;79.977.899,25  ;1  x  ;3.998.894,90  ;6  x  ;533.185,90  ;28  x  ;71.408,80  ;1.526  x  ;3.406,60  ;3.805  x  ;210,10  ;85.695  x  ;46,60  ;112.088  x  ;28,50  ;1.560.518  x  ;11,20  ;;;;;
50.;10.12.;MI;24;15;9;1;43;30;7;5;27.300.245,25  ;JP;1.365.012,20  ;3  x  ;364.003,20  ;16  x  ;42.656,60  ;540  x  ;3.286,10  ;1.733  x  ;157,50  ;26.826  x  ;50,80  ;56.775  x  ;19,20  ;512.233  x  ;11,70  ;;;;;
;13.12.;SA;29;44;11;5;30;26;46;9;73.480.394,25  ;JP;5.039.031,90  ;7  x  ;419.887,90  ;29  x  ;63.345,10  ;1.765  x  ;2.706,00  ;3.793  x  ;193,70  ;92.474  x  ;39,70  ;106.059  x  ;27,70  ;1.640.460  x  ;9,80  ;;;;;
51.;17.12.;MI;20;14;40;11;5;39;15;3;29.179.029,00  ;JP;6.497.983,30  ;JP;1.167.161,10  ;10  x  ;72.947,50  ;525  x  ;3.612,60  ;1.256  x  ;232,30  ;31.995  x  ;45,50  ;39.003  x  ;29,90  ;621.483  x  ;10,30  ;;;;;
;20.12.;SA;30;24;31;37;43;2;13;5;79.300.575,00  ;JP;10.463.012,00  ;3  x  ;1.446.394,70  ;26  x  ;76.250,50  ;1.173  x  ;4.394,30  ;3.685  x  ;215,10  ;69.722  x  ;56,80  ;144.908  x  ;21,80  ;1.431.532  x  ;12,10  ;;;;;
52.;24.12.;MI;9;4;14;31;6;27;10;4;53.804.637,00  ;1  x  ;13.153.243,80  ;3  x  ;717.395,10  ;32  x  ;42.034,80  ;1.614  x  ;2.166,80  ;4.186  x  ;128,50  ;78.604  x  ;34,20  ;106.825  x  ;20,10  ;1.299.551  x  ;9,10  ;;;;;
;27.12.;SA;36;24;35;7;17;40;28;0;73.232.306,25  ;JP;3.661.615,30  ;6  x  ;488.215,30  ;43  x  ;42.576,90  ;1.796  x  ;2.650,30  ;4.315  x  ;169,70  ;93.072  x  ;39,30  ;116.386  x  ;25,10  ;1.630.251  x  ;9,80  ;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
