;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2014;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;   Gewinnklasse IX;;;;
;;;Gewinnzahlen in;;;;;;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Superzahl;;5 Treffer;; 4 Treffer + Superzahl;;4 Treffer;; 3 Treffer + Superzahl;;3 Treffer;; 2 Treffer + Superzahl;;;;
KW;2014;Ziehung;gezogener Reihenfolge;;;;;;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;Festquote 5,- Euro;;;;
;;;;;;;;;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;;;;
39.;24.09.;MI;34;31;4;35;36;46;3;22.307.040,00  ;JP;5.863.614,70  ;JP;832.255,90  ;30  x  ;13.870,90  ;305  x  ;4.093,00  ;2.024  x  ;205,50  ;18.674  x  ;44,50  ;35.846  x  ;23,20  ;311.485  x  ;12,00  ;280.662  x  ;;;;
;27.09.;SA;9;39;19;13;16;48;5;49.653.725,00  ;1  x  ;9.041.453,10  ;3  x  ;859.089,40  ;83  x  ;10.512,10  ;785  x  ;3.334,40  ;6.404  x  ;136,20  ;50.569  x  ;34,50  ;116.945  x  ;14,90  ;903.660  x  ;8,60  ;839.780  x  ;;;;
40.;01.10.;MI;1;23;3;21;42;39;4;21.779.649,00  ;JP;1.393.897,50  ;1  x  ;812.119,60  ;33  x  ;12.304,80  ;259  x  ;4.703,30  ;1.736  x  ;233,90  ;16.127  x  ;50,30  ;34.058  x  ;23,80  ;321.316  x  ;11,30  ;274.946  x  ;;;;
;04.10.;SA;33;4;31;7;24;45;6;47.734.615,00  ;JP;4.448.912,80  ;JP;1.734.185,20  ;93  x  ;9.323,50  ;903  x  ;2.880,70  ;5.421  x  ;159,90  ;51.448  x  ;33,70  ;96.587  x  ;17,90  ;908.700  x  ;8,50  ;694.088  x  ;;;;
41.;08.10.;MI;21;34;37;32;6;19;8;22.855.183,00  ;JP;5.911.644,50  ;1  x  ;2.565.752,60  ;47  x  ;8.846,40  ;430  x  ;2.900,80  ;2.465  x  ;168,60  ;21.080  x  ;39,40  ;44.058  x  ;18,80  ;377.421  x  ;9,90  ;329.837  x  ;;;;
;11.10.;SA;1;44;36;34;32;23;0;50.124.276,00  ;JP;9.119.598,10  ;1  x  ;1.954.299,90  ;29  x  ;33.694,80  ;439  x  ;6.677,50  ;2.790  x  ;350,20  ;31.283  x  ;62,40  ;56.763  x  ;34,40  ;660.553  x  ;13,30  ;462.237  x  ;;;;
42.;15.10.;MI;31;14;16;27;12;26;9;24.511.060,00  ;JP;10.688.305,90  ;4  x  ;228.230,40  ;45  x  ;10.143,50  ;501  x  ;2.733,20  ;2.854  x  ;159,90  ;27.677  x  ;32,90  ;44.930  x  ;20,30  ;446.281  x  ;9,20  ;311.521  x  ;;;;
;18.10.;SA;15;11;27;48;30;29;0;52.814.148,00  ;JP;14.068.411,30  ;1  x  ;2.045.504,30  ;70  x  ;14.610,70  ;735  x  ;4.174,40  ;3.431  x  ;298,00  ;40.947  x  ;49,90  ;64.844  x  ;31,50  ;769.358  x  ;11,90  ;514.385  x  ;;;;
43.;22.10.;MI;12;42;49;25;35;1;1;26.623.860,00  ;1  x  ;15.772.338,30  ;2  x  ;502.208,80  ;44  x  ;11.413,80  ;399  x  ;3.776,00  ;2.221  x  ;226,10  ;21.230  x  ;47,30  ;41.127  x  ;24,40  ;389.709  x  ;11,50  ;312.765  x  ;;;;
;25.10.;SA;31;22;28;23;35;30;8;48.567.470,00  ;JP;3.108.318,00  ;1  x  ;1.805.936,60  ;61  x  ;14.802,70  ;477  x  ;5.679,00  ;3.040  x  ;297,00  ;25.207  x  ;71,60  ;66.378  x  ;27,20  ;549.029  x  ;14,80  ;623.210  x  ;;;;
44.;29.10.;MI;39;26;4;21;9;43;4;22.461.015,00  ;1  x  ;4.545.822,90  ;6  x  ;137.434,70  ;44  x  ;9.370,50  ;500  x  ;2.473,80  ;2.408  x  ;171,20  ;20.753  x  ;39,70  ;41.355  x  ;19,90  ;368.784  x  ;10,00  ;309.384  x  ;;;;
;01.11.;SA;24;4;14;48;41;30;7;47.148.126,00  ;1  x  ;3.017.480,00  ;5  x  ;342.921,30  ;83  x  ;10.328,90  ;672  x  ;3.827,20  ;4.399  x  ;194,80  ;34.142  x  ;50,20  ;84.834  x  ;20,20  ;654.154  x  ;11,70  ;682.103  x  ;;;;
45.;05.11.;MI;17;49;6;31;8;33;9;21.641.410,00  ;JP;1.385.050,20  ;4  x  ;199.388,60  ;33  x  ;12.084,10  ;508  x  ;2.354,90  ;2.459  x  ;162,10  ;24.109  x  ;33,00  ;43.226  x  ;18,40  ;422.032  x  ;8,50  ;292.022  x  ;;;;
;08.11.;SA;41;45;1;8;9;13;8;49.011.771,00  ;JP;4.521.803,50  ;2  x  ;892.558,80  ;50  x  ;17.851,10  ;532  x  ;5.033,20  ;4.515  x  ;197,60  ;36.735  x  ;48,50  ;94.166  x  ;18,90  ;770.738  x  ;10,40  ;703.591  x  ;;;;
46.;12.11.;MI;28;24;32;47;37;14;2;22.983.501,00  ;JP;5.992.747,50  ;2  x  ;431.285,00  ;31  x  ;13.912,40  ;384  x  ;3.369,40  ;2.204  x  ;195,60  ;19.203  x  ;44,90  ;36.951  x  ;23,30  ;345.501  x  ;11,20  ;279.021  x  ;;;;
;15.11.;SA;31;25;13;14;10;19;6;50.652.835,00  ;JP;9.234.528,90  ;4  x  ;460.385,50  ;147  x  ;6.263,70  ;1.192  x  ;2.317,30  ;9.257  x  ;99,40  ;80.851  x  ;22,70  ;105.750  x  ;17,40  ;939.641  x  ;8,80  ;733.843  x  ;;;;
47.;19.11.;MI;48;18;26;5;34;4;0;24.946.762,00  ;JP;10.831.121,60  ;2  x  ;475.119,40  ;47  x  ;10.108,90  ;460  x  ;3.098,60  ;1.987  x  ;239,10  ;23.413  x  ;40,50  ;36.874  x  ;25,70  ;431.347  x  ;9,90  ;274.880  x  ;;;;
;22.11.;SA;11;6;25;5;1;37;9;52.650.097,00  ;1  x  ;14.200.727,80  ;4  x  ;482.051,50  ;120  x  ;8.034,10  ;1.225  x  ;2.361,00  ;6.573  x  ;146,60  ;64.574  x  ;29,80  ;110.864  x  ;17,30  ;1.072.527  x  ;8,00  ;734.676  x  ;;;;
48.;26.11.;MI;44;33;8;32;24;11;6;21.695.900,00  ;JP;1.388.537,60  ;JP;789.854,70  ;62  x  ;6.369,70  ;474  x  ;2.499,50  ;2.650  x  ;149,00  ;23.650  x  ;33,30  ;45.658  x  ;17,20  ;405.322  x  ;8,70  ;312.173  x  ;;;;
;29.11.;SA;38;17;46;30;7;24;7;50.355.562,00  ;JP;4.611.293,50  ;4  x  ;637.804,00  ;133  x  ;6.621,60  ;859  x  ;3.075,70  ;6.680  x  ;131,80  ;47.229  x  ;37,20  ;120.285  x  ;14,60  ;883.166  x  ;8,90  ;868.282  x  ;;;;
49.;03.12.;MI;4;23;35;10;14;32;3;24.198.198,00  ;JP;6.159.978,10  ;4  x  ;217.209,90  ;53  x  ;8.196,60  ;442  x  ;2.948,50  ;2.871  x  ;151,30  ;22.249  x  ;39,00  ;50.118  x  ;17,30  ;386.140  x  ;10,10  ;372.403  x  ;;;;
;06.12.;SA;1;29;16;21;44;47;2;53.050.062,00  ;JP;9.555.182,00  ;1  x  ;2.035.257,70  ;44  x  ;23.127,90  ;522  x  ;5.848,40  ;3.012  x  ;337,80  ;30.934  x  ;65,70  ;64.811  x  ;31,40  ;623.989  x  ;14,60  ;555.450  x  ;;;;
50.;10.12.;MI;29;11;22;30;9;41;6;25.611.388,00  ;JP;11.194.310,80  ;1  x  ;938.402,50  ;35  x  ;13.405,70  ;398  x  ;3.536,60  ;2.474  x  ;189,60  ;22.749  x  ;41,20  ;47.661  x  ;19,60  ;424.773  x  ;9,90  ;356.508  x  ;;;;
;13.12.;SA;12;5;26;43;8;18;6;54.125.405,00  ;1  x  ;14.658.336,70  ;3  x  ;660.817,20  ;150  x  ;6.608,10  ;1.110  x  ;2.678,90  ;6.532  x  ;151,70  ;58.411  x  ;33,90  ;107.333  x  ;18,40  ;986.599  x  ;9,00  ;754.832  x  ;;;;
51.;17.12.;MI;28;46;44;17;16;22;6;22.774.852,00  ;JP;1.457.590,50  ;JP;854.917,00  ;22  x  ;19.429,90  ;218  x  ;5.882,40  ;1.351  x  ;316,40  ;12.561  x  ;68,00  ;31.744  x  ;26,90  ;282.437  x  ;13,60  ;276.133  x  ;;;;
;20.12.;SA;4;32;6;10;24;3;9;51.385.718,00  ;1  x  ;4.746.276,40  ;1  x  ;2.706.555,80  ;131  x  ;7.067,30  ;1.341  x  ;2.071,10  ;7.399  x  ;125,10  ;71.219  x  ;25,90  ;121.223  x  ;15,20  ;1.167.258  x  ;7,10  ;777.557  x  ;;;;
52.;24.12.;MI;43;33;38;14;45;25;5;28.454.203,00  ;1  x  ;2.849.037,20  ;unbesetzt;;59  x  ;8.711,50  ;381  x  ;4.047,10  ;2.958  x  ;173,70  ;21.783  x  ;47,10  ;56.505  x  ;18,10  ;414.024  x  ;11,10  ;425.270  x  ;;;;
;27.12.;SA;45;43;10;44;36;48;7;48.473.122,00  ;JP;3.102.279,80  ;JP;1.818.224,60  ;49  x  ;18.553,30  ;353  x  ;7.726,10  ;3.988  x  ;227,90  ;32.068  x  ;56,60  ;70.526  x  ;25,70  ;551.507  x  ;14,80  ;590.407  x  ;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
