LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2002;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));;
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;;;
KW;2002;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;;
;31.08.;SA;39;40;41;21;43;35;16;2;73.235.253,75  ;JP;2.917.502,90  ;2  x  ;1.464.705,00  ;19  x  ;96.362,10  ;1.172  x  ;4.061,60  ;2.496  x  ;293,40  ;73.988  x  ;54,40  ;86.680  x  ;46,40  ;1.357.917  x  ;11,80  ;;
36.;04.09.;MI;38;44;29;34;27;41;42;5;25.689.249,75  ;1  x  ;3.688.180,30  ;3  x  ;342.523,30  ;20  x  ;32.111,50  ;599  x  ;2.787,60  ;1.541  x  ;166,70  ;29.803  x  ;47,40  ;40.540  x  ;34,80  ;528.732  x  ;10,60  ;;
;07.09.;SA;29;17;16;37;18;19;34;6;72.754.400,25  ;JP;2.182.632,00  ;1  x  ;2.910.176,00  ;19  x  ;95.729,40  ;1.174  x  ;4.028,10  ;3.341  x  ;217,70  ;79.546  x  ;50,30  ;111.506  x  ;35,80  ;1.434.929  x  ;11,10  ;;
37.;11.09.;MI;25;45;12;24;28;23;44;1;25.191.557,25  ;2  x  ;1.469.189,30  ;2  x  ;503.831,10  ;9  x  ;69.976,50  ;592  x  ;2.765,90  ;1.421  x  ;177,20  ;38.191  x  ;38,00  ;34.729  x  ;38,00  ;605.293  x  ;9,10  ;;
;14.09.;SA;23;27;39;8;30;20;15;4;76.643.658,00  ;JP;2.299.309,70  ;4  x  ;766.436,50  ;35  x  ;54.745,40  ;1.377  x  ;3.617,80  ;4.392  x  ;174,50  ;86.814  x  ;48,50  ;109.128  x  ;38,60  ;1.644.656  x  ;10,20  ;;
38.;18.09.;MI;49;20;37;24;25;39;26;1;26.210.667,75  ;JP;3.085.629,70  ;1  x  ;1.048.426,70  ;4  x  ;163.816,60  ;505  x  ;3.373,60  ;1.618  x  ;161,90  ;29.935  x  ;48,10  ;46.883  x  ;30,70  ;558.499  x  ;10,30  ;;
;21.09.;SA;8;11;14;36;48;37;38;9;77.021.265,00  ;JP;5.396.267,60  ;4  x  ;770.212,60  ;35  x  ;55.015,10  ;1.197  x  ;4.182,40  ;3.178  x  ;242,30  ;66.281  x  ;63,90  ;101.997  x  ;41,50  ;1.355.725  x  ;12,40  ;;
39.;25.09.;MI;4;7;3;25;38;36;44;5;27.590.961,75  ;JP;6.223.996,40  ;3  x  ;367.879,40  ;10  x  ;68.977,40  ;626  x  ;2.864,80  ;1.471  x  ;187,50  ;36.877  x  ;41,10  ;42.828  x  ;35,40  ;697.464  x  ;8,70  ;;
;28.09.;SA;29;10;12;40;6;28;24;0;79.389.325,50  ;1  x  ;8.605.676,10  ;7  x  ;453.653,20  ;80  x  ;24.809,10  ;2.294  x  ;2.249,40  ;8.105  x  ;97,90  ;112.327  x  ;38,80  ;189.747  x  ;23,00  ;1.847.053  x  ;9,40  ;;
40.;02.10.;MI;38;46;21;27;18;4;30;9;25.378.690,50  ;JP;761.360,70  ;1  x  ;1.015.147,60  ;12  x  ;52.872,20  ;579  x  ;2.849,00  ;1.758  x  ;144,30  ;34.090  x  ;40,90  ;42.881  x  ;32,50  ;579.685  x  ;9,60  ;;
;05.10.;SA;30;33;26;39;11;1;4;5;72.910.823,25  ;JP;2.948.685,40  ;7  x  ;416.633,20  ;33  x  ;55.235,40  ;1.809  x  ;2.619,70  ;5.127  x  ;142,20  ;98.673  x  ;40,60  ;138.878  x  ;28,80  ;1.748.569  x  ;9,10  ;;
41.;09.10.;MI;31;34;37;19;7;42;46;3;50.405.000,25  ;1  x  ;4.460.835,40  ;6  x  ;336.033,30  ;38  x  ;33.161,10  ;1.414  x  ;2.317,00  ;3.501  x  ;143,90  ;80.874  x  ;34,20  ;87.438  x  ;31,70  ;1.177.232  x  ;9,40  ;;
;12.10.;SA;17;6;16;35;7;12;1;0;74.085.618,75  ;1  x  ;2.222.568,50  ;7  x  ;423.346,30  ;49  x  ;37.798,70  ;1.705  x  ;2.824,30  ;5.411  x  ;136,90  ;91.983  x  ;44,20  ;144.932  x  ;28,10  ;1.738.547  x  ;9,30  ;;
42.;16.10.;MI;25;40;37;21;9;11;26;2;24.810.462,00  ;JP;744.313,80  ;11  x  ;90.219,80  ;27  x  ;22.972,60  ;1.082  x  ;1.490,40  ;1.971  x  ;125,80  ;42.533  x  ;32,00  ;52.547  x  ;25,90  ;642.416  x  ;8,40  ;;
;19.10.;SA;42;28;21;43;34;1;48;5;73.904.268,75  ;1  x  ;2.961.441,80  ;4  x  ;739.042,60  ;19  x  ;97.242,40  ;951  x  ;5.051,20  ;2.539  x  ;291,00  ;60.540  x  ;67,10  ;85.710  x  ;47,40  ;1.286.038  x  ;12,60  ;;
43.;23.10.;MI;31;37;5;1;14;13;30;7;24.383.569,50  ;JP;731.507,00  ;1  x  ;975.342,70  ;10  x  ;60.958,90  ;365  x  ;4.342,20  ;985  x  ;247,50  ;24.243  x  ;55,30  ;30.810  x  ;43,50  ;511.259  x  ;10,40  ;;
;26.10.;SA;43;30;16;34;15;41;23;4;72.987.869,25  ;JP;2.921.143,00  ;2  x  ;1.459.757,30  ;28  x  ;65.167,70  ;967  x  ;4.906,10  ;2.625  x  ;278,00  ;58.700  x  ;68,30  ;83.295  x  ;48,10  ;1.232.435  x  ;13,00  ;;
44.;30.10.;MI;49;7;34;25;31;30;41;6;25.752.745,50  ;JP;3.693.725,30  ;JP;1.030.109,80  ;5  x  ;128.763,70  ;391  x  ;4.281,10  ;1.344  x  ;191,60  ;30.099  x  ;47,00  ;44.123  x  ;32,10  ;619.206  x  ;9,10  ;;
;02.11.;SA;30;17;34;5;7;44;12;8;76.654.281,75  ;JP;5.993.353,70  ;13  x  ;315.098,50  ;49  x  ;39.109,30  ;2.169  x  ;2.297,10  ;5.919  x  ;129,50  ;105.382  x  ;40,00  ;153.189  x  ;27,50  ;1.815.320  x  ;9,20  ;;
45.;06.11.;MI;21;23;33;29;44;43;45;4;30.048.399,75  ;JP;6.894.805,60  ;3  x  ;400.645,30  ;12  x  ;62.600,80  ;486  x  ;4.018,80  ;1.474  x  ;203,80  ;33.110  x  ;49,90  ;41.580  x  ;39,70  ;602.112  x  ;10,90  ;;
;09.11.;SA;38;24;32;27;43;1;18;6;84.488.012,25  ;1  x  ;9.429.445,90  ;3  x  ;1.126.506,80  ;50  x  ;42.244,00  ;1.671  x  ;3.286,40  ;6.613  x  ;127,70  ;97.208  x  ;47,80  ;184.166  x  ;25,20  ;1.853.814  x  ;10,00  ;;
46.;13.11.;MI;26;19;47;8;6;34;10;5;26.127.135,75  ;JP;783.814,00  ;4  x  ;261.271,30  ;23  x  ;28.399,00  ;588  x  ;2.888,20  ;2.176  x  ;120,00  ;33.310  x  ;43,10  ;60.951  x  ;23,50  ;578.556  x  ;9,90  ;;
;16.11.;SA;44;24;14;7;3;13;36;4;75.639.886,50  ;3  x  ;1.017.670,10  ;8  x  ;378.199,40  ;46  x  ;41.108,60  ;2.244  x  ;2.190,90  ;5.251  x  ;144,00  ;116.736  x  ;35,60  ;125.369  x  ;33,10  ;1.920.841  x  ;8,60  ;;
47.;20.11.;MI;49;22;24;40;31;26;14;5;25.184.324,25  ;JP;755.529,70  ;JP;1.007.372,90  ;10  x  ;62.960,80  ;470  x  ;3.482,90  ;1.100  x  ;228,90  ;28.245  x  ;49,00  ;31.561  x  ;43,80  ;539.570  x  ;10,20  ;;
;23.11.;SA;32;44;16;34;43;12;3;3;75.645.027,00  ;2  x  ;1.512.440,20  ;14  x  ;288.083,80  ;64  x  ;29.548,80  ;2.063  x  ;2.383,30  ;5.837  x  ;129,50  ;96.897  x  ;42,90  ;138.936  x  ;29,90  ;1.640.038  x  ;10,10  ;;
48.;27.11.;MI;23;32;21;39;44;18;17;3;24.952.650,75  ;JP;748.579,50  ;2  x  ;499.053,00  ;12  x  ;51.984,60  ;609  x  ;2.663,20  ;1.487  x  ;167,80  ;33.705  x  ;40,70  ;44.350  x  ;30,90  ;582.650  x  ;9,40  ;;
;30.11.;SA;11;9;10;7;43;47;14;7;76.000.332,75  ;JP;3.028.589,40  ;6  x  ;506.668,80  ;21  x  ;90.476,50  ;1.648  x  ;2.997,50  ;3.435  x  ;221,20  ;99.174  x  ;42,10  ;104.010  x  ;40,10  ;1.845.889  x  ;9,00  ;;
49.;04.12.;MI;26;46;9;6;3;30;25;1;28.987.027,50  ;1  x  ;3.898.200,20  ;9  x  ;128.831,20  ;22  x  ;32.939,80  ;1.077  x  ;1.749,40  ;2.732  x  ;106,10  ;48.359  x  ;32,90  ;63.450  x  ;25,10  ;740.761  x  ;8,60  ;;
;07.12.;SA;34;24;6;40;8;9;46;1;80.037.162,75  ;JP;2.401.114,80  ;4  x  ;800.371,60  ;50  x  ;40.018,50  ;1.979  x  ;2.628,80  ;5.082  x  ;157,40  ;109.601  x  ;40,10  ;130.962  x  ;33,60  ;1.982.891  x  ;8,80  ;;
50.;11.12.;MI;39;9;33;11;23;32;8;3;26.390.676,75  ;JP;3.192.835,10  ;4  x  ;263.906,70  ;10  x  ;65.976,60  ;869  x  ;1.973,90  ;1.647  x  ;160,20  ;46.926  x  ;31,80  ;44.357  x  ;31,80  ;778.449  x  ;7,40  ;;
;14.12.;SA;13;3;22;6;17;38;36;2;79.311.839,25  ;1  x  ;5.572.190,20  ;5  x  ;634.494,70  ;37  x  ;53.589,00  ;2.358  x  ;2.186,20  ;4.122  x  ;192,40  ;119.295  x  ;37,30  ;114.444  x  ;37,30  ;2.011.603  x  ;8,60  ;;
51.;18.12.;MI;30;36;24;37;44;48;13;4;26.058.079,50  ;JP;781.742,30  ;1  x  ;1.042.323,10  ;7  x  ;93.064,50  ;398  x  ;4.255,70  ;1.092  x  ;238,60  ;25.697  x  ;55,70  ;36.439  x  ;39,30  ;497.197  x  ;11,50  ;;
;21.12.;SA;22;41;12;19;48;11;7;8;78.219.058,50  ;1  x  ;3.128.314,00  ;2  x  ;1.564.381,10  ;27  x  ;72.425,00  ;1.358  x  ;3.743,90  ;5.427  x  ;144,10  ;82.099  x  ;52,40  ;163.010  x  ;26,30  ;1.620.204  x  ;10,60  ;;
52.;25.12.;MI;25;34;17;14;49;6;3;6;30.886.256,25  ;JP;926.587,60  ;1  x  ;1.235.450,20  ;14  x  ;55.154,00  ;692  x  ;2.901,10  ;1.890  x  ;163,40  ;35.171  x  ;48,20  ;55.688  x  ;30,50  ;655.172  x  ;10,30  ;;
;28.12.;SA;35;42;24;17;13;27;1;4;77.151.414,75  ;1  x  ;3.241.130,00  ;13  x  ;237.388,90  ;41  x  ;47.043,50  ;2.032  x  ;2.467,90  ;4.195  x  ;183,90  ;101.665  x  ;41,70  ;109.992  x  ;38,50  ;1.763.521  x  ;9,60  ;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
