LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2001;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;;
KW;2001;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;DM;Jackpot;DM;Jackpot;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM;Gewinne;DM;Gewinne;DM;
;29.09.;SA;23;20;8;28;27;41;9;3;154.300.635,00  ;JP;6.028.207,40  ;JP;8.037.610,00  ;28  x  ;137.768,40  ;936  x  ;10.715,30  ;3.876  x  ;398,00  ;68.158  x  ;124,50  ;134.963  x  ;62,80  ;1.461.348  x  ;23,20  ;
40.;03.10.;MI;49;11;17;20;33;43;6;7;50.704.315,50  ;JP;7.549.336,80  ;JP;10.065.782,60  ;15  x  ;84.507,10  ;524  x  ;6.289,60  ;1.484  x  ;341,60  ;30.658  x  ;90,90  ;41.328  x  ;67,40  ;559.006  x  ;19,90  ;
;06.10.;SA;42;41;25;6;9;30;7;9;176.535.717,00  ;1  x  ;12.845.408,30  ;12  x  ;1.427.267,60  ;55  x  ;80.243,50  ;3.099  x  ;3.702,70  ;6.239  x  ;282,90  ;131.201  x  ;74,00  ;162.771  x  ;59,60  ;2.199.104  x  ;17,60  ;
41.;10.10.;MI;47;37;33;7;41;49;17;1;48.060.666,00  ;JP;1.441.819,90  ;1  x  ;1.922.426,60  ;39  x  ;30.808,10  ;570  x  ;5.480,60  ;6.125  x  ;80,50  ;32.680  x  ;80,50  ;93.869  x  ;28,10  ;536.852  x  ;19,60  ;
;13.10.;SA;38;25;2;15;10;9;4;4;154.441.906,50  ;1  x  ;6.075.077,00  ;4  x  ;1.544.419,00  ;50  x  ;77.220,90  ;2.233  x  ;4.495,60  ;6.157  x  ;250,80  ;122.886  x  ;69,10  ;165.599  x  ;51,20  ;2.030.814  x  ;16,70  ;
42.;17.10.;MI;42;34;35;7;23;37;31;9;46.684.252,50  ;JP;1.400.527,50  ;1  x  ;1.867.370,10  ;4  x  ;291.776,50  ;370  x  ;8.201,20  ;1.162  x  ;401,70  ;25.535  x  ;100,50  ;37.116  x  ;69,10  ;496.595  x  ;20,60  ;
;20.10.;SA;3;8;40;11;42;37;15;0;152.992.173,00  ;1  x  ;6.054.989,80  ;1  x  ;6.054.989,80  ;43  x  ;88.948,90  ;1.691  x  ;5.880,80  ;3.626  x  ;421,90  ;89.176  x  ;94,30  ;104.989  x  ;80,10  ;1.671.172  x  ;20,10  ;
43.;24.10.;MI;48;32;40;4;27;26;2;1;46.009.870,50  ;JP;1.380.296,10  ;1  x  ;1.840.394,80  ;5  x  ;230.049,30  ;534  x  ;5.600,40  ;1.222  x  ;376,50  ;30.600  x  ;82,60  ;39.419  x  ;64,10  ;559.510  x  ;18,00  ;
;27.10.;SA;27;18;37;22;23;4;21;4;151.922.661,00  ;JP;5.937.975,90  ;3  x  ;2.025.635,40  ;36  x  ;105.501,80  ;1.948  x  ;5.069,20  ;3.508  x  ;433,00  ;113.209  x  ;74,50  ;111.089  x  ;74,50  ;1.792.144  x  ;18,60  ;
44.;31.10.;MI;38;18;11;36;23;26;44;8;49.572.823,50  ;JP;7.425.160,60  ;JP;1.982.912,90  ;13  x  ;95.332,30  ;683  x  ;4.717,70  ;1.786  x  ;277,50  ;37.981  x  ;71,70  ;43.177  x  ;63,10  ;623.510  x  ;17,40  ;
;03.11.;SA;26;7;42;5;24;3;21;0;159.466.911,00  ;1  x  ;12.209.167,90  ;12  x  ;696.799,10  ;73  x  ;54.611,90  ;3.038  x  ;3.411,80  ;6.704  x  ;237,80  ;133.690  x  ;65,60  ;171.034  x  ;51,20  ;2.167.519  x  ;16,10  ;
45.;07.11.;MI;3;22;17;4;7;10;20;0;47.429.559,00  ;JP;1.422.886,70  ;2  x  ;948.591,10  ;24  x  ;49.405,70  ;1.063  x  ;2.900,20  ;2.175  x  ;218,00  ;42.723  x  ;61,00  ;47.365  x  ;55,00  ;669.933  x  ;15,50  ;
;10.11.;SA;2;14;16;20;26;15;37;9;154.311.757,50  ;JP;6.052.238,10  ;5  x  ;1.234.493,70  ;20  x  ;192.889,60  ;1.257  x  ;7.979,50  ;3.142  x  ;491,10  ;73.857  x  ;114,90  ;100.990  x  ;84,00  ;1.424.873  x  ;23,80  ;
46.;14.11.;MI;42;22;2;15;27;3;28;1;49.308.541,50  ;JP;7.531.494,30  ;1  x  ;1.972.341,60  ;10  x  ;123.271,30  ;412  x  ;7.779,20  ;1.149  x  ;429,10  ;26.139  x  ;103,70  ;34.958  x  ;77,50  ;494.252  x  ;21,90  ;
;17.11.;SA;2;4;40;38;30;1;46;7;158.006.685,00  ;1  x  ;12.271.694,80  ;1  x  ;6.320.267,40  ;16  x  ;246.885,40  ;1.241  x  ;8.275,90  ;2.795  x  ;565,30  ;78.840  x  ;110,20  ;96.010  x  ;90,50  ;1.647.409  x  ;21,10  ;
47.;21.11.;MI;14;46;44;34;43;25;3;3;46.933.458,00  ;1  x  ;1.408.003,70  ;2  x  ;938.669,10  ;16  x  ;73.333,50  ;382  x  ;7.986,00  ;1.198  x  ;391,70  ;22.764  x  ;113,30  ;31.096  x  ;83,00  ;438.584  x  ;23,50  ;
;24.11.;SA;26;42;40;20;30;7;14;8;151.579.582,50  ;1  x  ;4.547.387,40  ;3  x  ;2.021.061,10  ;47  x  ;80.627,40  ;2.049  x  ;4.808,50  ;5.396  x  ;280,90  ;111.197  x  ;74,90  ;120.257  x  ;69,30  ;1.766.073  x  ;18,80  ;
48.;28.11.;MI;25;22;36;48;7;37;29;0;46.329.721,50  ;JP;1.389.891,60  ;1  x  ;1.853.188,80  ;6  x  ;193.040,50  ;397  x  ;7.585,40  ;810  x  ;571,90  ;22.833  x  ;111,50  ;26.840  x  ;94,90  ;467.790  x  ;21,70  ;
;01.12.;SA;33;10;40;37;2;41;38;3;155.207.125,50  ;JP;6.046.105,30  ;8  x  ;776.035,60  ;23  x  ;168.703,30  ;1.829  x  ;5.515,80  ;3.562  x  ;435,70  ;90.472  x  ;94,30  ;130.658  x  ;65,30  ;1.727.428  x  ;19,70  ;
49.;05.12.;MI;3;46;25;5;48;18;29;8;53.058.451,50  ;1  x  ;7.637.858,80  ;1  x  ;2.122.338,00  ;14  x  ;94.747,20  ;715  x  ;4.823,40  ;1.225  x  ;433,10  ;35.096  x  ;83,10  ;37.246  x  ;78,30  ;629.603  x  ;18,50  ;
;08.12.;SA;29;1;33;20;4;35;49;9;161.435.136,00  ;JP;4.843.054,00  ;3  x  ;2.152.468,40  ;23  x  ;175.472,90  ;1.177  x  ;8.915,20  ;3.616  x  ;446,40  ;71.694  x  ;123,80  ;114.278  x  ;77,60  ;1.441.675  x  ;24,60  ;
50.;12.12.;MI;40;47;15;30;19;1;2;3;50.088.522,00  ;JP;6.345.709,60  ;1  x  ;2.003.540,80  ;24  x  ;52.175,50  ;420  x  ;7.751,70  ;1.556  x  ;321,90  ;25.135  x  ;109,60  ;40.970  x  ;67,20  ;493.732  x  ;22,30  ;
;15.12.;SA;27;19;40;39;31;44;42;2;159.492.426,00  ;1  x  ;11.130.482,30  ;3  x  ;2.126.565,60  ;49  x  ;81.373,60  ;2.527  x  ;4.102,40  ;5.031  x  ;317,00  ;130.245  x  ;67,30  ;136.667  x  ;64,10  ;2.070.641  x  ;16,90  ;
51.;19.12.;MI;43;46;1;19;24;44;25;8;49.489.713,00  ;JP;1.484.691,30  ;JP;1.979.588,50  ;8  x  ;154.655,30  ;323  x  ;9.959,20  ;1.088  x  ;454,80  ;22.415  x  ;121,40  ;37.141  x  ;73,20  ;466.561  x  ;23,30  ;
;22.12.;SA;18;47;25;49;48;12;29;6;163.816.890,00  ;1  x  ;6.399.198,00  ;8  x  ;1.066.533,00  ;23  x  ;178.061,80  ;2.061  x  ;5.166,40  ;3.647  x  ;449,10  ;101.489  x  ;88,70  ;110.471  x  ;81,50  ;1.888.810  x  ;19,00  ;
52.;26.12.;MI;40;28;2;22;49;23;3;7;44.351.947,50  ;JP;1.330.558,40  ;1  x  ;1.774.077,90  ;10  x  ;110.879,80  ;344  x  ;8.380,40  ;1.028  x  ;431,40  ;20.645  x  ;118,10  ;31.500  x  ;77,40  ;415.225  x  ;23,40  ;
;29.12.;SA;44;11;8;48;46;2;32;9;164.030.689,50  ;JP;6.251.479,00  ;7  x  ;937.318,20  ;32  x  ;128.148,90  ;1.615  x  ;6.601,80  ;5.087  x  ;322,40  ;82.304  x  ;109,60  ;155.041  x  ;58,10  ;1.625.181  x  ;22,20  ;
