LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2005
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;
VA;2005;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro
;13.08.;SA;34;35;10;25;44;26;45;4;65.276.207,25;JP;7.724.524,40;3  x  ;1.218.350,80;47  x  ;34.721,30;1.317  x  ;3.221,60;3.472  x  ;188;72.721  x  ;44,8;96.618  x  ;27;1.395.253  x  ;10,2
33.;17.08.;MI;10;16;23;45;22;9;29;0;29.734.518,00;JP;9.211.250,30;4  x  ;297.345,10;8  x  ;92.920,30;520  x  ;3.716,80;1.295  x  ;229,6;29.778  x  ;49,9;37.462  x  ;31,7;590.027  x  ;11
;20.08.;SA;1;2;40;17;22;18;44;5;71.076.267,00;1  x  ;12.765.063,60;2  x  ;1.421.525,30;24  x  ;74.037,70;1.298  x  ;3.559,20;3.193  x  ;222,6;74.961  x  ;47,4;95.489  x  ;29,7;1.463.164  x  ;10,6
34.;24.08.;MI;22;43;11;38;7;49;25;8;24.956.911,50;JP;1.247.845,50;3  x  ;332.758,80;26  x  ;23.997,00;696  x  ;2.330,70;2.999  x  ;83,2;35.221  x  ;35,4;61.064  x  ;16,3;542.694  x  ;10,1
;27.08.;SA;23;42;1;9;38;47;20;7;63.334.048,50;JP;4.414.547,90;6  x  ;422.226,90;33  x  ;47.980,30;1.415  x  ;2.909,30;3.364  x  ;188,2;73.664  x  ;42,9;86.460  x  ;29,3;1.352.306  x  ;10,3
35.;31.08.;MI;15;8;24;1;29;12;44;3;26.480.854,50;JP;5.738.590,60;3  x  ;353.078,00;17  x  ;38.942,40;795  x  ;2.165,10;1.209  x  ;219;39.008  x  ;33,9;34.478  x  ;30,7;584.518  x  ;9,9
;03.09.;SA;20;46;49;41;5;24;44;8;69.063.639,75;2  x  ;4.595.886,20;6  x  ;460.424,20;32  x  ;53.955,90;1.445  x  ;3.106,60;3.406  x  ;202,7;73.904  x  ;46,7;102.611  x  ;26,9;1.389.814  x  ;10,9
36.;07.09.;MI;33;7;2;6;20;24;11;8;24.674.497,50;JP;1.233.724,80;3  x  ;328.993,30;39  x  ;15.816,90;732  x  ;2.191,00;3.251  x  ;75,8;36.754  x  ;33,5;66.076  x  ;14,9;610.216  x  ;8,8
;10.09.;SA;37;48;17;31;19;27;22;1;62.474.099,25;JP;4.357.429,70;12  x  ;208.246,90;35  x  ;44.624,30;2.318  x  ;1.751,80;3.694  x  ;169,1;112.987  x  ;27,6;93.859  x  ;26,6;1.815.014  x  ;7,5
37.;14.09.;MI;10;47;26;41;35;22;25;4;26.499.186,75;JP;5.682.389,00;3  x  ;353.322,40;8  x  ;82.809,90;556  x  ;3.097,90;1.384  x  ;191,4;28.172  x  ;47;44.257  x  ;23,9;512.469  x  ;11,3
;17.09.;SA;29;16;8;17;28;43;12;9;66.041.521,50;JP;8.984.465,00;9  x  ;293.517,80;25  x  ;66.041,50;1.168  x  ;3.675,20;3.488  x  ;189,3;66.183  x  ;49,8;103.763  x  ;25,4;1.240.906  x  ;11,7
38.;21.09.;MI;36;14;22;28;46;38;39;8;31.280.204,25;JP;10.548.475,20;JP;1.251.208,10;11  x  ;71.091,30;634  x  ;3.206,90;1.384  x  ;226;32.232  x  ;48,5;41.767  x  ;29,9;567.077  x  ;12,1
