Lotto 6 aus 49   am Samstag;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1986
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1986;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;04.01.;46 ;31 ;32 ;8 ;43 ;33 ;27 ;93.152.078,00 ;JP;6.986.405,80 ;10  x  ;349.320,20 ;944  x     ;11.101,20 ;68.857  x    ;152,10 ;1.451.175  x;10,40  
2.;11.01.;31 ;7 ;10 ;38 ;8 ;32 ;13 ;113.732.922,00 ;6  x  ;2.586.062,40 ;34  x  ;125.440,70 ;1.412  x     ;9.061,50 ;93.386  x    ;137,00 ;2.115.563  x;8,70  
3.;18.01.;3 ;36 ;41 ;28 ;19 ;29 ;44 ;101.841.931,00 ;8  x  ;954.768,10 ;32  x  ;119.346,00 ;1.463  x     ;7.831,30 ;90.042  x    ;127,20 ;1.713.819  x;9,60  
4.;25.01.;24 ;20 ;31 ;27 ;45 ;48 ;46 ;98.624.909,00 ;5  x  ;1.479.373,60 ;25  x  ;147.937,30 ;1.400  x     ;7.925,20 ;78.837  x    ;140,70 ;1.583.778  x;10,10  
5.;01.02.;6 ;3 ;37 ;43 ;42 ;33 ;39 ;99.733.356,00 ;3  x  ;2.493.333,90 ;23  x  ;162.608,70 ;956  x     ;11.736,40 ;75.294  x    ;149,00 ;1.598.476  x;10,10  
6.;08.02.;30 ;31 ;29 ;49 ;48 ;11 ;39 ;98.998.235,00 ;3  x  ;2.474.955,80 ;24  x  ;154.684,70 ;1.489  x     ;7.479,70 ;69.924  x    ;159,20 ;1.437.584  x;11,10  
7.;15.02.;17 ;33 ;29 ;48 ;44 ;14 ;43 ;99.577.523,00 ;16  x  ;466.769,60 ;21  x  ;177.817,00 ;2.188  x     ;5.119,90 ;86.460  x    ;129,50 ;1.545.679  x;10,40  
