Lotto 6 aus 49   am Samstag;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1984
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1984;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;07.01.;22 ;40 ;19 ;46 ;6 ;41 ;33 ;76.036.023,00 ;2  x  ;2.851.350,80 ;22  x  ;129.606,80 ;1.136  x     ;7.529,90 ;66.529  x    ;128,50 ;1.287.726  x;9,50  
2.;14.01.;33 ;32 ;10 ;23 ;27 ;15 ;17 ;80.755.928,00 ;1  x  ;3.000.000,00 ;25  x  ;243.401,60 ;1.396  x     ;6.507,90 ;85.586  x    ;106,10 ;1.571.723  x;8,30  
3.;21.01.;24 ;28 ;46 ;3 ;7 ;16 ;18 ;79.778.064,00 ;10  x  ;598.335,40 ;27  x  ;110.802,80 ;2.293  x     ;3.914,10 ;97.839  x    ;91,70 ;1.600.032  x;8,10  
4.;28.01.;31 ;12 ;22 ;7 ;25 ;3 ;23 ;79.935.513,00 ;14  x  ;428.225,90 ;49  x  ;61.175,10 ;2.580  x     ;3.485,50 ;115.793  x    ;77,60 ;1.843.132  x;7,00  
5.;04.02.;37 ;32 ;39 ;44 ;10 ;36 ;25 ;80.316.794,00 ;2  x  ;3.000.000,00 ;11  x  ;275.967,20 ;665  x     ;13.587,40 ;53.898  x    ;167,60 ;1.234.407  x;10,50  
6.;11.02.;49 ;33 ;38 ;15 ;2 ;14 ;8 ;80.177.268,00 ;8  x  ;751.661,80 ;31  x  ;96.988,60 ;1.312  x     ;6.874,90 ;72.580  x    ;124,20 ;1.302.849  x;10,00  
7.;18.02.;41 ;46 ;19 ;3 ;39 ;7 ;29 ;79.266.310,00 ;6  x  ;990.828,80 ;57  x  ;52.148,80 ;2.008  x     ;4.440,90 ;101.726  x    ;87,60 ;1.721.554  x;7,40  
8.;25.02.;1 ;31 ;30 ;22 ;6 ;36 ;14 ;78.945.178,00 ;4  x  ;1.480.222,00 ;30  x  ;98.681,40 ;800  x     ;11.101,60 ;54.031  x    ;164,30 ;1.146.418  x;11,10  
9.;03.03.;32 ;21 ;44 ;25 ;45 ;28 ;1 ;81.903.539,00 ;7  x  ;877.537,90 ;15  x  ;204.758,80 ;1.033  x     ;8.919,70 ;65.923  x    ;139,70 ;1.366.904  x;9,70  
10.;10.03.;28 ;13 ;42 ;9 ;32 ;47 ;19 ;79.388.127,00 ;8  x  ;744.263,60 ;52  x  ;57.251,00 ;1.435  x     ;6.223,80 ;73.213  x    ;121,90 ;1.348.498  x;9,50  
11.;17.03.;45 ;47 ;6 ;24 ;32 ;22 ;4 ;78.887.108,00 ;1  x  ;3.000.000,00 ;18  x  ;326.377,70 ;895  x     ;9.915,90 ;59.783  x    ;148,40 ;1.203.615  x;10,60  
12.;24.03.;15 ;17 ;44 ;6 ;35 ;23 ;29 ;77.928.492,00 ;7  x  ;834.948,10 ;23  x  ;127.057,30 ;1.328  x     ;6.601,60 ;65.780  x    ;133,20 ;1.242.224  x;10,10  
13.;31.03.;31 ;21 ;43 ;8 ;13 ;14 ;40 ;78.793.460,00 ;3  x  ;1.969.836,50 ;28  x  ;105.526,90 ;924  x     ;9.593,30 ;61.827  x    ;143,30 ;1.268.142  x;10,00  
14.;07.04.;43 ;5 ;32 ;48 ;29 ;11 ;13 ;79.857.234,00 ;6  x  ;998.215,40 ;49  x  ;61.115,20 ;1.875  x     ;4.791,40 ;97.000  x    ;92,60 ;1.534.437  x;8,40  
15.;14.04.;20 ;16 ;21 ;1 ;47 ;32 ;3 ;78.338.683,00 ;3  x  ;1.958.467,00 ;20  x  ;146.885,00 ;972  x     ;9.066,90 ;61.983  x    ;142,10 ;1.243.077  x;10,20  
16.;21.04.;37 ;36 ;24 ;30 ;26 ;9 ;49 ;74.328.787,00 ;3  x  ;1.858.219,60 ;22  x  ;126.696,70 ;4.586  x     ;1.823,30 ;67.217  x    ;124,40 ;1.363.549  x;8,80  
17.;28.04.;18 ;12 ;5 ;37 ;47 ;33 ;8 ;74.604.610,00 ;9  x  ;621.705,00 ;42  x  ;66.611,20 ;2.440  x     ;3.439,70 ;102.162  x    ;82,10 ;1.540.156  x;7,80  
18.;05.05.;7 ;35 ;6 ;40 ;1 ;2 ;37 ;76.053.000,00 ;4  x  ;1.425.993,70 ;14  x  ;203.713,30 ;844  x     ;10.137,30 ;66.014  x    ;129,60 ;1.298.826  x;9,50  
19.;12.05.;47 ;24 ;23 ;26 ;4 ;31 ;17 ;77.458.369,00 ;2  x  ;2.904.688,80 ;40  x  ;72.617,20 ;938  x     ;9.290,00 ;67.438  x    ;129,20 ;1.393.286  x;9,00  
20.;19.05.;13 ;38 ;32 ;17 ;29 ;11 ;30 ;76.049.432,00 ;9  x  ;633.745,20 ;39  x  ;73.124,40 ;2.238  x     ;3.822,80 ;105.326  x    ;81,20 ;1.656.301  x;7,40  
21.;26.05.;35 ;1 ;27 ;21 ;41 ;34 ;10 ;75.720.838,00 ;4  x  ;1.419.765,70 ;26  x  ;109.212,70 ;881  x     ;9.669,20 ;60.280  x    ;141,30 ;1.232.600  x;9,90  
22.;02.06.;23 ;32 ;36 ;8 ;43 ;10 ;48 ;74.032.985,00 ;4  x  ;1.388.118,40 ;28  x  ;99.151,30 ;1.103  x     ;7.550,90 ;67.123  x    ;124,00 ;1.250.441  x;9,60  
23.;09.06.;41 ;14 ;7 ;1 ;5 ;45 ;15 ;76.427.188,00 ;4  x  ;1.433.009,70 ;25  x  ;114.640,70 ;974  x     ;8.827,50 ;62.757  x    ;137,00 ;1.251.532  x;9,90  
24.;16.06.;39 ;36 ;27 ;47 ;22 ;37 ;31 ;74.541.430,00 ;6  x  ;931.767,80 ;22  x  ;127.059,20 ;796  x     ;10.535,00 ;55.811  x    ;150,20 ;1.177.448  x;10,20  
25.;23.06.;25 ;36 ;22 ;35 ;6 ;2 ;7 ;72.854.276,00 ;4  x  ;1.366.017,60 ;37  x  ;73.838,70 ;1.025  x     ;7.996,20 ;60.870  x    ;134,60 ;1.189.766  x;9,90  
26.;30.06.;43 ;30 ;22 ;6 ;10 ;4 ;26 ;74.899.483,00 ;4  x  ;1.404.365,30 ;37  x  ;75.911,60 ;1.142  x     ;7.378,40 ;65.651  x    ;128,30 ;1.194.545  x;10,10  
27.;07.07.;46 ;18 ;10 ;48 ;35 ;26 ;31 ;74.909.426,00 ;4  x  ;1.404.551,70 ;34  x  ;82.620,60 ;1.176  x     ;7.166,00 ;67.996  x    ;123,90 ;1.240.645  x;9,80  
28.;14.07.;40 ;20 ;33 ;47 ;3 ;10 ;36 ;73.891.871,00 ;7  x  ;791.698,60 ;14  x  ;197.924,60 ;2.124  x     ;3.913,70 ;84.936  x    ;97,80 ;1.400.064  x;8,50  
29.;21.07.;16 ;10 ;4 ;35 ;14 ;46 ;34 ;74.034.647,00 ;2  x  ;2.776.299,20 ;26  x  ;106.780,70 ;861  x     ;9.673,50 ;55.462  x    ;150,10 ;1.101.075  x;10,90  
30.;28.07.;18 ;8 ;16 ;5 ;47 ;21 ;17 ;74.670.241,00 ;5  x  ;1.120.053,60 ;9  x  ;311.126,00 ;1.063  x     ;7.902,50 ;66.680  x    ;125,90 ;1.285.448  x;9,40  
31.;04.08.;37 ;31 ;39 ;12 ;29 ;45 ;11 ;73.165.123,00 ;2  x  ;2.743.692,10 ;19  x  ;144.404,80 ;1.377  x     ;5.977,50 ;66.020  x    ;124,60 ;1.189.475  x;9,90  
