"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1974
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1974;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;05.01.;17 ;38 ;8 ;37 ;31 ;22 ;47 ;48.058.668,00 ;5  x  ;500.000,00 ;26  x  ;134.897,40 ;1.215  x     ;4.944,30 ;75.142  x    ;79,90 ;1.583.953  x;3,75  
2.;12.01.;22 ;37 ;13 ;15 ;28 ;48 ;18 ;49.908.015,50 ;9  x  ;500.000,00 ;21  x  ;82.785,80 ;1.409  x     ;4.427,60 ;84.346  x    ;73,95 ;1.582.047  x;3,90  
3.;19.01.;44 ;4 ;41 ;29 ;21 ;15 ;24 ;50.225.708,00 ;7  x  ;500.000,00 ;31  x  ;89.619,75 ;1.494  x     ;4.202,25 ;79.122  x    ;79,30 ;1.492.067  x;4,20  
4.;26.01.;12 ;26 ;44 ;35 ;7 ;14 ;11 ;49.982.367,50 ;27  x  ;185.119,85 ;90  x  ;13.883,95 ;4.596  x     ;1.359,35 ;164.148  x    ;38,05 ;2.164.610  x;2,85  
5.;02.02.;1 ;20 ;38 ;12 ;39 ;30 ;34 ;51.136.485,50 ;5  x  ;500.000,00 ;17  x  ;228.944,70 ;1.149  x     ;5.563,15 ;71.090  x    ;89,90 ;1.530.345  x;4,15  
6.;09.02.;14 ;10 ;17 ;32 ;19 ;31 ;26 ;50.828.560,00 ;5  x  ;500.000,00 ;60  x  ;64.226,15 ;1.990  x     ;3.192,70 ;118.488  x    ;53,60 ;2.204.960  x;2,85  
7.;16.02.;26 ;46 ;2 ;3 ;33 ;25 ;31 ;51.100.699,00 ;9  x  ;500.000,00 ;53  x  ;35.614,85 ;1.692  x     ;3.775,15 ;98.609  x    ;64,75 ;1.926.769  x;3,30  
8.;23.02.;8 ;41 ;7 ;3 ;20 ;15 ;32 ;50.853.348,00 ;2  x  ;500.000,00 ;28  x  ;191.309,55 ;1.336  x     ;4.757,95 ;82.835  x    ;76,70 ;1.578.665  x;4,00  
9.;02.03.;49 ;22 ;17 ;8 ;3 ;2 ;13 ;51.074.547,00 ;6  x  ;500.000,00 ;31  x  ;109.171,55 ;1.456  x     ;4.384,80 ;94.730  x    ;67,35 ;1.887.489  x;3,35  
10.;09.03.;30 ;40 ;38 ;32 ;20 ;39 ;42 ;51.415.553,00 ;9  x  ;500.000,00 ;47  x  ;40.998,80 ;2.665  x     ;2.411,60 ;122.189  x    ;52,55 ;1.718.544  x;3,70  
11.;16.03.;31 ;8 ;26 ;7 ;5 ;40 ;44 ;51.721.422,50 ;4  x  ;500.000,00 ;34  x  ;131.328,75 ;1.435  x     ;4.505,35 ;89.344  x    ;72,35 ;1.753.583  x;3,65  
