Lotto 6 aus 49   am Samstag;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1990
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1990;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
25.;23.06.;36 ;40 ;1 ;44 ;19 ;25 ;48 ;98.876.658,00 ;5  x  ;1.483.149,80 ;29  x  ;127.857,70 ;1.265  x     ;8.793,30 ;76.965  x    ;144,50 ;1.588.208  x;10,10  
26.;30.06.;28 ;2 ;4 ;35 ;5 ;27 ;47 ;98.591.373,00 ;4  x  ;1.848.588,20 ;11  x  ;336.106,90 ;1.425  x     ;7.783,50 ;78.107  x    ;142,00 ;1.651.165  x;9,70  
27.;07.07.;43 ;20 ;48 ;42 ;10 ;4 ;33 ;98.939.447,00 ;1  x  ;7.420.458,50 ;47  x  ;78.941,00 ;1.274  x     ;8.736,80 ;81.279  x    ;136,90 ;1.570.659  x;10,20  
28.;14.07.;37 ;34 ;18 ;2 ;10 ;22 ;32 ;99.066.270,00 ;9  x  ;825.552,20 ;51  x  ;72.842,80 ;1.977  x     ;5.637,30 ;107.131  x    ;104,00 ;1.637.310  x;9,80  
29.;21.07.;20 ;27 ;34 ;43 ;24 ;47 ;41 ;96.897.704,00 ;7  x  ;1.038.189,60 ;23  x  ;157.985,30 ;1.176  x     ;9.269,50 ;69.430  x    ;157,00 ;1.378.932  x;11,40  
30.;28.07.;37 ;49 ;28 ;3 ;24 ;23 ;45 ;96.659.952,00 ;5  x  ;1.449.899,20 ;22  x  ;164.761,20 ;1.187  x     ;9.161,10 ;78.836  x    ;137,90 ;1.651.434  x;9,50  
31.;04.08.;30 ;10 ;25 ;29 ;14 ;12 ;38 ;97.509.929,00 ;7  x  ;1.044.749,20 ;43  x  ;85.037,70 ;1.957  x     ;5.605,40 ;97.603  x    ;112,30 ;1.716.717  x;9,20  
32.;11.08.;36 ;25 ;7 ;21 ;29 ;5 ;6 ;96.452.999,00 ;3  x  ;2.411.324,90 ;31  x  ;116.677,00 ;1.894  x     ;5.729,10 ;105.363  x    ;102,90 ;1.832.058  x;8,50  
33.;18.08.;37 ;35 ;1 ;17 ;48 ;4 ;3 ;96.503.312,00 ;1  x  ;7.237.748,40 ;18  x  ;201.048,50 ;1.409  x     ;7.705,10 ;79.199  x    ;137,00 ;1.553.087  x;10,00  
34.;25.08.;16 ;17 ;33 ;40 ;41 ;35 ;36 ;96.895.002,00 ;7  x  ;1.038.160,70 ;27  x  ;134.576,30 ;1.395  x     ;7.814,10 ;78.495  x    ;138,80 ;1.645.693  x;9,50  
35.;01.09.;20 ;11 ;34 ;39 ;24 ;9 ;1 ;109.570.320,00 ;73  x  ;112.572,20 ;83  x  ;49.504,60 ;5.634  x     ;2.187,90 ;164.109  x    ;75,10 ;2.315.982  x;7,60  
36.;08.09.;29 ;19 ;35 ;22 ;9 ;7 ;18 ;100.527.150,00 ;11  x  ;685.412,30 ;48  x  ;78.536,80 ;3.131  x     ;3.612,00 ;146.328  x    ;77,20 ;2.236.998  x;7,30  
37.;15.09.;24 ;2 ;32 ;21 ;26 ;42 ;43 ;100.029.448,00 ;7  x  ;1.071.744,00 ;47  x  ;79.810,70 ;1.964  x     ;5.729,70 ;114.319  x    ;98,40 ;2.018.494  x;8,00  
38.;22.09.;38 ;3 ;17 ;2 ;21 ;46 ;22 ;99.212.339,00 ;9  x  ;826.769,40 ;50  x  ;74.409,20 ;2.198  x     ;5.077,90 ;110.316  x    ;101,10 ;1.950.569  x;8,20  
39.;29.09.;22 ;47 ;31 ;37 ;16 ;46 ;34 ;99.711.602,00 ;10  x  ;747.837,00 ;35  x  ;106.833,80 ;1.460  x     ;7.683,20 ;75.884  x    ;147,80 ;1.539.436  x;10,50  
40.;06.10.;1 ;27 ;31 ;7 ;41 ;32 ;35 ;101.186.800,00 ;4  x  ;1.897.252,50 ;15  x  ;252.967,00 ;1.522  x     ;7.479,30 ;100.075  x    ;113,70 ;1.970.402  x;8,30  
41.;13.10.;13 ;9 ;46 ;40 ;22 ;11 ;39 ;103.200.431,00 ;5  x  ;1.548.006,40 ;28  x  ;138.214,80 ;1.304  x     ;8.903,40 ;87.737  x    ;132,30 ;1.773.042  x;9,40  
42.;20.10.;43 ;46 ;15 ;24 ;34 ;25 ;18 ;99.807.971,00 ;1  x  ;7.485.597,80 ;11  x  ;340.254,40 ;1.053  x     ;10.663,20 ;70.312  x    ;159,60 ;1.461.619  x;11,00  
