"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1980
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
37.;13.09.;34 ;37 ;12 ;41 ;19 ;11 ;27 ;82.681.982,50 ;9  x  ;689.016,50 ;111  x  ;27.933,10 ;3.420  x     ;2.719,80 ;180.860  x    ;51,40 ;3.218.693  x;4,10  
38.;20.09.;32 ;2 ;12 ;6 ;43 ;23 ;27 ;84.883.929,50 ;20  x  ;318.314,70 ;117  x  ;27.206,30 ;4.104  x     ;2.326,80 ;193.586  x    ;49,30 ;3.247.634  x;4,20  
39.;27.09.;21 ;22 ;45 ;33 ;13 ;48 ;40 ;82.267.235,50 ;12  x  ;514.170,20 ;79  x  ;39.050,90 ;3.605  x     ;2.567,20 ;192.044  x    ;48,10 ;3.137.478  x;4,20  
40.;04.10.;10 ;37 ;12 ;46 ;30 ;29 ;34 ;82.828.437,50 ;4  x  ;1.500.000,00 ;30  x  ;110.621,00 ;1.772  x     ;5.258,50 ;119.740  x    ;77,80 ;2.542.434  x;5,20  
41.;11.10.;35 ;18 ;31 ;28 ;22 ;49 ;1 ;83.073.133,00 ;12  x  ;519.215,90 ;76  x  ;40.990,00 ;2.653  x     ;3.522,70 ;158.921  x    ;58,80 ;3.014.975  x;4,40  
42.;18.10.;31 ;48 ;17 ;8 ;4 ;37 ;11 ;87.076.641,50 ;14  x  ;466.482,00 ;61  x  ;53.530,70 ;3.278  x     ;2.988,40 ;168.958  x    ;57,90 ;3.027.937  x;4,60  
43.;25.10.;40 ;8 ;23 ;21 ;5 ;7 ;27 ;84.150.121,00 ;10  x  ;631.125,90 ;65  x  ;48.548,10 ;3.079  x     ;3.074,60 ;173.475  x    ;54,50 ;3.252.020  x;4,20  
44.;01.11.;26 ;27 ;32 ;22 ;19 ;21 ;13 ;85.179.160,00 ;18  x  ;354.913,10 ;49  x  ;65.188,10 ;2.667  x     ;3.593,00 ;165.933  x    ;57,70 ;3.406.527  x;4,00  
45.;08.11.;15 ;36 ;12 ;16 ;30 ;13 ;41 ;85.521.171,50 ;7  x  ;916.298,20 ;30  x  ;106.901,40 ;1.612  x     ;5.968,40 ;129.337  x    ;74,30 ;2.732.320  x;5,00  
46.;15.11.;21 ;16 ;9 ;25 ;44 ;1 ;37 ;87.589.405,50 ;4  x  ;1.500.000,00 ;70  x  ;55.054,40 ;2.544  x     ;3.873,30 ;182.568  x    ;53,90 ;3.508.310  x;4,00  
47.;22.11.;30 ;5 ;45 ;21 ;26 ;31 ;47 ;87.245.993,50 ;6  x  ;1.090.574,90 ;31  x  ;105.539,50 ;2.444  x     ;4.016,00 ;155.930  x    ;62,90 ;3.052.394  x;4,60  
48.;29.11.;25 ;2 ;38 ;10 ;30 ;41 ;27 ;89.620.484,50 ;28  x  ;240.054,80 ;165  x  ;20.368,20 ;4.467  x     ;2.256,50 ;198.576  x    ;50,70 ;3.276.715  x;4,40  
49.;06.12.;14 ;12 ;42 ;38 ;49 ;36 ;6 ;94.477.307,00 ;9  x  ;787.310,80 ;81  x  ;43.739,40 ;2.982  x     ;3.564,20 ;170.403  x    ;62,30 ;3.195.243  x;4,80  
50.;13.12.;18 ;49 ;8 ;33 ;4 ;47 ;13 ;91.377.870,00 ;13  x  ;527.180,00 ;89  x  ;38.501,90 ;3.047  x     ;3.373,80 ;162.599  x    ;63,20 ;3.035.255  x;4,80  
51.;20.12.;6 ;40 ;33 ;32 ;3 ;8 ;25 ;90.614.087,00 ;11  x  ;617.830,30 ;60  x  ;56.633,80 ;2.008  x     ;5.076,70 ;139.372  x    ;73,10 ;3.148.817  x;4,60  
52.;27.12.;43 ;16 ;27 ;4 ;21 ;14 ;37 ;81.524.278,50 ;8  x  ;764.290,10 ;82  x  ;37.282,40 ;2.642  x     ;3.471,40 ;154.271  x    ;59,40 ;2.826.521  x;4,60  
;;;;;;;;;;;;;;;;;;;
