LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2007;;;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));;;;;;
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;;;;;;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;;;;;;;
VA;2007;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;;;;;;
23.;06.06.;MI;45;12;29;25;4;44;30;0;28.299.756,75  ;JP;8.420.896,90  ;4  x  ;282.997,50  ;11  x  ;64.317,60  ;571  x  ;3.221,50  ;1.598  x  ;177,00  ;32.726  x  ;43,20  ;43.757  x  ;25,80  ;601.912  x  ;10,30  ;;;;;;
;09.06.;SA;23;42;31;32;22;19;30;1;63.506.973,00  ;JP;11.596.245,50  ;1  x  ;2.540.278,90  ;13  x  ;122.128,70  ;1.131  x  ;3.649,80  ;2.391  x  ;265,60  ;70.147  x  ;45,20  ;74.185  x  ;34,20  ;1.404.540  x  ;9,90  ;;;;;;
24.;13.06.;MI;6;23;16;38;45;3;36;6;34.751.259,75  ;1  x  ;13.333.808,40  ;2  x  ;695.025,10  ;20  x  ;43.439,00  ;734  x  ;3.077,40  ;1.604  x  ;216,60  ;41.088  x  ;42,20  ;48.615  x  ;28,50  ;792.098  x  ;9,60  ;;;;;;
;16.06.;SA;2;18;49;26;34;39;13;0;58.026.682,50  ;JP;2.901.334,10  ;2  x  ;1.160.533,60  ;52  x  ;27.897,40  ;1.755  x  ;2.149,10  ;4.415  x  ;131,40  ;86.995  x  ;33,30  ;106.921  x  ;21,70  ;1.303.744  x  ;9,70  ;;;;;;
25.;20.06.;MI;17;11;39;12;3;7;36;8;24.876.842,25  ;JP;4.145.176,20  ;1  x  ;995.073,60  ;13  x  ;47.840,00  ;962  x  ;1.680,80  ;1.529  x  ;162,70  ;53.737  x  ;23,50  ;41.236  x  ;23,50  ;817.042  x  ;6,60  ;;;;;;
;23.06.;SA;25;41;33;10;36;29;23;3;59.421.503,25  ;JP;7.116.251,30  ;2  x  ;1.188.430,00  ;25  x  ;59.421,50  ;1.081  x  ;3.572,90  ;2.929  x  ;202,80  ;65.623  x  ;45,20  ;88.896  x  ;26,70  ;1.260.601  x  ;10,30  ;;;;;;
26.;27.06.;MI;3;34;4;10;8;17;15;1;30.023.392,50  ;JP;8.617.420,90  ;1  x  ;1.200.935,70  ;25  x  ;30.023,30  ;702  x  ;2.779,90  ;1.728  x  ;173,70  ;42.206  x  ;35,50  ;44.408  x  ;27,00  ;757.976  x  ;8,70  ;;;;;;
;30.06.;SA;31;2;36;1;16;5;6;9;66.819.285,75  ;JP;11.958.385,10  ;JP;2.672.771,40  ;31  x  ;53.886,50  ;999  x  ;4.347,60  ;3.765  x  ;177,40  ;67.215  x  ;49,70  ;144.275  x  ;18,50  ;1.345.565  x  ;10,90  ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Veranstaltung 2007;;;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));;;;;;
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;;;;;;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;;;;;;;
VA;2007;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;;;;;;
27.;04.07.;MI;21;24;30;16;20;38;7;3;37.041.869,25  ;JP;13.810.478,50  ;2  x  ;2.077.223,00  ;20  x  ;46.302,30  ;644  x  ;3.738,60  ;1.915  x  ;193,40  ;41.213  x  ;44,90  ;61.063  x  ;24,20  ;774.365  x  ;10,50  ;;;;;;
;07.07.;SA;23;27;11;8;34;25;47;7;75.802.517,25  ;1  x  ;17.600.604,30  ;5  x  ;606.420,10  ;25  x  ;75.802,50  ;2.153  x  ;2.288,50  ;4.871  x  ;155,60  ;116.023  x  ;32,60  ;134.661  x  ;22,50  ;1.904.662  x  ;8,70  ;;;;;;
28.;11.07.;MI;47;6;15;49;28;46;14;8;25.619.416,50  ;JP;1.280.970,80  ;JP;1.024.776,60  ;11  x  ;58.225,90  ;458  x  ;3.635,90  ;1.140  x  ;224,70  ;23.633  x  ;54,20  ;31.763  x  ;32,20  ;475.137  x  ;11,80  ;;;;;;
;14.07.;SA;33;10;9;3;23;11;16;5;60.043.272,75  ;1  x  ;4.283.134,40  ;6  x  ;571.084,50  ;40  x  ;37.527,00  ;2.235  x  ;1.746,20  ;4.695  x  ;127,80  ;124.199  x  ;24,10  ;119.153  x  ;20,10  ;1.954.969  x  ;6,70  ;;;;;;
29.;18.07.;MI;36;39;27;20;4;24;33;5;23.836.374,00  ;JP;1.191.818,70  ;2  x  ;476.727,40  ;8  x  ;74.488,60  ;635  x  ;2.439,90  ;1.629  x  ;146,30  ;29.166  x  ;40,80  ;42.466  x  ;22,40  ;500.057  x  ;10,40  ;;;;;;
