SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2015
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2015;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
1.;31.12.;MI;9;9;6;4;4;3;2.832.810,00   ;unbesetzt;21  x   ;225  x   ;2.224  x   ;21.622  x   ;223.892  x   
;03.01.;SA;7;4;2;3;0;6;5.587.725,00   ;6  x   ;39  x   ;339  x   ;3.570  x   ;35.234  x   ;420.722  x   
2.;07.01.;MI;8;2;5;4;9;0;2.465.082,50   ;1  x   ;11  x   ;129  x   ;1.226  x   ;12.025  x   ;134.779  x   
;10.01.;SA;1;7;8;6;2;4;5.724.182,50   ;3  x   ;35  x   ;421  x   ;4.010  x   ;39.417  x   ;387.797  x   
3.;14.01.;MI;7;6;8;2;1;9;2.311.041,25   ;2  x   ;19  x   ;124  x   ;1.461  x   ;14.189  x   ;151.286  x   
;17.01.;SA;0;4;4;7;0;9;5.449.541,25   ;4  x   ;30  x   ;320  x   ;3.282  x   ;32.392  x   ;372.875  x   
4.;21.01.;MI;0;2;3;2;6;2;2.257.018,75   ;2  x   ;15  x   ;163  x   ;1.460  x   ;14.791  x   ;148.470  x   
;24.01.;SA;4;2;5;6;4;8;5.358.068,75   ;4  x   ;49  x   ;465  x   ;4.592  x   ;44.508  x   ;433.572  x   
5.;28.01.;MI;6;1;3;3;0;4;2.228.645,00   ;3  x   ;12  x   ;128  x   ;1.365  x   ;13.563  x   ;152.326  x   
;31.01.;SA;2;3;2;9;0;3;5.451.280,00   ;5  x   ;41  x   ;343  x   ;3.436  x   ;33.679  x   ;411.665  x   
6.;04.02.;MI;6;2;6;5;3;0;2.378.012,50   ;2  x   ;9  x   ;127  x   ;1.256  x   ;12.369  x   ;128.924  x   
;07.02.;SA;1;7;9;7;0;2;5.566.775,00   ;1  x   ;31  x   ;322  x   ;3.407  x   ;32.559  x   ;370.477  x   
7.;11.02.;MI;6;0;0;4;0;9;2.510.500,00   ;unbesetzt;11  x   ;136  x   ;1.428  x   ;14.945  x   ;166.939  x   
;14.02.;SA;0;6;4;9;5;2;5.871.931,25   ;6  x   ;37  x   ;434  x   ;4.301  x   ;40.979  x   ;386.424  x   
8.;18.02.;MI;8;9;7;0;3;6;2.687.068,75   ;1  x   ;15  x   ;186  x   ;1.863  x   ;20.170  x   ;202.338  x   
;21.02.;SA;9;9;4;0;1;2;5.983.172,50   ;4  x   ;36  x   ;355  x   ;3.957  x   ;40.952  x   ;398.942  x   
9.;25.02.;MI;5;7;2;5;8;9;2.310.312,50   ;4  x   ;19  x   ;160  x   ;1.471  x   ;14.622  x   ;151.827  x   
;28.02.;SA;2;1;6;5;0;2;5.503.681,25   ;5  x   ;30  x   ;337  x   ;3.337  x   ;32.975  x   ;373.397  x   
10.;04.03.;MI;9;6;8;7;5;5;2.431.165,00   ;2  x   ;24  x   ;221  x   ;2.347  x   ;24.273  x   ;204.171  x   
;07.03.;SA;2;1;8;5;0;8;5.406.243,75   ;5  x   ;35  x   ;378  x   ;3.446  x   ;35.341  x   ;446.232  x   
11.;11.03.;MI;7;1;2;0;1;5;2.318.431,25   ;4  x   ;30  x   ;201  x   ;1.732  x   ;19.436  x   ;200.113  x   
;14.03.;SA;4;0;3;7;6;1;5.541.618,75   ;3  x   ;42  x   ;337  x   ;3.368  x   ;34.901  x   ;336.872  x   
12.;18.03.;MI;1;1;2;1;9;2;2.229.526,25   ;unbesetzt;20  x   ;159  x   ;1.392  x   ;13.771  x   ;147.875  x   
;21.03.;SA;2;9;8;0;3;3;5.281.881,25   ;9  x   ;35  x   ;364  x   ;3.561  x   ;39.696  x   ;395.228  x   
13.;25.03.;MI;9;5;1;4;6;3;2.191.366,25   ;2  x   ;24  x   ;156  x   ;1.836  x   ;18.351  x   ;174.574  x   
;28.03.;SA;5;7;0;7;8;9;5.281.843,75   ;4  x   ;32  x   ;374  x   ;3.671  x   ;35.724  x   ;362.982  x   
14.;01.04.;MI;9;1;4;4;2;5;2.340.705,00   ;1  x   ;21  x   ;205  x   ;2.055  x   ;20.379  x   ;202.257  x   
;04.04.;SA;4;0;1;0;1;0;5.536.970,00   ;8  x   ;34  x   ;287  x   ;2.819  x   ;29.250  x   ;294.049  x   
15.;08.04.;MI;5;9;9;7;7;1;2.347.783,75   ;1  x   ;16  x   ;124  x   ;1.424  x   ;14.125  x   ;145.819  x   
;11.04.;SA;0;2;7;8;2;2;5.546.536,25   ;5  x   ;29  x   ;371  x   ;3.695  x   ;37.466  x   ;367.861  x   
16.;15.04.;MI;0;8;3;5;9;6;2.562.002,50   ;2  x   ;29  x   ;196  x   ;1.744  x   ;18.101  x   ;193.741  x   
;18.04.;SA;9;8;0;4;0;4;5.803.110,00   ;8  x   ;43  x   ;389  x   ;3.707  x   ;34.445  x   ;393.603  x   
17.;22.04.;MI;2;2;5;9;6;7;2.806.978,75   ;2  x   ;19  x   ;241  x   ;2.424  x   ;23.373  x   ;237.452  x   
;25.04.;SA;0;1;9;0;9;1;6.105.501,25   ;4  x   ;29  x   ;368  x   ;3.532  x   ;35.804  x   ;379.329  x   
18.;29.04.;MI;7;3;6;1;1;6;3.063.345,00   ;3  x   ;21  x   ;256  x   ;2.040  x   ;22.040  x   ;233.447  x   
;02.05.;SA;7;8;7;5;9;0;6.426.565,00   ;3  x   ;31  x   ;347  x   ;3.350  x   ;32.439  x   ;349.728  x   
19.;06.05.;MI;7;2;9;3;5;7;2.411.128,75   ;1  x   ;21  x   ;189  x   ;2.139  x   ;20.729  x   ;206.238  x   
;09.05.;SA;4;3;5;8;6;7;5.896.521,25   ;8  x   ;39  x   ;463  x   ;5.013  x   ;50.721  x   ;509.094  x   
20.;13.05.;MI;6;0;5;2;6;9;2.476.173,75   ;1  x   ;21  x   ;197  x   ;1.812  x   ;17.983  x   ;162.471  x   
;16.05.;SA;8;1;6;3;9;4;5.683.805,00   ;4  x   ;33  x   ;380  x   ;3.461  x   ;35.257  x   ;382.104  x   
21.;20.05.;MI;4;6;2;7;7;6;2.490.712,50   ;unbesetzt;20  x   ;170  x   ;1.752  x   ;18.979  x   ;189.777  x   
;23.05.;SA;3;9;0;9;2;0;5.627.258,75   ;5  x   ;31  x   ;266  x   ;2.835  x   ;28.199  x   ;300.182  x   
22.;27.05.;MI;0;5;4;4;8;3;2.201.075,00   ;3  x   ;23  x   ;166  x   ;1.754  x   ;17.682  x   ;175.153  x   
;30.05.;SA;5;2;2;3;3;6;5.322.760,00   ;2  x   ;48  x   ;399  x   ;3.952  x   ;40.856  x   ;398.446  x   
23.;03.06.;MI;5;7;5;5;7;0;2.348.952,50   ;1  x   ;14  x   ;133  x   ;1.303  x   ;12.143  x   ;126.586  x   
;06.06.;SA;0;7;6;5;9;5;5.274.912,50   ;5  x   ;51  x   ;435  x   ;4.168  x   ;41.989  x   ;456.409  x   
24.;10.06.;MI;7;0;6;6;5;6;2.390.103,75   ;4  x   ;19  x   ;173  x   ;1.986  x   ;19.523  x   ;181.555  x   
;13.06.;SA;3;9;3;8;4;9;5.440.546,25   ;6  x   ;38  x   ;362  x   ;3.871  x   ;37.527  x   ;371.135  x   
25.;17.06.;MI;5;3;5;3;7;4;2.530.061,25   ;1  x   ;20  x   ;144  x   ;1.616  x   ;16.947  x   ;169.332  x   
;20.06.;SA;5;8;4;0;9;4;5.641.056,25   ;4  x   ;30  x   ;355  x   ;3.367  x   ;35.443  x   ;380.325  x   
26.;24.06.;MI;5;0;0;1;7;1;2.691.038,75   ;unbesetzt;10  x   ;155  x   ;1.616  x   ;16.413  x   ;166.652  x   
;27.06.;SA;1;0;5;1;7;0;5.790.921,25   ;3  x   ;37  x   ;316  x   ;3.140  x   ;31.344  x   ;317.015  x   
;;;;;;;Gewinne Gesamt;;;167   ;1.429   ;13.991   ;139.574   ;1.401.641   ;14.574.459   
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 53. Kalenderwoche 2015
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2015;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
27.;01.07.;MI;9;9;4;0;2;9;2.869.770,00   ;1  x   ;18  x   ;179  x   ;1.782  x   ;19.315  x   ;191.131  x   
;04.07.;SA;5;5;0;7;0;6;5.928.673,75   ;3  x   ;28  x   ;368  x   ;3.773  x   ;38.395  x   ;453.998  x   
28.;08.07.;MI;6;4;5;0;5;1;3.708.207,50   ;4  x   ;21  x   ;215  x   ;2.223  x   ;24.097  x   ;232.080  x   
;11.07.;SA;4;7;5;2;8;8;5.478.778,75   ;5  x   ;42  x   ;481  x   ;4.417  x   ;47.809  x   ;437.872  x   
29.;15.07.;MI;3;8;6;3;3;3;2.288.876,25   ;2  x   ;18  x   ;212  x   ;2.584  x   ;17.560  x   ;177.883  x   
;20.07.;SA;4;6;5;3;1;4;5.247.318,75   ;4  x   ;36  x   ;368  x   ;3.440  x   ;34.840  x   ;349.450  x   
30.;22.07.;MI;1;8;7;5;0;4;2.213.516,25   ;1  x   ;13  x   ;129  x   ;1.304  x   ;13.722  x   ;149.665  x   
;25.07.;SA;9;2;8;0;8;9;5.218.305,00   ;3  x   ;44  x   ;318  x   ;3.230  x   ;35.556  x   ;354.401  x   
31.;29.07.;MI;2;0;1;2;3;0;2.299.157,50   ;2  x   ;17  x   ;127  x   ;1.233  x   ;12.572  x   ;130.126  x   
;01.08.;SA;1;2;8;7;4;2;5.361.283,75   ;4  x   ;35  x   ;355  x   ;3.615  x   ;35.835  x   ;353.824  x   
32.;05.08.;MI;8;8;2;3;0;4;2.454.003,75   ;1  x   ;15  x   ;157  x   ;1.526  x   ;15.181  x   ;165.919  x   
;08.08.;SA;9;1;6;1;1;7;5.449.612,50   ;2  x   ;36  x   ;496  x   ;4.406  x   ;46.301  x   ;470.591  x   
33.;12.08.;MI;6;5;1;2;2;2;2.226.328,75   ;2  x   ;22  x   ;177  x   ;1.942  x   ;15.251  x   ;145.253  x   
;15.08.;SA;5;0;6;4;2;1;5.117.437,50   ;unbesetzt;39  x   ;306  x   ;3.258  x   ;31.631  x   ;306.765  x   
34.;19.08.;MI;6;0;7;6;8;2;2.274.670,00   ;3  x   ;18  x   ;140  x   ;1.526  x   ;14.468  x   ;150.442  x   
;22.08.;SA;7;0;8;0;4;4;5.236.302,50   ;4  x   ;40  x   ;322  x   ;3.391  x   ;36.027  x   ;353.222  x   
35.;26.08.;MI;2;5;8;6;0;7;2.391.072,50   ;1  x   ;10  x   ;181  x   ;1.640  x   ;17.983  x   ;208.612  x   
;29.08.;SA;2;0;0;1;4;0;5.478.083,75   ;3  x   ;28  x   ;279  x   ;2.904  x   ;29.410  x   ;300.008  x   
36.;02.09.;MI;7;6;1;6;6;3;2.599.818,75   ;4  x   ;17  x   ;186  x   ;1.961  x   ;21.085  x   ;201.375  x   
;05.09.;SA;5;9;0;1;7;9;5.767.055,00   ;unbesetzt;42  x   ;421  x   ;4.224  x   ;40.401  x   ;397.570  x   
37.;09.09.;MI;0;8;6;9;3;1;2.780.493,75   ;1  x   ;13  x   ;167  x   ;1.653  x   ;17.391  x   ;170.561  x   
;12.09.;SA;8;5;6;2;4;4;5.911.807,50   ;6  x   ;30  x   ;400  x   ;4.034  x   ;40.963  x   ;400.662  x   
38.;16.09.;MI;3;4;3;2;9;3;3.156.045,00   ;3  x   ;29  x   ;213  x   ;2.171  x   ;21.880  x   ;246.349  x   
;19.09.;SA;7;1;5;5;7;0;6.518.891,25   ;4  x   ;33  x   ;375  x   ;3.640  x   ;36.165  x   ;363.830  x   
39.;23.09.;MI;4;9;4;7;9;7;4.352.668,75   ;6  x   ;34  x   ;372  x   ;3.316  x   ;33.288  x   ;364.514  x   
;26.09.;SA;5;9;8;5;8;8;5.583.667,50   ;4  x   ;48  x   ;485  x   ;4.518  x   ;48.158  x   ;440.431  x   
40.;30.09.;MI;0;6;1;3;3;3;2.435.785,00   ;3  x   ;28  x   ;282  x   ;2.719  x   ;18.555  x   ;188.482  x   
;03.10.;SA;4;2;0;7;2;1;5.177.681,25   ;7  x   ;37  x   ;315  x   ;3.326  x   ;31.882  x   ;308.715  x   
41.;07.10.;MI;0;6;6;8;3;2;2.288.667,50   ;1  x   ;15  x   ;140  x   ;1.498  x   ;15.266  x   ;151.284  x   
;10.10.;SA;2;5;6;9;3;2;5.369.791,25   ;5  x   ;46  x   ;356  x   ;3.564  x   ;35.792  x   ;352.820  x   
42.;14.10.;MI;7;8;6;4;3;1;2.367.161,25   ;5  x   ;11  x   ;161  x   ;1.500  x   ;14.660  x   ;143.239  x   
;17.10.;SA;9;0;3;0;7;2;5.391.926,25   ;4  x   ;27  x   ;337  x   ;3.360  x   ;36.079  x   ;354.976  x   
43.;21.10.;MI;6;1;8;7;7;2;2.461.643,75   ;3  x   ;16  x   ;170  x   ;1.681  x   ;16.742  x   ;166.102  x   
;24.10.;SA;1;9;7;4;9;9;5.530.637,50   ;7  x   ;38  x   ;368  x   ;3.792  x   ;38.180  x   ;388.702  x   
44.;28.10.;MI;9;3;2;6;7;3;2.607.146,25   ;2  x   ;24  x   ;201  x   ;2.048  x   ;20.208  x   ;202.828  x   
;31.10.;SA;9;9;6;4;8;3;5.378.605,00   ;2  x   ;50  x   ;485  x   ;4.086  x   ;39.606  x   ;399.155  x   
45.;04.11.;MI;2;4;6;2;8;9;2.285.325,00   ;1  x   ;14  x   ;138  x   ;1.470  x   ;15.043  x   ;155.357  x   
