SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2009;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI;;;;
KW;2009;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro;;;;
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;;;;
1.;31.12.;MI;3;9;7;7;4;6;4.488.322,50   ;unbesetzt;34  x   ;387  x   ;3.623  x   ;36.374  x   ;343.138  x   ;;;;
;03.01.;SA;4;1;6;7;5;2;8.357.126,25   ;4  x   ;67  x   ;580  x   ;5.811  x   ;56.748  x   ;535.477  x   ;;;;
2.;07.01.;MI;1;4;2;9;6;1;3.835.858,75   ;1  x   ;29  x   ;265  x   ;2.597  x   ;25.202  x   ;241.511  x   ;;;;
;10.01.;SA;1;8;4;4;1;0;8.640.252,50   ;8  x   ;44  x   ;450  x   ;4.873  x   ;48.014  x   ;490.901  x   ;;;;
3.;14.01.;MI;6;1;9;7;8;3;4.456.121,25   ;5  x   ;34  x   ;310  x   ;3.288  x   ;32.171  x   ;332.061  x   ;;;;
;17.01.;SA;2;7;0;8;6;2;9.557.483,75   ;4  x   ;67  x   ;657  x   ;6.453  x   ;63.294  x   ;625.494  x   ;;;;
4.;21.01.;MI;4;3;8;0;9;5;5.855.507,50   ;5  x   ;38  x   ;445  x   ;4.505  x   ;47.054  x   ;484.195  x   ;;;;
;24.01.;SA;9;6;4;3;4;2;12.071.845,00   ;12  x   ;76  x   ;864  x   ;8.355  x   ;81.504  x   ;809.724  x   ;;;;
5.;28.01.;MI;9;2;7;8;4;0;9.646.940,00   ;6  x   ;54  x   ;617  x   ;5.987  x   ;59.522  x   ;596.547  x   ;;;;
;31.01.;SA;1;8;2;4;8;8;17.840.583,75   ;13  x   ;147  x   ;1.387  x   ;14.157  x   ;138.927  x   ;1.361.633  x   ;;;;
6.;04.02.;MI;2;1;8;0;3;1;4.617.627,50   ;4  x   ;33  x   ;291  x   ;2.976  x   ;30.343  x   ;298.777  x   ;;;;
;07.02.;SA;5;4;5;0;6;0;8.614.642,50   ;4  x   ;43  x   ;460  x   ;4.784  x   ;49.500  x   ;491.210  x   ;;;;
7.;11.02.;MI;0;9;4;3;6;5;3.585.381,25   ;4  x   ;27  x   ;326  x   ;3.281  x   ;31.667  x   ;306.224  x   ;;;;
;14.02.;SA;9;9;0;8;3;8;8.315.517,50   ;6  x   ;81  x   ;708  x   ;6.933  x   ;68.942  x   ;671.024  x   ;;;;
8.;18.02.;MI;4;8;3;5;2;2;3.851.012,50   ;2  x   ;35  x   ;297  x   ;2.738  x   ;26.719  x   ;251.609  x   ;;;;
;21.02.;SA;8;3;2;2;0;9;8.120.321,25   ;8  x   ;58  x   ;505  x   ;5.082  x   ;50.529  x   ;580.691  x   ;;;;
9.;25.02.;MI;2;6;8;8;1;7;3.414.006,25   ;4  x   ;18  x   ;254  x   ;2.736  x   ;26.337  x   ;271.892  x   ;;;;
;28.02.;SA;2;6;1;7;9;1;8.236.428,75   ;2  x   ;46  x   ;487  x   ;4.966  x   ;48.664  x   ;517.288  x   ;;;;
10.;04.03.;MI;1;5;5;4;2;2;3.326.208,75   ;2  x   ;16  x   ;231  x   ;2.314  x   ;23.332  x   ;213.188  x   ;;;;
;07.03.;SA;1;2;9;8;7;7;7.930.037,50   ;6  x   ;55  x   ;648  x   ;6.863  x   ;73.332  x   ;638.966  x   ;;;;
11.;11.03.;MI;2;5;0;8;8;8;3.463.130,00   ;3  x   ;31  x   ;434  x   ;4.438  x   ;29.184  x   ;273.027  x   ;;;;
;14.03.;SA;8;9;5;1;8;7;8.233.808,75   ;8  x   ;56  x   ;636  x   ;6.579  x   ;64.829  x   ;677.648  x   ;;;;
12.;18.03.;MI;5;6;1;7;1;5;3.788.150,00   ;2  x   ;24  x   ;300  x   ;3.103  x   ;30.795  x   ;324.997  x   ;;;;
;21.03.;SA;0;8;3;3;8;5;8.538.066,25   ;5  x   ;62  x   ;694  x   ;7.233  x   ;71.790  x   ;736.845  x   ;;;;
13.;25.03.;MI;7;7;8;4;6;3;3.214.892,50   ;2  x   ;30  x   ;247  x   ;2.355  x   ;23.488  x   ;233.613  x   ;;;;
;28.03.;SA;8;6;3;1;6;3;7.663.797,50   ;6  x   ;67  x   ;530  x   ;5.720  x   ;56.352  x   ;551.423  x   ;;;;
14.;01.04.;MI;8;4;3;1;1;7;3.395.202,50   ;4  x   ;23  x   ;250  x   ;2.632  x   ;26.931  x   ;275.272  x   ;;;;
;04.04.;SA;6;7;3;7;9;4;7.471.113,75   ;2  x   ;44  x   ;462  x   ;4.544  x   ;46.281  x   ;491.447  x   ;;;;
15.;08.04.;MI;5;6;4;5;3;7;3.259.541,25   ;2  x   ;22  x   ;278  x   ;2.623  x   ;25.562  x   ;267.822  x   ;;;;
;11.04.;SA;3;1;5;2;8;6;7.586.457,50   ;5  x   ;57  x   ;559  x   ;5.541  x   ;54.871  x   ;560.015  x   ;;;;
16.;15.04.;MI;0;0;5;0;5;8;3.215.633,75   ;unbesetzt;13  x   ;263  x   ;2.496  x   ;27.041  x   ;257.988  x   ;;;;
;18.04.;SA;9;5;1;7;5;2;8.090.506,25   ;5  x   ;51  x   ;554  x   ;5.703  x   ;56.068  x   ;528.302  x   ;;;;
17.;22.04.;MI;0;3;1;2;2;0;3.987.493,75   ;1  x   ;28  x   ;214  x   ;2.411  x   ;22.729  x   ;239.313  x   ;;;;
;25.04.;SA;4;2;5;1;5;1;8.803.546,25   ;7  x   ;59  x   ;573  x   ;5.811  x   ;58.584  x   ;557.206  x   ;;;;
18.;29.04.;MI;6;3;5;3;5;4;3.186.310,00   ;1  x   ;23  x   ;220  x   ;2.128  x   ;21.852  x   ;206.847  x   ;;;;
;02.05.;SA;4;0;2;0;6;4;7.387.898,75   ;4  x   ;35  x   ;455  x   ;4.801  x   ;50.281  x   ;478.882  x   ;;;;
19.;06.05.;MI;6;6;8;4;5;9;3.309.875,00   ;3  x   ;27  x   ;221  x   ;2.389  x   ;23.055  x   ;225.598  x   ;;;;
;09.05.;SA;6;6;8;1;4;4;7.459.867,50   ;7  x   ;45  x   ;506  x   ;4.944  x   ;51.577  x   ;485.447  x   ;;;;
20.;13.05.;MI;8;1;0;2;8;0;3.035.587,50   ;4  x   ;21  x   ;160  x   ;1.719  x   ;17.347  x   ;178.612  x   ;;;;
;16.05.;SA;8;6;0;2;2;9;7.331.272,50   ;9  x   ;55  x   ;503  x   ;5.020  x   ;51.944  x   ;517.638  x   ;;;;
21.;20.05.;MI;5;6;0;9;0;7;3.175.153,75   ;4  x   ;23  x   ;221  x   ;2.251  x   ;22.900  x   ;264.596  x   ;;;;
;23.05.;SA;5;9;9;6;1;1;7.310.988,75   ;2  x   ;53  x   ;432  x   ;4.688  x   ;47.149  x   ;458.461  x   ;;;;
22.;27.05.;MI;5;0;4;7;6;7;3.346.460,00   ;3  x   ;35  x   ;287  x   ;2.766  x   ;26.774  x   ;276.515  x   ;;;;
;30.05.;SA;5;9;7;9;3;7;8.447.268,75   ;7  x   ;79  x   ;710  x   ;6.781  x   ;68.373  x   ;700.954  x   ;;;;
23.;03.06.;MI;9;3;9;5;2;5;3.064.203,75   ;1  x   ;32  x   ;264  x   ;2.633  x   ;27.285  x   ;263.830  x   ;;;;
;06.06.;SA;4;0;8;9;8;3;7.482.253,75   ;7  x   ;50  x   ;531  x   ;5.343  x   ;52.005  x   ;544.788  x   ;;;;
24.;10.06.;MI;6;2;0;8;8;6;3.089.760,00   ;4  x   ;11  x   ;219  x   ;2.241  x   ;22.712  x   ;231.360  x   ;;;;
;13.06.;SA;7;4;4;2;6;7;7.214.618,75   ;6  x   ;46  x   ;604  x   ;5.946  x   ;59.460  x   ;606.692  x   ;;;;
25.;17.06.;MI;2;0;0;3;5;2;2.972.553,75   ;1  x   ;15  x   ;225  x   ;2.034  x   ;20.477  x   ;190.595  x   ;;;;
;20.06.;SA;1;4;9;9;7;6;7.311.265,00   ;6  x   ;63  x   ;514  x   ;5.406  x   ;52.801  x   ;537.492  x   ;;;;
26.;24.06.;MI;1;4;8;5;5;5;2.955.782,50   ;3  x   ;35  x   ;295  x   ;3.421  x   ;27.764  x   ;255.790  x   ;;;;
;27.06.;SA;5;5;8;5;9;8;7.221.870,00   ;7  x   ;54  x   ;552  x   ;5.631  x   ;55.623  x   ;588.598  x   ;;;;
