Super 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2004;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI;;;;
KW;2004;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro;;;;
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;;;;
1.;31.12.;MI;9;8;8;1;7;9;4.725.173,75   ;9  x   ;30  x   ;325  x   ;3.266  x   ;32.665  x   ;336.166  x   ;;;;
;03.01.;SA;3;8;8;5;9;0;10.646.648,75   ;7  x   ;55  x   ;594  x   ;6.007  x   ;59.258  x   ;614.914  x   ;;;;
2.;07.01.;MI;9;1;9;7;9;2;3.491.857,50   ;3  x   ;26  x   ;209  x   ;2.058  x   ;21.265  x   ;222.671  x   ;;;;
;10.01.;SA;6;0;7;5;3;0;10.171.418,75   ;8  x   ;55  x   ;598  x   ;5.743  x   ;57.691  x   ;585.760  x   ;;;;
3.;14.01.;MI;2;5;6;6;1;9;4.136.407,50   ;4  x   ;20  x   ;289  x   ;2.800  x   ;28.377  x   ;290.050  x   ;;;;
;17.01.;SA;3;4;5;6;5;1;11.688.432,50   ;10  x   ;86  x   ;718  x   ;7.724  x   ;77.043  x   ;744.282  x   ;;;;
4.;21.01.;MI;6;9;8;9;1;1;4.845.613,75   ;4  x   ;42  x   ;324  x   ;3.479  x   ;34.151  x   ;319.186  x   ;;;;
;24.01.;SA;3;6;0;6;8;7;13.021.463,75   ;14  x   ;107  x   ;930  x   ;9.825  x   ;96.831  x   ;1.014.919  x   ;;;;
5.;28.01.;MI;6;6;3;5;4;3;3.829.600,00   ;8  x   ;32  x   ;276  x   ;2.744  x   ;27.664  x   ;279.531  x   ;;;;
;31.01.;SA;8;0;3;8;1;7;10.616.443,75   ;10  x   ;85  x   ;793  x   ;8.193  x   ;83.077  x   ;830.142  x   ;;;;
6.;04.02.;MI;0;9;4;4;7;3;3.984.333,75   ;1  x   ;28  x   ;296  x   ;2.883  x   ;28.520  x   ;290.754  x   ;;;;
;07.02.;SA;1;1;3;0;4;9;11.198.905,00   ;12  x   ;97  x   ;796  x   ;8.118  x   ;85.513  x   ;807.266  x   ;;;;
7.;11.02.;MI;7;5;6;7;5;2;3.699.387,50   ;2  x   ;27  x   ;261  x   ;2.352  x   ;23.689  x   ;232.929  x   ;;;;
;14.02.;SA;9;1;7;9;4;6;10.645.986,25   ;10  x   ;90  x   ;838  x   ;8.611  x   ;85.866  x   ;830.087  x   ;;;;
8.;18.02.;MI;6;4;3;7;3;5;3.579.785,00   ;4  x   ;20  x   ;307  x   ;3.007  x   ;28.879  x   ;285.654  x   ;;;;
;21.02.;SA;6;9;2;8;1;2;10.058.280,00   ;10  x   ;71  x   ;687  x   ;6.565  x   ;63.938  x   ;624.638  x   ;;;;
9.;25.02.;MI;4;7;5;4;0;0;3.542.035,00   ;2  x   ;24  x   ;236  x   ;2.181  x   ;23.810  x   ;201.222  x   ;;;;
;28.02.;SA;3;9;7;9;1;2;10.179.832,50   ;10  x   ;64  x   ;682  x   ;6.387  x   ;65.345  x   ;632.289  x   ;;;;
10.;03.03.;MI;8;8;2;8;9;3;3.921.447,50   ;4  x   ;21  x   ;273  x   ;2.658  x   ;26.809  x   ;290.246  x   ;;;;
;06.03.;SA;9;4;6;9;0;9;10.904.520,00   ;3  x   ;61  x   ;694  x   ;6.992  x   ;68.791  x   ;800.210  x   ;;;;
11.;10.03.;MI;5;3;3;8;6;3;3.559.721,25   ;3  x   ;23  x   ;288  x   ;2.707  x   ;26.227  x   ;259.692  x   ;;;;
;13.03.;SA;7;6;6;9;7;1;10.302.381,25   ;14  x   ;56  x   ;625  x   ;6.460  x   ;63.861  x   ;645.291  x   ;;;;
12.;17.03.;MI;0;6;5;6;3;5;3.730.102,50   ;6  x   ;24  x   ;321  x   ;3.089  x   ;30.610  x   ;299.422  x   ;;;;
;20.03.;SA;8;2;0;4;2;1;10.921.320,00   ;7  x   ;93  x   ;641  x   ;7.296  x   ;71.709  x   ;684.400  x   ;;;;
13.;24.03.;MI;0;4;7;4;0;0;3.525.048,75   ;3  x   ;26  x   ;252  x   ;2.215  x   ;23.643  x   ;201.497  x   ;;;;
;27.03.;SA;1;1;3;3;6;0;10.045.195,00   ;2  x   ;65  x   ;570  x   ;5.794  x   ;58.270  x   ;577.645  x   ;;;;
14.;31.03.;MI;5;1;4;0;7;7;3.422.987,50   ;4  x   ;27  x   ;316  x   ;3.104  x   ;33.493  x   ;260.485  x   ;;;;
;03.04.;SA;0;1;2;7;2;3;9.933.336,25   ;7  x   ;85  x   ;745  x   ;7.277  x   ;72.367  x   ;720.672  x   ;;;;
15.;07.04.;MI;1;7;5;7;2;2;3.714.010,00   ;4  x   ;35  x   ;232  x   ;2.497  x   ;24.707  x   ;233.066  x   ;;;;
;10.04.;SA;1;9;3;9;8;5;10.609.263,75   ;6  x   ;81  x   ;876  x   ;8.645  x   ;85.522  x   ;870.506  x   ;;;;
16.;14.04.;MI;9;6;8;1;7;0;3.388.433,75   ;3  x   ;32  x   ;193  x   ;1.993  x   ;19.708  x   ;200.588  x   ;;;;
;17.04.;SA;9;2;1;6;7;5;9.812.387,50   ;10  x   ;82  x   ;822  x   ;8.373  x   ;82.225  x   ;812.624  x   ;;;;
17.;21.04.;MI;8;9;8;2;1;5;3.321.460,00   ;3  x   ;25  x   ;284  x   ;2.616  x   ;26.253  x   ;276.642  x   ;;;;
;24.04.;SA;3;5;8;8;3;7;9.715.767,50   ;2  x   ;61  x   ;722  x   ;7.526  x   ;75.453  x   ;764.441  x   ;;;;
18.;28.04.;MI;4;5;6;7;9;2;3.559.393,75   ;3  x   ;18  x   ;228  x   ;2.226  x   ;21.677  x   ;225.908  x   ;;;;
;01.05.;SA;6;8;3;1;9;5;9.810.001,25   ;6  x   ;87  x   ;818  x   ;8.005  x   ;79.210  x   ;830.489  x   ;;;;
19.;05.05.;MI;9;6;1;6;8;3;3.360.827,50   ;3  x   ;22  x   ;240  x   ;2.380  x   ;22.757  x   ;246.994  x   ;;;;
;08.05.;SA;7;4;1;9;9;2;9.955.557,50   ;6  x   ;64  x   ;631  x   ;6.157  x   ;62.239  x   ;630.819  x   ;;;;
20.;12.05.;MI;1;5;0;4;6;3;3.581.585,00   ;4  x   ;25  x   ;268  x   ;2.678  x   ;26.624  x   ;262.821  x   ;;;;
