SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2017
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
VA;2017;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
1.;04.01.;MI;2;5;2;8;1;5;2.564.825,00   ;2  x   ;16  x   ;212  x   ;2.241  x   ;20.783  x   ;215.026  x   
;07.01.;SA;0;4;8;3;2;6;6.049.473,75   ;4  x   ;55  x   ;441  x   ;4.627  x   ;45.727  x   ;452.605  x   
2.;11.01.;MI;5;7;4;9;5;6;2.665.338,75   ;6  x   ;15  x   ;224  x   ;2.331  x   ;21.271  x   ;204.252  x   
;14.01.;SA;1;7;9;7;3;2;5.977.706,25   ;6  x   ;29  x   ;409  x   ;4.049  x   ;39.669  x   ;394.966  x   
3.;18.01.;MI;6;9;9;3;4;3;2.752.180,00   ;1  x   ;15  x   ;231  x   ;2.152  x   ;20.708  x   ;214.618  x   
;21.01.;SA;2;8;3;1;7;5;5.929.430,00   ;9  x   ;58  x   ;512  x   ;5.414  x   ;52.592  x   ;499.440  x   
4.;25.01.;MI;2;9;5;7;9;0;2.921.966,25   ;1  x   ;15  x   ;133  x   ;1.498  x   ;15.132  x   ;164.164  x   
;28.01.;SA;2;3;1;5;9;1;5.430.681,25   ;4  x   ;41  x   ;298  x   ;3.037  x   ;30.761  x   ;328.206  x   
5.;01.02.;MI;7;9;9;3;4;1;2.261.061,25   ;1  x   ;12  x   ;151  x   ;1.289  x   ;13.009  x   ;138.376  x   
;04.02.;SA;3;0;4;2;5;1;5.386.948,75   ;1  x   ;34  x   ;331  x   ;3.344  x   ;33.853  x   ;325.064  x   
6.;08.02.;MI;1;6;7;8;9;9;2.320.516,25   ;4  x   ;24  x   ;192  x   ;1.881  x   ;16.890  x   ;158.434  x   
;11.02.;SA;0;7;6;5;7;7;5.441.471,25   ;4  x   ;49  x   ;563  x   ;5.159  x   ;57.583  x   ;459.831  x   
7.;15.02.;MI;3;2;5;3;8;8;2.217.931,25   ;4  x   ;12  x   ;178  x   ;1.677  x   ;19.657  x   ;164.944  x   
;18.02.;SA;7;4;7;9;0;2;5.225.097,50   ;5  x   ;30  x   ;325  x   ;2.953  x   ;30.858  x   ;349.839  x   
8.;22.02.;MI;5;4;9;8;1;0;2.263.767,50   ;1  x   ;9  x   ;106  x   ;1.234  x   ;12.299  x   ;124.772  x   
;25.02.;SA;4;6;2;6;6;7;5.271.685,00   ;7  x   ;37  x   ;428  x   ;4.333  x   ;46.078  x   ;460.270  x   
9.;01.03.;MI;7;6;4;3;5;7;2.378.001,25   ;2  x   ;24  x   ;228  x   ;2.274  x   ;21.160  x   ;209.439  x   
;04.03.;SA;3;3;0;2;3;2;5.490.280,00   ;2  x   ;38  x   ;373  x   ;3.709  x   ;37.430  x   ;365.979  x   
10.;08.03.;MI;4;8;4;2;8;1;2.502.610,00   ;1  x   ;14  x   ;156  x   ;1.474  x   ;14.861  x   ;151.193  x   
;11.03.;SA;3;0;3;3;7;9;5.580.326,25   ;3  x   ;40  x   ;414  x   ;4.265  x   ;42.540  x   ;409.005  x   
11.;15.03.;MI;1;4;7;1;2;7;2.600.933,75   ;1  x   ;23  x   ;198  x   ;2.190  x   ;22.315  x   ;228.325  x   
