Super 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2008;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;09.08.;SA;8;7;7;8;0;2;7.869.415,00   ;6  x   ;36  x   ;488  x   ;4.513  x   ;44.490  x   ;507.081  x   ;;;;
33.;13.08.;MI;3;6;1;8;5;3;3.433.507,50   ;2  x   ;26  x   ;268  x   ;2.707  x   ;25.830  x   ;253.994  x   ;;;;
;16.08.;SA;7;0;8;1;9;5;8.246.195,00   ;8  x   ;67  x   ;704  x   ;6.888  x   ;67.223  x   ;720.970  x   ;;;;
34.;20.08.;MI;3;1;4;1;0;2;3.921.936,25   ;4  x   ;20  x   ;230  x   ;2.215  x   ;22.827  x   ;253.905  x   ;;;;
;23.08.;SA;9;3;7;3;6;8;8.982.421,25   ;8  x   ;88  x   ;742  x   ;7.751  x   ;76.264  x   ;724.312  x   ;;;;
35.;27.08.;MI;5;8;0;4;2;1;4.768.723,75   ;unbesetzt;27  x   ;305  x   ;3.146  x   ;31.120  x   ;303.671  x   ;;;;
;30.08.;SA;3;6;1;4;6;9;8.134.218,75   ;14  x   ;57  x   ;566  x   ;5.896  x   ;59.710  x   ;569.862  x   ;;;;
36.;03.09.;MI;8;6;6;0;8;3;3.499.493,75   ;3  x   ;24  x   ;230  x   ;2.326  x   ;25.358  x   ;262.209  x   ;;;;
;06.09.;SA;8;3;3;5;6;3;8.323.945,00   ;7  x   ;57  x   ;628  x   ;6.377  x   ;61.018  x   ;605.868  x   ;;;;
37.;10.09.;MI;3;0;9;0;7;4;3.871.661,25   ;1  x   ;20  x   ;246  x   ;2.513  x   ;26.357  x   ;263.024  x   ;;;;
;13.09.;SA;6;3;4;2;6;4;9.003.177,50   ;6  x   ;74  x   ;629  x   ;6.355  x   ;62.543  x   ;603.994  x   ;;;;
38.;17.09.;MI;5;0;4;1;7;6;4.648.833,75   ;2  x   ;30  x   ;378  x   ;3.685  x   ;35.295  x   ;358.696  x   ;;;;
;20.09.;SA;4;9;5;8;7;3;8.019.592,50   ;7  x   ;66  x   ;595  x   ;5.848  x   ;58.647  x   ;587.188  x   ;;;;
39.;24.09.;MI;6;1;9;2;5;0;3.433.586,25   ;1  x   ;18  x   ;197  x   ;2.034  x   ;20.509  x   ;195.891  x   ;;;;
;27.09.;SA;7;6;5;2;4;0;8.143.606,25   ;2  x   ;49  x   ;453  x   ;4.589  x   ;45.942  x   ;452.337  x   ;;;;
40.;01.10.;MI;5;0;1;0;8;9;3.309.416,25   ;1  x   ;17  x   ;212  x   ;2.098  x   ;22.174  x   ;227.384  x   ;;;;
;04.10.;SA;3;2;1;3;8;9;7.809.272,50   ;4  x   ;53  x   ;559  x   ;5.501  x   ;53.987  x   ;554.307  x   ;;;;
41.;08.10.;MI;3;0;0;7;3;1;3.481.597,50   ;3  x   ;17  x   ;240  x   ;2.385  x   ;22.036  x   ;216.625  x   ;;;;
;11.10.;SA;3;1;1;2;5;0;8.291.595,00   ;4  x   ;49  x   ;467  x   ;4.905  x   ;48.564  x   ;464.647  x   ;;;;
42.;15.10.;MI;6;0;8;3;2;5;3.247.550,00   ;4  x   ;35  x   ;320  x   ;2.878  x   ;29.211  x   ;284.244  x   ;;;;
;18.10.;SA;9;2;0;7;7;7;7.885.925,00   ;5  x   ;87  x   ;906  x   ;9.551  x   ;68.260  x   ;638.208  x   ;;;;
43.;22.10.;MI;6;2;1;1;2;8;3.428.862,50   ;3  x   ;28  x   ;243  x   ;2.729  x   ;26.750  x   ;270.474  x   ;;;;
;25.10.;SA;2;9;2;9;6;3;8.207.516,25   ;13  x   ;39  x   ;613  x   ;6.463  x   ;61.008  x   ;603.204  x   ;;;;
44.;29.10.;MI;0;7;7;1;8;6;3.882.441,25   ;2  x   ;29  x   ;294  x   ;2.964  x   ;29.206  x   ;301.360  x   ;;;;
;01.11.;SA;1;8;4;4;2;2;8.707.613,75   ;6  x   ;57  x   ;544  x   ;5.484  x   ;57.179  x   ;556.536  x   ;;;;
45.;05.11.;MI;6;3;1;0;9;7;3.372.942,50   ;4  x   ;17  x   ;241  x   ;2.412  x   ;25.432  x   ;270.297  x   ;;;;
;08.11.;SA;6;0;3;6;8;7;8.205.037,50   ;7  x   ;72  x   ;708  x   ;6.699  x   ;63.378  x   ;672.767  x   ;;;;
46.;12.11.;MI;3;2;1;3;3;8;3.279.468,75   ;5  x   ;26  x   ;259  x   ;2.425  x   ;26.482  x   ;256.508  x   ;;;;
;15.11.;SA;6;2;0;0;3;8;8.186.721,25   ;5  x   ;57  x   ;563  x   ;6.215  x   ;68.475  x   ;657.738  x   ;;;;
47.;19.11.;MI;9;8;1;1;7;2;3.503.788,75   ;4  x   ;17  x   ;226  x   ;2.144  x   ;22.316  x   ;222.069  x   ;;;;
;22.11.;SA;1;8;3;1;9;2;8.330.148,75   ;5  x   ;43  x   ;568  x   ;5.196  x   ;51.703  x   ;536.144  x   ;;;;
48.;26.11.;MI;8;6;2;2;5;7;3.245.121,25   ;4  x   ;23  x   ;222  x   ;2.701  x   ;26.667  x   ;257.840  x   ;;;;
;29.11.;SA;6;3;0;0;4;3;7.980.906,25   ;9  x   ;59  x   ;492  x   ;5.498  x   ;58.660  x   ;584.684  x   ;;;;
49.;03.12.;MI;9;0;4;2;0;9;3.713.285,00   ;3  x   ;24  x   ;217  x   ;2.232  x   ;22.449  x   ;257.732  x   ;;;;
;06.12.;SA;0;3;8;7;9;5;9.020.311,25   ;15  x   ;77  x   ;764  x   ;7.601  x   ;74.309  x   ;782.650  x   ;;;;
50.;10.12.;MI;2;7;9;4;7;9;3.878.326,25   ;unbesetzt;19  x   ;266  x   ;2.666  x   ;27.056  x   ;265.112  x   ;;;;
;13.12.;SA;9;0;5;3;6;9;9.213.557,50   ;10  x   ;50  x   ;669  x   ;6.902  x   ;68.152  x   ;646.738  x   ;;;;
51.;17.12.;MI;5;0;7;5;9;3;3.524.553,75   ;2  x   ;24  x   ;228  x   ;2.347  x   ;24.317  x   ;264.717  x   ;;;;
;20.12.;SA;5;0;5;9;2;8;8.543.218,75   ;11  x   ;55  x   ;693  x   ;6.779  x   ;68.055  x   ;683.658  x   ;;;;
52.;24.12.;MI;0;3;1;9;6;1;4.034.616,25   ;8  x   ;26  x   ;388  x   ;2.549  x   ;26.344  x   ;255.625  x   ;;;;
;27.12.;SA;9;2;5;2;5;9;8.040.131,25   ;13  x   ;58  x   ;539  x   ;5.979  x   ;58.761  x   ;566.890  x   ;;;;
53.;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;Gewinne Gesamt;;;267   ;2.126   ;22.076   ;221.084   ;2.192.014   ;21.983.340   ;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
