SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2010
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2010;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
1.;06.01.;MI;8;0;5;8;3;3;3.213.947,50   ;1  x   ;16  x   ;201  x   ;2.286  x   ;23.957  x   ;228.174  x   
;09.01.;SA;0;1;5;7;8;5;7.607.523,75   ;6  x   ;77  x   ;674  x   ;6.888  x   ;66.055  x   ;668.509  x   
2.;13.01.;MI;2;2;8;9;4;5;3.584.756,25   ;1  x   ;26  x   ;312  x   ;3.320  x   ;32.846  x   ;313.543  x   
;16.01.;SA;0;8;2;2;8;7;8.233.621,25   ;8  x   ;57  x   ;663  x   ;6.512  x   ;65.693  x   ;686.871  x   
3.;20.01.;MI;4;7;6;9;2;2;3.167.186,25   ;2  x   ;19  x   ;220  x   ;2.173  x   ;21.639  x   ;199.014  x   
;23.01.;SA;9;8;0;0;3;8;7.443.975,00   ;3  x   ;42  x   ;530  x   ;5.859  x   ;62.204  x   ;598.444  x   
4.;27.01.;MI;0;8;2;9;1;4;3.191.470,00   ;2  x   ;28  x   ;211  x   ;2.080  x   ;21.582  x   ;216.255  x   
;30.01.;SA;8;6;5;7;0;9;7.666.961,25   ;12  x   ;52  x   ;452  x   ;4.845  x   ;48.377  x   ;544.755  x   
5.;03.02.;MI;4;3;0;1;5;0;3.608.825,00   ;8  x   ;18  x   ;225  x   ;2.109  x   ;22.185  x   ;211.614  x   
;06.02.;SA;2;9;0;4;3;1;8.297.936,25   ;1  x   ;48  x   ;558  x   ;5.323  x   ;53.486  x   ;522.532  x   
6.;10.02.;MI;3;8;7;4;5;8;4.089.926,25   ;4  x   ;41  x   ;322  x   ;3.339  x   ;32.831  x   ;318.496  x   
;13.02.;SA;8;3;0;7;5;0;8.757.357,50   ;4  x   ;58  x   ;567  x   ;5.355  x   ;52.265  x   ;498.443  x   
7.;17.02.;MI;5;8;0;5;0;0;3.207.318,75   ;3  x   ;21  x   ;229  x   ;2.156  x   ;21.604  x   ;185.842  x   
;20.02.;SA;7;8;5;8;0;8;7.379.596,25   ;4  x   ;55  x   ;530  x   ;5.164  x   ;49.381  x   ;611.170  x   
8.;24.02.;MI;7;8;7;5;0;1;3.208.386,25   ;2  x   ;15  x   ;211  x   ;1.917  x   ;18.619  x   ;205.745  x   
;27.02.;SA;2;6;3;7;4;7;7.411.413,75   ;5  x   ;76  x   ;728  x   ;6.825  x   ;64.633  x   ;613.459  x   
9.;03.03.;MI;8;2;8;9;4;2;3.137.907,50   ;3  x   ;15  x   ;211  x   ;2.004  x   ;19.765  x   ;196.589  x   
;06.03.;SA;6;5;1;0;0;1;7.315.147,50   ;5  x   ;47  x   ;507  x   ;4.214  x   ;41.794  x   ;460.182  x   
10.;10.03.;MI;0;6;9;7;4;8;3.212.638,75   ;2  x   ;23  x   ;254  x   ;2.650  x   ;26.680  x   ;252.346  x   
;13.03.;SA;9;0;9;0;7;6;7.531.512,50   ;4  x   ;64  x   ;520  x   ;5.135  x   ;55.800  x   ;555.768  x   
11.;17.03.;MI;9;5;0;5;1;1;3.289.320,00   ;4  x   ;26  x   ;211  x   ;2.278  x   ;22.608  x   ;208.108  x   
;20.03.;SA;9;0;5;9;0;9;7.526.446,25   ;1  x   ;41  x   ;515  x   ;4.842  x   ;47.446  x   ;533.462  x   
12.;24.03.;MI;0;3;2;6;4;5;3.537.692,50   ;unbesetzt;37  x   ;326  x   ;3.207  x   ;32.760  x   ;312.118  x   
;27.03.;SA;7;5;5;9;8;7;7.965.253,75   ;10  x   ;63  x   ;651  x   ;6.609  x   ;63.782  x   ;666.770  x   
13.;31.03.;MI;0;6;8;2;8;4;4.141.460,00   ;1  x   ;36  x   ;295  x   ;2.781  x   ;27.909  x   ;286.253  x   
;03.04.;SA;6;8;8;1;1;4;7.589.278,75   ;5  x   ;56  x   ;463  x   ;4.946  x   ;51.024  x   ;517.512  x   
14.;07.04.;MI;5;2;9;5;0;1;3.092.788,75   ;3  x   ;19  x   ;187  x   ;1.941  x   ;18.068  x   ;200.193  x   
;10.04.;SA;3;6;2;8;0;2;7.367.653,75   ;5  x   ;40  x   ;435  x   ;4.156  x   ;41.379  x   ;474.241  x   
15.;14.04.;MI;5;3;7;7;1;5;3.488.556,25   ;3  x   ;16  x   ;306  x   ;3.004  x   ;28.812  x   ;309.543  x   
;17.04.;SA;8;0;8;1;1;2;7.888.002,50   ;3  x   ;49  x   ;469  x   ;4.845  x   ;51.432  x   ;503.214  x   
16.;21.04.;MI;5;3;2;6;5;6;3.878.243,75   ;5  x   ;37  x   ;305  x   ;2.956  x   ;30.113  x   ;287.727  x   
;24.04.;SA;5;4;6;8;5;5;8.221.110,00   ;10  x   ;79  x   ;703  x   ;7.402  x   ;75.171  x   ;705.041  x   
17.;28.04.;MI;7;0;8;0;7;5;3.095.418,75   ;8  x   ;18  x   ;258  x   ;2.575  x   ;29.005  x   ;276.134  x   
;01.05.;SA;8;6;6;9;2;2;6.832.771,25   ;2  x   ;38  x   ;434  x   ;4.449  x   ;44.753  x   ;431.423  x   
18.;05.05.;MI;6;9;3;8;4;3;3.245.156,25   ;4  x   ;21  x   ;216  x   ;2.340  x   ;23.622  x   ;234.913  x   
;08.05.;SA;9;9;7;7;5;5;7.846.618,75   ;7  x   ;65  x   ;702  x   ;7.398  x   ;73.109  x   ;680.062  x   
19.;12.05.;MI;4;1;2;2;0;0;3.660.013,75   ;1  x   ;23  x   ;258  x   ;2.333  x   ;25.080  x   ;214.090  x   
