SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2016
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2016;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
1.;06.01.;MI;8;9;6;2;6;4;2.455.415,00   ;3  x   ;15  x   ;176  x   ;1.815  x   ;17.067  x   ;163.275  x   
;09.01.;SA;1;4;6;7;1;9;5.672.970,00   ;3  x   ;38  x   ;400  x   ;3.893  x   ;37.547  x   ;404.815  x   
2.;13.01.;MI;0;5;2;3;7;2;2.312.916,25   ;3  x   ;18  x   ;163  x   ;1.615  x   ;16.266  x   ;159.499  x   
;16.01.;SA;1;8;5;5;9;0;5.358.951,25   ;3  x   ;27  x   ;284  x   ;2.844  x   ;27.049  x   ;293.360  x   
3.;20.01.;MI;9;6;3;1;4;8;2.244.196,25   ;3  x   ;20  x   ;191  x   ;1.727  x   ;17.438  x   ;170.867  x   
;23.01.;SA;2;1;9;3;5;0;5.268.783,75   ;3  x   ;20  x   ;268  x   ;3.027  x   ;30.540  x   ;288.016  x   
4.;27.01.;MI;2;3;0;5;0;0;2.320.387,50   ;unbesetzt;24  x   ;186  x   ;1.674  x   ;15.930  x   ;128.078  x   
;30.01.;SA;7;2;3;3;4;6;5.497.150,00   ;3  x   ;35  x   ;408  x   ;4.341  x   ;42.198  x   ;406.971  x   
5.;03.02.;MI;5;6;2;0;3;1;2.515.003,75   ;1  x   ;7  x   ;132  x   ;1.505  x   ;15.738  x   ;151.670  x   
;06.02.;SA;8;4;8;6;2;3;5.672.866,25   ;2  x   ;42  x   ;385  x   ;4.247  x   ;41.124  x   ;419.023  x   
6.;10.02.;MI;5;7;4;7;5;4;2.629.790,00   ;unbesetzt;17  x   ;193  x   ;1.836  x   ;18.345  x   ;174.354  x   
;13.02.;SA;2;5;3;3;1;7;5.926.483,75   ;9  x   ;39  x   ;521  x   ;4.992  x   ;50.209  x   ;505.928  x   
7.;17.02.;MI;9;6;5;9;6;3;2.344.110,00   ;1  x   ;18  x   ;178  x   ;2.068  x   ;18.879  x   ;182.918  x   
;20.02.;SA;3;1;9;2;6;1;5.362.147,50   ;2  x   ;33  x   ;298  x   ;3.272  x   ;33.481  x   ;318.932  x   
8.;24.02.;MI;3;6;1;2;6;4;2.258.990,00   ;unbesetzt;20  x   ;191  x   ;1.620  x   ;15.725  x   ;148.761  x   
;27.02.;SA;1;5;8;8;0;8;5.381.130,00   ;6  x   ;31  x   ;317  x   ;3.737  x   ;35.190  x   ;443.012  x   
9.;02.03.;MI;7;2;3;8;5;7;2.305.021,25   ;3  x   ;16  x   ;208  x   ;2.031  x   ;20.178  x   ;196.507  x   
;05.03.;SA;8;0;5;5;8;7;5.480.073,75   ;1  x   ;34  x   ;484  x   ;4.545  x   ;44.786  x   ;469.973  x   
10.;09.03.;MI;2;3;1;8;1;0;2.403.920,00   ;2  x   ;11  x   ;140  x   ;1.329  x   ;13.670  x   ;137.538  x   
;12.03.;SA;7;6;6;8;2;9;5.566.031,25   ;4  x   ;58  x   ;389  x   ;3.961  x   ;38.697  x   ;387.209  x   
11.;16.03.;MI;6;3;1;0;8;0;2.311.906,25   ;1  x   ;16  x   ;127  x   ;1.235  x   ;13.033  x   ;132.293  x   
;19.03.;SA;6;7;5;5;4;5;5.527.581,25   ;5  x   ;39  x   ;466  x   ;5.115  x   ;48.953  x   ;468.793  x   
12.;23.03.;MI;6;6;5;4;6;8;2.415.882,50   ;2  x   ;14  x   ;189  x   ;1.934  x   ;19.247  x   ;186.522  x   
;26.03.;SA;4;6;9;6;7;6;5.504.975,00   ;6  x   ;47  x   ;421  x   ;4.154  x   ;41.075  x   ;410.407  x   
13.;30.03.;MI;5;4;6;9;7;9;2.204.940,00   ;3  x   ;18  x   ;143  x   ;1.506  x   ;15.097  x   ;150.100  x   
;02.04.;SA;5;6;7;8;2;4;5.230.420,00   ;2  x   ;27  x   ;369  x   ;3.561  x   ;35.165  x   ;345.042  x   
14.;06.04.;MI;7;4;1;9;7;5;2.273.897,50   ;2  x   ;29  x   ;280  x   ;1.979  x   ;20.384  x   ;191.257  x   
;09.04.;SA;2;5;5;8;1;8;5.304.963,75   ;4  x   ;42  x   ;469  x   ;4.336  x   ;40.575  x   ;425.440  x   
15.;13.04.;MI;8;4;9;0;4;4;2.332.503,75   ;unbesetzt;24  x   ;139  x   ;1.549  x   ;16.729  x   ;156.074  x   
;16.04.;SA;9;9;4;5;7;6;5.449.190,00   ;3  x   ;42  x   ;414  x   ;4.197  x   ;41.101  x   ;406.826  x   
16.;20.04.;MI;9;6;4;1;2;3;2.478.475,00   ;2  x   ;15  x   ;196  x   ;2.025  x   ;19.142  x   ;195.530  x   
;23.04.;SA;8;2;5;5;0;2;5.604.415,00   ;3  x   ;25  x   ;347  x   ;3.453  x   ;32.189  x   ;372.637  x   
17.;27.04.;MI;7;3;4;3;6;0;2.654.355,00   ;2  x   ;18  x   ;141  x   ;1.522  x   ;15.036  x   ;150.756  x   
;30.04.;SA;0;3;6;7;4;5;5.941.422,50   ;3  x   ;54  x   ;557  x   ;5.421  x   ;52.969  x   ;506.767  x   
18.;04.05.;MI;5;7;4;6;8;9;2.949.680,00   ;2  x   ;12  x   ;198  x   ;1.976  x   ;19.604  x   ;201.299  x   
;07.05.;SA;6;9;5;7;3;6;5.803.580,00   ;6  x   ;41  x   ;477  x   ;4.594  x   ;44.337  x   ;434.234  x   
19.;11.05.;MI;7;8;7;7;7;7;3.114.728,75   ;11  x   ;71  x   ;1.224  x   ;4.972  x   ;30.194  x   ;257.214  x   
;14.05.;SA;3;2;2;7;9;9;6.828.990,00   ;5  x   ;47  x   ;489  x   ;4.629  x   ;48.300  x   ;481.245  x   
20.;18.05.;MI;7;0;8;3;8;0;2.364.786,25   ;2  x   ;16  x   ;146  x   ;1.283  x   ;12.898  x   ;132.665  x   
;21.05.;SA;2;5;5;8;9;9;5.200.197,50   ;4  x   ;37  x   ;363  x   ;3.773  x   ;38.139  x   ;373.266  x   
21.;25.05.;MI;4;4;6;6;7;8;2.339.253,75   ;3  x   ;19  x   ;170  x   ;1.931  x   ;17.857  x   ;180.075  x   
;28.05.;SA;3;8;5;4;5;5;5.190.062,50   ;8  x   ;57  x   ;470  x   ;4.728  x   ;50.072  x   ;447.671  x   
22.;01.06.;MI;0;0;3;8;1;3;2.405.233,75   ;1  x   ;29  x   ;212  x   ;2.104  x   ;21.472  x   ;182.910  x   
;04.06.;SA;0;3;6;1;7;1;5.224.395,00   ;2  x   ;34  x   ;252  x   ;3.008  x   ;30.369  x   ;311.342  x   
23.;08.06.;MI;8;4;9;2;6;2;2.270.652,50   ;1  x   ;14  x   ;129  x   ;1.503  x   ;14.780  x   ;145.498  x   
;11.06.;SA;3;0;4;0;1;6;5.220.227,50   ;3  x   ;39  x   ;356  x   ;3.637  x   ;37.774  x   ;398.660  x   
24.;15.06.;MI;7;5;4;7;0;2;2.347.735,00   ;2  x   ;13  x   ;119  x   ;1.499  x   ;13.068  x   ;153.310  x   
;18.06.;SA;3;3;7;4;9;7;5.159.945,00   ;7  x   ;36  x   ;414  x   ;4.116  x   ;41.278  x   ;442.154  x   
25.;22.06.;MI;3;6;0;3;8;2;2.156.400,00   ;3  x   ;15  x   ;170  x   ;1.357  x   ;13.424  x   ;139.472  x   
;25.06.;SA;3;8;5;1;4;0;5.034.498,75   ;7  x   ;19  x   ;271  x   ;2.638  x   ;26.782  x   ;272.750  x   
26.;29.06.;MI;1;0;2;6;5;4;2.220.936,25   ;1  x   ;20  x   ;190  x   ;1.633  x   ;15.930  x   ;150.450  x   
;02.07.;SA;3;7;8;9;3;7;5.339.947,50   ;4  x   ;50  x   ;448  x   ;4.426  x   ;44.011  x   ;457.729  x   
;;;;;;;Gewinne Gesamt;;;162   ;1.502   ;15.868   ;151.873   ;1.481.041   ;14.811.094   
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Veranstaltung 2016
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2016;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
27.;06.07.;MI;6;9;9;1;4;4;2.404.017,50   ;2  x   ;12  x   ;179  x   ;1.695  x   ;17.296  x   ;162.846  x   
;09.07.;SA;1;6;7;5;9;3;5.451.731,25   ;4  x   ;39  x   ;406  x   ;3.731  x   ;38.027  x   ;407.415  x   
28.;13.07.;MI;2;4;2;8;3;7;2.513.798,75   ;2  x   ;18  x   ;215  x   ;2.051  x   ;20.472  x   ;217.694  x   
;16.07.;SA;0;2;0;9;3;9;5.649.983,75   ;5  x   ;47  x   ;397  x   ;4.132  x   ;39.920  x   ;401.532  x   
29.;20.07.;MI;4;4;4;9;2;0;2.635.961,25   ;unbesetzt;14  x   ;149  x   ;1.397  x   ;14.067  x   ;148.528  x   
;23.07.;SA;1;7;9;3;5;0;5.811.330,00   ;1  x   ;25  x   ;336  x   ;3.400  x   ;33.268  x   ;316.522  x   
30.;27.07.;MI;3;9;1;5;9;6;2.783.975,00   ;1  x   ;19  x   ;193  x   ;2.076  x   ;20.130  x   ;214.917  x   
;30.07.;SA;0;1;9;4;8;3;6.248.353,75   ;4  x   ;47  x   ;463  x   ;4.893  x   ;46.983  x   ;463.911  x   
31.;03.08.;MI;2;0;5;0;0;3;2.330.468,75   ;4  x   ;17  x   ;135  x   ;1.380  x   ;15.577  x   ;187.996  x   
;06.08.;SA;6;2;7;0;1;2;5.219.528,75   ;4  x   ;22  x   ;309  x   ;3.314  x   ;34.540  x   ;341.925  x   
32.;10.08.;MI;0;5;0;2;4;5;2.313.397,50   ;unbesetzt;16  x   ;185  x   ;2.084  x   ;20.652  x   ;192.969  x   
;13.08.;SA;5;7;6;0;9;3;5.275.833,75   ;3  x   ;36  x   ;366  x   ;3.522  x   ;37.354  x   ;396.554  x   
33.;17.08.;MI;9;6;1;3;7;6;2.378.650,00   ;2  x   ;23  x   ;160  x   ;1.847  x   ;18.340  x   ;181.563  x   
