SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2014
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
6.;05.02.;MI;1;9;3;5;1;9;2.622.720,00   ;1  x   ;11  x   ;158  x   ;1.535  x   ;15.996  x   ;168.791  x   
;08.02.;SA;7;8;6;0;8;4;5.879.767,50   ;3  x   ;41  x   ;404  x   ;3.755  x   ;40.862  x   ;399.634  x   
7.;12.02.;MI;4;6;8;5;9;5;2.931.885,00   ;4  x   ;31  x   ;222  x   ;2.256  x   ;22.812  x   ;253.202  x   
;15.02.;SA;6;7;7;5;1;0;6.432.996,25   ;4  x   ;33  x   ;357  x   ;3.344  x   ;33.721  x   ;343.031  x   
8.;19.02.;MI;0;5;5;0;7;4;3.020.215,00   ;4  x   ;16  x   ;193  x   ;1.932  x   ;20.208  x   ;205.696  x   
;22.02.;SA;6;9;9;6;9;5;6.451.383,75   ;2  x   ;69  x   ;495  x   ;5.284  x   ;51.590  x   ;560.288  x   
9.;26.02.;MI;0;9;7;3;8;7;3.269.430,00   ;2  x   ;21  x   ;285  x   ;2.776  x   ;26.940  x   ;286.244  x   
;01.03.;SA;7;6;3;3;9;8;6.898.826,25   ;8  x   ;54  x   ;571  x   ;5.533  x   ;53.060  x   ;564.190  x   
10.;05.03.;MI;6;7;6;8;4;2;2.595.355,00   ;2  x   ;17  x   ;180  x   ;1.780  x   ;17.379  x   ;171.969  x   
;08.03.;SA;4;7;6;9;1;4;5.804.825,00   ;8  x   ;40  x   ;370  x   ;3.863  x   ;39.933  x   ;394.443  x   
11.;12.03.;MI;2;9;6;6;8;2;2.583.180,00   ;2  x   ;13  x   ;183  x   ;1.694  x   ;16.602  x   ;172.779  x   
;15.03.;SA;2;7;6;3;5;9;5.895.471,25   ;2  x   ;35  x   ;400  x   ;4.069  x   ;40.712  x   ;384.471  x   
12.;19.03.;MI;9;9;2;9;5;2;2.747.215,00   ;4  x   ;18  x   ;169  x   ;2.019  x   ;19.343  x   ;183.429  x   
;22.03.;SA;8;7;5;1;2;8;5.685.925,00   ;14  x   ;42  x   ;495  x   ;4.753  x   ;46.885  x   ;473.483  x   
13.;26.03.;MI;9;6;2;3;2;3;2.386.647,50   ;1  x   ;17  x   ;182  x   ;1.799  x   ;17.731  x   ;184.668  x   
;29.03.;SA;5;9;2;4;1;9;5.700.905,00   ;3  x   ;33  x   ;368  x   ;3.632  x   ;35.557  x   ;379.639  x   
14.;02.04.;MI;4;5;3;0;4;3;2.502.477,50   ;1  x   ;14  x   ;166  x   ;1.758  x   ;19.143  x   ;195.860  x   
;05.04.;SA;6;8;6;1;9;4;5.665.162,50   ;6  x   ;33  x   ;345  x   ;3.664  x   ;36.004  x   ;392.141  x   
15.;09.04.;MI;4;7;8;1;0;9;2.356.737,50   ;1  x   ;13  x   ;114  x   ;1.353  x   ;13.378  x   ;152.109  x   
;12.04.;SA;2;1;5;2;6;7;5.497.440,00   ;9  x   ;60  x   ;485  x   ;4.882  x   ;48.204  x   ;492.635  x   
16.;16.04.;MI;4;8;6;7;6;4;2.345.170,00   ;2  x   ;15  x   ;186  x   ;1.743  x   ;16.609  x   ;159.174  x   
;19.04.;SA;3;3;2;0;5;3;5.480.802,50   ;4  x   ;31  x   ;359  x   ;3.860  x   ;42.282  x   ;400.500  x   
17.;23.04.;MI;0;3;9;0;3;3;2.224.210,00   ;1  x   ;13  x   ;172  x   ;1.640  x   ;18.285  x   ;177.421  x   
;26.04.;SA;5;1;6;4;6;8;5.330.077,50   ;7  x   ;46  x   ;471  x   ;4.756  x   ;46.453  x   ;439.167  x   
18.;30.04.;MI;4;7;3;6;8;2;2.461.761,25   ;2  x   ;11  x   ;140  x   ;1.630  x   ;15.712  x   ;163.080  x   
;03.05.;SA;2;1;3;0;3;9;5.434.366,25   ;7  x   ;33  x   ;339  x   ;3.287  x   ;36.334  x   ;358.974  x   
19.;07.05.;MI;3;4;2;5;3;8;2.353.866,25   ;3  x   ;18  x   ;186  x   ;1.918  x   ;18.425  x   ;185.650  x   
;10.05.;SA;1;7;0;7;1;1;5.541.485,00   ;4  x   ;32  x   ;328  x   ;3.570  x   ;35.654  x   ;343.545  x   
20.;14.05.;MI;6;9;4;5;4;2;2.469.943,75   ;2  x   ;14  x   ;164  x   ;1.666  x   ;16.502  x   ;161.999  x   
;17.05.;SA;3;8;6;9;0;6;5.644.216,25   ;6  x   ;42  x   ;346  x   ;3.367  x   ;34.225  x   ;409.311  x   
21.;21.05.;MI;4;7;5;9;7;6;2.578.953,75   ;1  x   ;18  x   ;201  x   ;1.893  x   ;18.360  x   ;185.729  x   
;24.05.;SA;2;3;2;0;4;1;5.802.537,50   ;6  x   ;31  x   ;340  x   ;3.336  x   ;36.104  x   ;367.564  x   
22.;28.05.;MI;3;8;3;7;2;3;2.949.590,00   ;3  x   ;15  x   ;217  x   ;2.335  x   ;22.230  x   ;232.666  x   
;31.05.;SA;3;9;5;5;0;0;6.038.290,00   ;4  x   ;35  x   ;362  x   ;3.560  x   ;34.750  x   ;314.721  x   
23.;04.06.;MI;6;5;1;1;7;4;2.388.448,75   ;2  x   ;18  x   ;167  x   ;1.625  x   ;16.173  x   ;164.724  x   
;07.06.;SA;6;8;4;8;9;3;5.471.766,25   ;6  x   ;42  x   ;395  x   ;3.883  x   ;37.383  x   ;406.537  x   
24.;11.06.;MI;9;2;8;5;2;9;2.308.376,25   ;unbesetzt;11  x   ;165  x   ;1.448  x   ;14.570  x   ;147.406  x   
;14.06.;SA;2;2;2;4;8;3;5.521.948,75   ;1  x   ;38  x   ;432  x   ;4.090  x   ;40.423  x   ;411.176  x   
25.;18.06.;MI;1;3;3;2;1;0;2.304.767,50   ;unbesetzt;13  x   ;104  x   ;1.266  x   ;11.856  x   ;121.966  x   
;21.06.;SA;7;6;2;9;2;1;5.316.285,00   ;4  x   ;27  x   ;362  x   ;3.407  x   ;34.604  x   ;331.377  x   
26.;25.06.;MI;8;6;4;4;4;7;2.336.837,50   ;2  x   ;12  x   ;189  x   ;1.959  x   ;21.215  x   ;202.736  x   
;28.06.;SA;9;0;4;7;1;0;5.458.785,00   ;4  x   ;24  x   ;318  x   ;2.920  x   ;28.254  x   ;287.618  x   
;;;;;;;Gewinne Gesamt;;;200   ;1.468   ;15.429   ;152.553   ;1.529.543   ;15.422.070   
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Kalenderwoche 2014
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2014;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
27.;02.07.;MI;4;9;0;4;4;8;2.539.816,25   ;4  x   ;15  x   ;187  x   ;1.942  x   ;20.381  x   ;199.283  x   
;05.07.;SA;5;8;5;5;9;0;5.347.350,00   ;3  x   ;21  x   ;256  x   ;2.628  x   ;26.657  x   ;287.530  x   
28.;09.07.;MI;7;6;5;0;7;5;2.319.557,50   ;1  x   ;17  x   ;215  x   ;1.827  x   ;21.447  x   ;194.506  x   
;12.07.;SA;7;0;0;4;6;9;5.427.005,00   ;5  x   ;37  x   ;384  x   ;3.950  x   ;39.891  x   ;358.014  x   
29.;16.07.;MI;1;2;8;8;7;7;2.242.751,25   ;3  x   ;32  x   ;259  x   ;2.256  x   ;25.388  x   ;188.599  x   
;21.07.;SA;0;1;7;1;8;6;5.220.628,75   ;6  x   ;42  x   ;374  x   ;3.568  x   ;36.441  x   ;370.806  x   
30.;23.07.;MI;0;8;0;1;6;2;2.288.645,00   ;2  x   ;11  x   ;130  x   ;1.485  x   ;14.831  x   ;149.096  x   
;26.07.;SA;8;3;3;4;5;1;5.199.856,25   ;3  x   ;29  x   ;372  x   ;3.419  x   ;33.708  x   ;323.249  x   
31.;30.07.;MI;1;2;4;8;4;3;2.288.462,50   ;2  x   ;20  x   ;157  x   ;1.778  x   ;17.449  x   ;181.043  x   
;02.08.;SA;6;1;9;4;6;2;5.426.043,75   ;2  x   ;41  x   ;344  x   ;3.800  x   ;35.915  x   ;353.435  x   
32.;06.08.;MI;3;0;6;0;2;0;2.478.293,75   ;3  x   ;11  x   ;127  x   ;1.262  x   ;12.773  x   ;138.853  x   
;09.08.;SA;9;6;7;7;2;8;5.636.286,25   ;2  x   ;39  x   ;460  x   ;4.782  x   ;46.322  x   ;465.132  x   
33.;13.08.;MI;8;4;0;8;9;7;2.311.900,00   ;5  x   ;18  x   ;157  x   ;1.822  x   ;17.896  x   ;199.767  x   
;16.08.;SA;2;4;5;2;0;9;5.352.745,00   ;4  x   ;27  x   ;293  x   ;3.223  x   ;31.668  x   ;368.421  x   
34.;20.08.;MI;6;1;2;0;6;3;2.360.311,25   ;2  x   ;24  x   ;208  x   ;1.849  x   ;19.387  x   ;185.596  x   
;23.08.;SA;2;7;3;8;1;6;5.470.127,50   ;3  x   ;42  x   ;344  x   ;3.621  x   ;36.966  x   ;390.489  x   
35.;27.08.;MI;4;1;2;9;5;8;2.261.105,00   ;2  x   ;23  x   ;208  x   ;2.104  x   ;19.311  x   ;178.035  x   
;30.08.;SA;9;5;1;5;9;4;5.408.732,50   ;2  x   ;27  x   ;371  x   ;3.439  x   ;34.664  x   ;374.938  x   
36.;03.09.;MI;4;3;8;9;9;9;2.376.817,50   ;unbesetzt;15  x   ;214  x   ;2.213  x   ;15.050  x   ;156.068  x   
;06.09.;SA;5;8;0;3;8;2;5.452.163,75   ;4  x   ;33  x   ;314  x   ;3.572  x   ;34.434  x   ;353.475  x   
37.;10.09.;MI;1;8;4;8;1;8;2.321.566,25   ;3  x   ;15  x   ;188  x   ;1.909  x   ;17.808  x   ;184.088  x   
;13.09.;SA;1;2;9;9;2;2;5.525.511,25   ;2  x   ;36  x   ;374  x   ;3.587  x   ;36.644  x   ;359.127  x   
38.;17.09.;MI;9;4;4;4;4;2;2.250.228,75   ;unbesetzt;11  x   ;132  x   ;1.414  x   ;14.786  x   ;144.865  x   
;20.09.;SA;5;8;0;0;4;2;5.254.335,00   ;1  x   ;24  x   ;342  x   ;3.266  x   ;35.411  x   ;342.027  x   
39.;24.09.;MI;0;6;1;8;5;2;2.291.807,50   ;1  x   ;10  x   ;171  x   ;1.539  x   ;15.852  x   ;148.772  x   
;27.09.;SA;2;8;7;9;2;6;5.391.596,25   ;3  x   ;30  x   ;349  x   ;3.951  x   ;39.311  x   ;384.896  x   
40.;01.10.;MI;9;3;7;7;2;2;2.264.352,50   ;unbesetzt;15  x   ;158  x   ;1.572  x   ;15.893  x   ;146.703  x   
;04.10.;SA;1;4;8;3;3;4;5.226.478,75   ;5  x   ;33  x   ;368  x   ;3.345  x   ;36.697  x   ;356.392  x   
41.;08.10.;MI;1;8;5;4;1;4;2.316.812,50   ;1  x   ;23  x   ;159  x   ;1.665  x   ;16.142  x   ;157.975  x   
;11.10.;SA;2;6;1;4;1;0;5.449.122,50   ;unbesetzt;30  x   ;300  x   ;2.925  x   ;29.268  x   ;292.820  x   
42.;15.10.;MI;9;0;8;3;7;5;2.449.815,00   ;3  x   ;25  x   ;232  x   ;2.330  x   ;22.223  x   ;205.286  x   
;18.10.;SA;3;3;9;8;6;8;5.668.912,50   ;2  x   ;47  x   ;481  x   ;5.060  x   ;48.469  x   ;457.315  x   
43.;22.10.;MI;5;5;8;9;4;9;2.623.718,75   ;4  x   ;27  x   ;146  x   ;1.839  x   ;16.878  x   ;169.624  x   
;25.10.;SA;4;2;6;8;9;7;5.354.326,25   ;3  x   ;45  x   ;464  x   ;4.370  x   ;43.798  x   ;469.682  x   
44.;29.10.;MI;9;7;3;5;0;2;2.295.223,75   ;unbesetzt;18  x   ;160  x   ;1.362  x   ;13.554  x   ;154.896  x   
;01.11.;SA;0;0;6;3;1;8;5.201.690,00   ;3  x   ;39  x   ;431  x   ;4.300  x   ;41.128  x   ;427.736  x   
45.;05.11.;MI;0;1;2;0;2;2;2.241.371,25   ;1  x   ;17  x   ;129  x   ;1.501  x   ;16.141  x   ;148.259  x   
;08.11.;SA;7;9;9;9;1;5;5.476.972,50   ;3  x   ;42  x   ;412  x   ;4.448  x   ;45.643  x   ;471.485  x   
46.;12.11.;MI;0;1;1;1;7;4;2.346.728,75   ;1  x   ;16  x   ;159  x   ;1.666  x   ;15.832  x   ;160.388  x   
;15.11.;SA;9;9;8;6;1;1;5.548.407,50   ;6  x   ;42  x   ;374  x   ;3.557  x   ;35.642  x   ;339.002  x   
47.;19.11.;MI;1;9;9;3;0;1;2.498.827,50   ;2  x   ;9  x   ;142  x   ;1.426  x   ;14.316  x   ;158.742  x   
;22.11.;SA;0;4;5;2;8;8;5.714.406,25   ;6  x   ;39  x   ;439  x   ;4.586  x   ;50.097  x   ;463.365  x   
48.;26.11.;MI;7;0;5;6;1;7;2.276.448,75   ;4  x   ;10  x   ;196  x   ;1.990  x   ;19.382  x   ;195.336  x   
;29.11.;SA;9;0;1;3;5;1;5.531.097,50   ;2  x   ;29  x   ;329  x   ;3.603  x   ;35.009  x   ;337.261  x   
49.;03.12.;MI;9;3;9;7;8;6;2.511.065,00   ;2  x   ;19  x   ;168  x   ;1.847  x   ;18.120  x   ;184.744  x   
;06.12.;SA;3;0;8;1;9;6;5.977.396,25   ;4  x   ;46  x   ;412  x   ;4.093  x   ;42.945  x   ;442.171  x   
50.;10.12.;MI;8;8;7;6;8;8;2.587.020,00   ;3  x   ;18  x   ;223  x   ;2.138  x   ;23.227  x   ;199.894  x   
;13.12.;SA;8;2;8;2;7;9;5.860.596,25   ;7  x   ;37  x   ;375  x   ;4.060  x   ;40.144  x   ;394.156  x   
51.;17.12.;MI;6;9;7;6;7;7;2.430.208,75   ;3  x   ;24  x   ;249  x   ;2.569  x   ;27.402  x   ;201.704  x   
;20.12.;SA;8;2;2;3;6;3;5.964.115,00   ;4  x   ;39  x   ;461  x   ;4.420  x   ;45.921  x   ;442.311  x   
52.;24.12.;MI;8;8;3;6;6;9;2.742.620,00   ;4  x   ;25  x   ;206  x   ;1.984  x   ;19.760  x   ;178.258  x   
;27.12.;SA;5;4;7;2;6;4;5.381.375,00   ;5  x   ;36  x   ;401  x   ;3.870  x   ;38.157  x   ;363.180  x   
53.;26.12.;MI;;;;;;;;;;;;;
;29.12.;SA;;;;;;;;;;;;;
;;;;;;;Gewinne Gesamt;;;146   ;1.400   ;14.504   ;146.732   ;1.472.179   ;14.498.795   
;;;;;;;;;;;;;;;
