SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2018
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2018;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
1.;03.01.;MI;3;7;3;1;5;9;2.308.467,50   ;4  x   ;16  x   ;170  x   ;1.786  x   ;16.646  x   ;160.948  x   
;06.01.;SA;0;4;6;7;7;1;5.355.425,00   ;6  x   ;30  x   ;319  x   ;3.117  x   ;31.814  x   ;327.117  x   
2.;10.01.;MI;0;4;7;2;1;4;2.381.391,25   ;1  x   ;19  x   ;178  x   ;1.603  x   ;16.391  x   ;162.915  x   
;13.01.;SA;7;3;0;6;4;4;5.591.427,50   ;2  x   ;26  x   ;348  x   ;3.814  x   ;38.476  x   ;375.112  x   
3.;17.01.;MI;4;7;2;8;4;5;2.495.402,50   ;3  x   ;26  x   ;239  x   ;2.086  x   ;20.974  x   ;201.753  x   
;20.01.;SA;3;6;1;5;4;8;5.355.438,75   ;8  x   ;44  x   ;402  x   ;4.249  x   ;42.383  x   ;409.471  x   
4.;24.01.;MI;3;4;9;4;9;9;2.223.597,50   ;2  x   ;13  x   ;159  x   ;1.547  x   ;16.306  x   ;153.789  x   
;27.01.;SA;7;9;1;9;0;3;5.535.130,00   ;unbesetzt;32  x   ;333  x   ;3.484  x   ;34.365  x   ;419.507  x   
5.;31.01.;MI;6;1;6;7;4;3;2.358.373,75   ;2  x   ;11  x   ;171  x   ;1.798  x   ;18.071  x   ;186.286  x   
;03.02.;SA;3;9;6;5;8;9;5.932.388,75   ;1  x   ;38  x   ;456  x   ;4.312  x   ;42.928  x   ;439.986  x   
6.;07.02.;MI;5;0;5;2;7;3;2.296.275,00   ;1  x   ;20  x   ;174  x   ;1.926  x   ;18.609  x   ;180.829  x   
;10.02.;SA;8;5;9;5;9;2;5.934.463,75   ;4  x   ;37  x   ;388  x   ;3.712  x   ;37.753  x   ;394.192  x   
7.;14.02.;MI;7;9;4;6;9;7;2.199.090,00   ;1  x   ;19  x   ;176  x   ;1.746  x   ;17.585  x   ;192.641  x   
;17.02.;SA;8;2;9;5;8;8;5.176.743,75   ;2  x   ;43  x   ;443  x   ;4.188  x   ;43.100  x   ;395.100  x   
8.;21.02.;MI;9;0;5;8;1;8;2.208.915,00   ;unbesetzt;15  x   ;169  x   ;1.796  x   ;16.152  x   ;166.239  x   
;24.02.;SA;9;9;5;3;2;5;5.178.643,75   ;3  x   ;39  x   ;447  x   ;4.497  x   ;44.361  x   ;430.583  x   
9.;28.02.;MI;0;0;9;9;2;9;2.137.637,50   ;unbesetzt;11  x   ;144  x   ;1.576  x   ;14.790  x   ;148.236  x   
;03.03.;SA;5;4;7;1;3;1;5.168.138,75   ;2  x   ;44  x   ;336  x   ;3.145  x   ;32.061  x   ;309.412  x   
10.;07.03.;MI;7;3;5;1;6;1;2.177.415,00   ;3  x   ;15  x   ;144  x   ;1.373  x   ;13.816  x   ;130.752  x   
;10.03.;SA;7;5;0;9;1;0;5.226.630,00   ;2  x   ;22  x   ;272  x   ;2.785  x   ;28.317  x   ;281.160  x   
11.;14.03.;MI;3;9;9;2;3;0;2.226.486,25   ;1  x   ;9  x   ;134  x   ;1.162  x   ;12.040  x   ;125.085  x   
;17.03.;SA;7;6;5;1;5;9;5.203.018,75   ;4  x   ;53  x   ;425  x   ;4.198  x   ;39.863  x   ;380.595  x   
12.;21.03.;MI;0;3;5;9;3;7;2.324.975,00   ;1  x   ;27  x   ;202  x   ;1.967  x   ;19.017  x   ;203.313  x   
;24.03.;SA;1;6;8;1;7;3;5.053.205,00   ;unbesetzt;34  x   ;338  x   ;3.748  x   ;38.426  x   ;373.346  x   
13.;28.03.;MI;8;4;2;5;6;3;2.162.117,50   ;2  x   ;23  x   ;171  x   ;1.826  x   ;17.531  x   ;169.618  x   
;31.03.;SA;6;3;8;4;4;8;5.131.127,50   ;6  x   ;54  x   ;415  x   ;3.901  x   ;42.365  x   ;406.178  x   
14.;04.04.;MI;0;3;1;9;8;3;2.094.686,25   ;4  x   ;24  x   ;211  x   ;1.663  x   ;16.333  x   ;165.285  x   
;07.04.;SA;3;5;7;5;8;1;5.010.255,00   ;4  x   ;26  x   ;327  x   ;2.935  x   ;30.033  x   ;298.693  x   
15.;11.04.;MI;1;8;8;2;0;1;2.079.463,75   ;1  x   ;6  x   ;110  x   ;1.096  x   ;11.276  x   ;126.051  x   
;14.04.;SA;6;4;6;7;8;3;5.058.925,00   ;3  x   ;43  x   ;380  x   ;3.857  x   ;37.432  x   ;376.799  x   
16.;18.04.;MI;1;8;7;4;3;0;2.095.791,25   ;2  x   ;8  x   ;91  x   ;1.068  x   ;11.244  x   ;116.609  x   
;21.04.;SA;1;9;7;6;7;4;4.958.383,75   ;2  x   ;36  x   ;301  x   ;3.251  x   ;32.201  x   ;330.841  x   
17.;25.04.;MI;1;7;6;3;4;9;2.149.228,75   ;4  x   ;18  x   ;142  x   ;1.389  x   ;14.727  x   ;146.128  x   
;28.04.;SA;6;8;3;8;1;0;5.000.761,25   ;4  x   ;18  x   ;286  x   ;2.690  x   ;26.844  x   ;267.567  x   
18.;02.05.;MI;9;8;5;9;6;8;2.062.210,00   ;2  x   ;15  x   ;151  x   ;1.940  x   ;16.902  x   ;159.717  x   
;05.05.;SA;9;9;5;5;4;8;5.090.271,25   ;5  x   ;42  x   ;394  x   ;4.334  x   ;42.565  x   ;409.491  x   
19.;09.05.;MI;0;3;6;9;7;9;2.220.663,75   ;1  x   ;18  x   ;161  x   ;1.588  x   ;15.518  x   ;151.489  x   
;12.05.;SA;8;4;2;1;7;7;5.013.016,25   ;6  x   ;37  x   ;527  x   ;5.015  x   ;53.175  x   ;424.976  x   
20.;16.05.;MI;0;8;6;9;9;5;2.085.690,00   ;2  x   ;12  x   ;157  x   ;1.427  x   ;15.762  x   ;172.659  x   
;19.05.;SA;7;0;9;4;6;0;5.187.757,50   ;3  x   ;24  x   ;303  x   ;2.888  x   ;28.336  x   ;278.999  x   
21.;23.05.;MI;4;8;2;8;1;0;2.099.551,25   ;2  x   ;15  x   ;116  x   ;1.203  x   ;11.763  x   ;116.546  x   
;26.05.;SA;0;8;0;5;6;3;5.170.642,50   ;6  x   ;55  x   ;397  x   ;4.097  x   ;39.522  x   ;383.604  x   
22.;30.05.;MI;9;2;3;1;1;0;2.133.500,00   ;2  x   ;6  x   ;121  x   ;1.187  x   ;12.316  x   ;119.742  x   
;02.06.;SA;0;0;2;8;5;2;5.344.292,50   ;2  x   ;42  x   ;407  x   ;3.724  x   ;37.114  x   ;345.440  x   
23.;06.06.;MI;9;2;3;1;8;7;2.081.811,25   ;3  x   ;14  x   ;152  x   ;1.658  x   ;17.139  x   ;185.579  x   
;09.06.;SA;8;2;6;4;1;8;5.334.127,50   ;5  x   ;39  x   ;407  x   ;4.082  x   ;41.944  x   ;431.399  x   
24.;13.06.;MI;7;1;9;0;7;1;2.131.675,00   ;1  x   ;10  x   ;110  x   ;1.154  x   ;12.656  x   ;127.293  x   
;16.06.;SA;7;4;0;3;2;5;5.378.840,00   ;6  x   ;47  x   ;483  x   ;4.659  x   ;45.722  x   ;443.491  x   
25.;20.06.;MI;1;5;4;8;7;9;2.055.401,25   ;unbesetzt;11  x   ;150  x   ;1.506  x   ;14.345  x   ;138.881  x   
;23.06.;SA;2;7;9;8;6;7;5.343.233,75   ;5  x   ;57  x   ;474  x   ;4.564  x   ;46.530  x   ;461.992  x   
26.;27.06.;MI;7;8;4;6;5;4;2.096.805,00   ;2  x   ;14  x   ;163  x   ;1.571  x   ;14.569  x   ;139.881  x   
;30.06.;SA;3;3;5;7;8;6;5.456.245,00   ;7  x   ;57  x   ;430  x   ;4.070  x   ;40.461  x   ;415.549  x   
;;;;;;;Gewinne Gesamt;;194.075.153,75   ;145   ;1.414   ;14.104   ;139.958   ;1.400.569   ;13.858.864   
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
SUPER 6;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Kalenderwoche 2018
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;
;;;;;;;;;;Klasse I;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI
KW;2018;Ziehung;Gewinnzahl;;;;;End-;Spieleinsatz;100.000,00 Euro;6.666,00 Euro;666,00 Euro;66,00 Euro;6,00 Euro;2,50 Euro
;;;;;;;;ziffer;Euro;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne
27.;04.07.;MI;0;4;2;9;0;3;2.089.105,00   ;unbesetzt;21  x   ;154  x   ;1.333  x   ;13.480  x   ;166.958  x   
;07.07.;SA;9;2;4;7;2;4;5.386.881,25   ;6  x   ;36  x   ;381  x   ;3.773  x   ;36.637  x   ;360.908  x   
28.;11.07.;MI;0;4;9;0;7;4;2.130.168,75   ;2  x   ;12  x   ;125  x   ;1.347  x   ;14.292  x   ;145.075  x   
;14.07.;SA;3;7;4;2;5;2;5.051.721,25   ;3  x   ;37  x   ;346  x   ;3.480  x   ;35.617  x   ;327.149  x   
29.;18.07.;MI;4;6;9;5;8;3;2.079.522,50   ;1  x   ;17  x   ;167  x   ;1.668  x   ;16.338  x   ;164.376  x   
