 4  8  9 33 43 |  5  9 | 0.000 0.824 0.942 0.616 0.907 0.866 0.937 1.007 0.980 1.010 0.987 1.045 (2016, 8, 26)
 5 34 37 43 48 |  2  4 | 0.000 0.838 0.718 0.655 0.903 0.814 0.934 0.997 1.000 0.889 1.048 1.045 (2015, 4, 3)
 5 23 25 35 40 |  5  8 | 0.000 0.729 0.625 1.529 0.933 0.810 1.406 1.301 1.113 0.949 1.261 1.046 (2017, 1, 20)
 2 13 14 30 32 |  1  3 | 0.000 1.458 1.111 0.726 0.918 0.880 0.974 1.010 0.989 0.930 1.001 1.048 (2015, 1, 23)
13 23 31 42 44 |  2  5 | 9.507 0.891 0.509 1.035 1.136 1.007 1.134 1.158 1.050 0.987 1.162 1.048 (2017, 2, 10)
 5 23 28 38 49 |  3  9 | 0.000 0.000 1.262 1.158 1.017 0.951 1.148 1.207 1.044 0.988 1.204 1.049 (2020, 9, 4)
 3  9 25 31 49 |  8  9 | 0.000 1.233 2.349 0.672 1.270 1.195 0.707 0.704 1.085 1.054 0.697 1.050 (2017, 7, 14)
 1  5 17 39 46 |  6  7 | 0.000 0.822 0.705 0.702 1.020 0.914 0.860 0.878 1.018 0.938 0.869 1.050 (2016, 4, 15)
 4 17 27 33 46 |  3  9 | 0.000 1.738 1.703 1.589 1.218 1.209 1.241 1.121 1.119 1.121 1.065 1.051 (2015, 4, 24)
 1  2  5 24 47 |  3  8 | 0.000 0.984 0.562 0.944 0.916 0.884 1.281 1.319 1.036 1.008 1.373 1.051 (2016, 1, 8)
 1 17 29 39 42 |  7  8 | 0.000 0.608 0.927 0.808 1.034 0.853 0.880 0.897 1.040 0.897 0.919 1.051 (2020, 3, 13)
 8 11 22 38 41 |  4  7 | 3.809 1.667 1.224 1.812 1.194 1.111 1.620 1.481 1.088 1.035 1.437 1.054 (2020, 8, 28)
 2  4  8 22 24 |  3  9 | 0.000 2.513 3.829 1.310 1.370 1.857 1.251 1.128 1.148 1.331 1.076 1.055 (2015, 11, 6)
 6 12 15 20 30 |  3  6 | 5.544 0.693 1.782 1.873 1.312 1.156 1.565 1.344 1.134 1.033 1.260 1.056 (2015, 7, 24)
 7 10 25 39 42 |  3  6 | 2.385 1.193 0.937 1.293 1.129 1.129 1.253 1.197 1.069 1.037 1.191 1.057 (2016, 10, 14)
 2  3 24 25 34 |  6  8 | 0.000 0.728 0.970 0.776 0.887 0.956 0.901 0.964 0.957 1.018 0.984 1.059 (2016, 12, 16)
13 18 20 35 46 |  7  8 | 0.000 1.362 0.584 0.726 0.915 0.809 0.829 0.858 1.035 0.891 0.884 1.062 (2017, 3, 10)
11 19 24 33 39 |  1  4 | 0.000 0.522 2.086 1.131 1.167 1.219 0.900 0.893 1.112 1.176 0.864 1.063 (2020, 10, 30)
 7 18 19 40 49 |  5  6 | 0.000 2.338 1.113 1.025 1.455 1.115 0.951 0.967 1.072 1.015 0.974 1.064 (2017, 2, 17)
 1  9 15 22 49 |  4  7 | 0.000 1.487 0.850 1.199 1.108 0.961 1.500 1.496 1.084 0.987 1.501 1.064 (2015, 8, 7)
27 35 36 38 48 |  2  3 | 0.000 0.000 1.159 0.807 0.952 0.786 0.832 0.829 1.003 0.866 0.843 1.065 (2017, 7, 21)
 1 11 17 23 29 |  1  8 | 0.000 1.589 1.426 1.469 1.583 1.517 1.130 1.020 1.173 1.184 0.935 1.066 (2020, 10, 9)
 4  9 15 24 42 |  8  9 | 0.000 1.180 1.011 0.755 1.083 1.023 0.769 0.778 1.100 1.057 0.766 1.068 (2019, 3, 29)
15 22 29 33 47 |  3  7 | 10.517 1.643 1.315 3.178 1.325 1.254 1.963 1.695 1.158 1.029 1.622 1.069 (2017, 9, 15)
 5 12 26 47 50 |  2  3 | 0.000 0.245 1.262 0.907 1.049 0.943 0.842 0.854 1.053 0.944 0.886 1.071 (2020, 11, 6)
 1  7 23 25 45 |  5  8 | 0.000 1.015 1.740 1.408 1.104 1.280 1.146 1.189 1.117 1.129 1.174 1.071 (2016, 9, 23)
 3 10 25 32 43 |  1  3 | 0.000 1.318 0.942 1.031 1.154 1.068 0.921 0.949 1.110 1.039 0.926 1.074 (2019, 1, 4)
 5 12 20 29 48 |  7  9 | 0.000 0.967 1.215 1.059 1.115 1.044 1.023 0.969 1.124 1.033 0.971 1.075 (2020, 1, 24)
 7 16 18 19 24 |  1  6 | 0.000 1.112 1.112 1.067 1.144 1.394 1.144 1.141 1.158 1.399 1.052 1.075 (2019, 3, 1)
 1  2 11 19 47 |  2  7 | 3.604 1.351 1.287 1.586 1.075 0.958 1.381 1.309 1.109 0.975 1.227 1.076 (2019, 3, 15)
17 23 27 30 39 |  6  8 | 0.000 1.477 0.844 1.015 1.041 1.045 0.967 0.972 1.108 1.070 0.970 1.078 (2015, 6, 12)
13 14 23 26 31 |  3  9 | 6.255 0.391 0.894 0.945 0.928 0.916 1.101 1.183 1.060 1.040 1.119 1.078 (2015, 10, 9)
18 25 26 35 38 |  5  6 | 4.928 0.308 1.232 1.029 1.166 1.066 1.023 1.034 1.114 1.020 0.978 1.079 (2019, 6, 28)
 8 12 13 39 44 |  4  9 | 0.000 0.560 0.800 1.414 1.025 1.054 1.079 1.110 1.049 1.075 1.066 1.080 (2019, 10, 11)
 4  9 15 24 28 |  2  6 | 5.651 1.236 1.413 1.394 1.283 1.315 1.202 1.121 1.117 1.151 1.048 1.080 (2020, 8, 7)
 2  7  8 43 50 |  2  3 | 0.000 0.647 1.202 0.725 0.864 0.772 0.855 0.892 1.016 0.867 0.900 1.083 (2020, 4, 10)
13 14 21 23 40 |  1  3 | 0.000 0.674 0.770 0.959 0.945 0.811 1.003 0.991 1.013 0.940 0.959 1.083 (2017, 8, 11)
12 15 19 29 48 |  7  9 | 0.000 0.700 0.600 0.796 0.994 1.031 0.948 0.898 1.100 1.034 0.875 1.085 (2017, 1, 27)
 3  9 10 19 42 |  1  7 | 0.000 0.185 0.634 1.091 1.072 1.131 1.144 1.052 1.141 1.150 0.984 1.085 (2019, 5, 3)
 5  6  9 15 29 |  4  9 | 0.000 1.028 1.616 1.188 1.226 1.287 1.119 1.106 1.186 1.188 1.072 1.087 (2020, 7, 10)
13 17 20 24 47 |  5  8 | 0.000 2.053 0.938 1.518 1.057 1.068 1.309 1.296 1.100 1.059 1.235 1.091 (2017, 6, 9)
 1  3 11 18 31 |  3  6 | 0.000 1.692 0.580 1.492 1.472 1.177 1.450 1.342 1.197 1.077 1.317 1.092 (2017, 6, 30)
16 18 19 23 44 |  1  3 | 0.000 2.080 0.951 0.887 0.967 0.971 0.885 0.973 1.042 0.990 0.961 1.093 (2016, 6, 17)
 1  4  6 12 13 |  1  6 | 0.000 4.840 0.922 2.754 1.716 1.516 1.683 1.126 1.259 1.190 0.934 1.093 (2016, 10, 28)
13 19 23 34 41 |  3  8 | 0.000 0.768 0.659 1.462 1.155 1.032 1.479 1.424 1.127 1.033 1.341 1.095 (2020, 3, 27)
 2  5 10 13 28 |  3 10 | 0.000 2.556 2.191 1.068 1.576 1.612 0.937 0.851 1.249 1.318 0.780 1.097 (2016, 3, 4)
12 22 24 29 38 |  5  6 | 0.000 0.984 0.984 1.347 1.147 1.230 1.080 1.033 1.158 1.180 0.975 1.098 (2020, 2, 28)
 3 16 25 38 45 |  7  8 | 0.000 2.845 1.084 0.629 1.503 1.174 0.831 0.874 1.188 1.034 0.879 1.100 (2017, 3, 17)
13 27 30 42 46 |  3  4 | 0.000 0.765 0.655 0.979 1.181 0.972 0.961 0.953 1.134 0.939 0.974 1.101 (2016, 12, 23)
17 21 23 37 45 |  7  9 | 0.000 1.957 1.278 1.213 1.301 1.150 1.112 1.035 1.187 1.048 0.975 1.102 (2020, 10, 23)
 5 11 12 30 40 |  2  5 | 0.000 0.000 0.251 1.687 1.096 0.967 1.286 1.253 1.143 1.013 1.179 1.104 (2016, 8, 5)
 5 15 16 36 37 |  3  5 | 0.000 0.454 1.296 1.258 0.974 0.835 1.204 1.322 1.000 0.846 1.291 1.105 (2015, 10, 30)
11 17 20 22 29 |  4  6 | 0.000 0.586 1.340 1.376 1.060 1.090 1.490 1.414 1.133 1.068 1.348 1.107 (2014, 10, 10)
 7  9 28 39 47 |  2  8 | 0.000 1.749 1.999 1.617 1.368 1.275 1.692 1.507 1.137 1.120 1.382 1.108 (2015, 10, 2)
 5  8 33 34 46 |  3  8 | 0.000 2.050 0.703 0.991 1.055 0.898 1.328 1.470 1.083 0.920 1.426 1.110 (2015, 8, 28)
 3  4  8 11 41 |  2  8 | 0.000 0.000 0.767 1.305 1.023 0.956 1.430 1.477 1.165 1.002 1.449 1.112 (2015, 1, 30)
 7 12 28 34 45 |  3  6 | 0.000 0.879 1.508 1.751 1.363 1.300 1.473 1.311 1.217 1.127 1.238 1.114 (2019, 12, 27)
 7 11 19 32 43 |  2  8 | 0.000 1.549 1.517 2.344 1.390 1.429 1.664 1.391 1.232 1.211 1.259 1.118 (2020, 7, 24)
 6 19 23 33 34 |  4  7 | 0.000 1.528 0.582 1.340 1.073 0.895 1.523 1.592 1.101 1.030 1.529 1.123 (2016, 5, 20)
 1  7 12 16 18 |  1  4 | 0.000 0.000 1.477 1.576 1.402 1.292 0.995 0.975 1.224 1.197 0.896 1.124 (2017, 12, 15)
11 16 18 22 43 |  7  8 | 6.582 0.823 1.175 0.702 1.006 0.837 0.878 0.902 1.097 0.953 0.900 1.130 (2017, 11, 24)
 7 16 22 36 44 |  3  4 | 2.225 1.947 1.113 1.276 1.406 1.190 0.988 0.977 1.205 1.055 0.962 1.132 (2020, 2, 7)
 3 19 28 43 49 |  2  3 | 0.000 0.792 0.792 1.057 1.185 1.003 0.889 0.885 1.144 0.957 0.883 1.139 (2020, 7, 31)
 9 10 19 20 35 |  3  4 | 3.203 1.201 1.029 1.267 1.270 1.067 1.140 1.022 1.237 0.984 0.984 1.143 (2016, 3, 25)
 3  7 13 41 48 |  1  7 | 0.000 1.480 0.564 1.018 1.149 0.945 1.267 1.159 1.255 1.066 1.065 1.144 (2015, 9, 18)
 4  5 17 39 47 |  3  4 | 0.000 1.270 0.544 1.061 1.077 0.905 0.982 0.994 1.165 0.946 0.998 1.150 (2017, 2, 3)
 3 15 22 26 37 |  2  4 | 0.000 3.422 0.652 1.501 1.394 1.059 1.325 1.203 1.237 1.034 1.167 1.150 (2014, 10, 24)
 3 12 24 37 38 |  3  7 | 6.817 1.136 1.542 2.535 1.437 1.233 2.314 1.888 1.286 1.111 1.661 1.150 (2019, 11, 22)
 7 22 27 30 31 |  5  7 | 0.000 1.999 0.857 1.244 1.146 0.858 1.333 1.454 1.144 0.928 1.346 1.156 (2015, 9, 11)
 6 14 19 27 35 |  2  4 | 0.000 1.857 1.698 1.954 1.621 1.385 1.279 1.140 1.313 1.191 1.048 1.161 (2017, 6, 23)
 5  8 21 24 26 |  4  5 | 3.432 0.858 0.736 1.236 1.197 1.103 1.080 1.040 1.212 1.070 0.990 1.163 (2019, 2, 8)
 1  7 13 19 20 |  6  8 | 0.000 2.694 4.618 1.396 1.986 2.253 1.176 1.035 1.325 1.416 0.971 1.164 (2017, 2, 24)
 5  6 13 20 33 |  3  8 | 0.000 1.873 0.178 2.064 1.258 1.132 1.550 1.476 1.251 1.104 1.352 1.171 (2015, 4, 17)
 5 13 25 33 35 |  4  8 | 0.000 1.428 1.632 1.896 1.561 1.514 1.829 1.544 1.383 1.333 1.400 1.173 (2014, 11, 7)
 3  5 13 16 30 |  3  6 | 0.000 0.478 0.273 1.800 1.297 1.055 1.597 1.537 1.281 1.065 1.386 1.176 (2015, 9, 25)
10 12 28 29 49 |  3  4 | 0.000 0.426 0.487 1.272 1.162 0.988 1.052 1.037 1.187 0.996 1.005 1.176 (2016, 2, 19)
 7 12 14 40 42 |  7  8 | 0.000 0.283 1.131 0.925 1.118 0.880 0.905 0.954 1.145 0.938 0.934 1.177 (2020, 9, 18)
 3  4  9 19 28 |  1  7 | 0.000 0.789 2.930 1.430 1.501 1.635 1.304 1.171 1.332 1.355 1.044 1.178 (2017, 9, 1)
 9 16 17 20 32 |  2  3 | 0.000 0.524 0.599 0.932 1.013 0.817 1.018 0.938 1.167 0.923 0.924 1.179 (2015, 3, 6)
 5  7 15 19 29 |  3  8 | 4.791 1.647 1.540 1.586 1.489 1.378 1.639 1.513 1.290 1.238 1.348 1.193 (2019, 5, 10)
 1  7 12 23 39 |  3  4 | 0.000 0.655 1.403 0.896 1.249 1.064 1.064 1.013 1.297 1.110 0.967 1.204 (2020, 1, 31)
 3  7 27 43 46 |  3  8 | 0.000 1.010 0.866 1.437 1.201 0.947 1.608 1.523 1.277 1.024 1.450 1.209 (2014, 10, 31)
14 24 27 35 39 |  7  8 | 0.000 1.163 0.997 0.786 1.481 1.232 1.085 1.000 1.358 1.079 0.994 1.223 (2014, 10, 17)
 9 11 13 35 38 |  5  7 | 0.000 1.433 0.819 1.427 1.157 1.017 1.585 1.519 1.271 1.045 1.405 1.236 (2015, 3, 20)
 7 14 23 27 35 |  3  5 | 12.844 5.619 2.752 2.706 2.249 1.671 1.805 1.378 1.553 1.271 1.197 1.248 (2017, 1, 6)
 2  7 13 26 49 |  3  4 | 0.000 0.987 1.691 1.158 1.570 1.331 1.109 1.069 1.447 1.143 1.001 1.284 (2015, 11, 27)
